IDPERSONA,CLUSTER,PERFIL_NOMBRE,TIPOEMPLEADO_ACTUAL_DESC,SUBGRUPO,NUM_TITULACIONES,NUM_TIT_BACHILLERATO,NUM_TIT_CUARTO_NIVEL,NUM_TIT_TERCER_NIVEL,NUM_CAPACITACIONES,SUMA_DURACION_CAPACITACIONES,NUM_CAPACITACIONES_APROBACION,NUM_CAPACITACIONES_VIRTUAL,NUM_CAPACITACIONES_PRESENCIAL,NUM_CERTIFICACIONES,SUMA_DURACION_CERTIFICACIONES,NUM_PONENCIAS,SUMA_DURACION_PONENCIAS,NUM_CURSOS,NUM_PERIODOS_DOCENCIA,TOTAL_HORAS_DOCENCIA,TOTAL_ESTUDIANTES,PROMEDIO_ESTUDIANTES_POR_CURSO,NUM_ACTIVIDADES_POLITECNICAS,NUM_ACTIVIDADES_T1,NUM_ACTIVIDADES_T2,NUM_ACTIVIDADES_T3,TOTAL_HORAS_POLITECNICAS,NUM_EXPERIENCIAS_EXTERNAS,NUM_EXPERIENCIAS_ACADEMICAS,NUM_EXPERIENCIAS_ADMINISTRATIVAS,NUM_EXPERIENCIAS_POR_CLASIFICAR,NUM_EXPERIENCIAS_ROL_PROFESOR,NUM_IDIOMAS,NUM_IDIOMAS_NO_NATIVOS,NUM_IDIOMAS_CON_NIVELMCER,NUM_EVALUACIONES,PROMEDIO_HETEROEVALUACION,TOTAL_REGISTRADOS,TOTAL_EVALUADOS,COBERTURA_EVALUACION,NUM_RECONOCIMIENTOS,NUM_TIPOS_RECONOCIMIENTO_DISTINTOS,NUM_PROYECTOS_GRADO_DIRIGIDOS,NUM_PROGRAMAS_TITULACION_DISTINTOS,NUM_PROYECTOS_INVESTIGACION,NUM_PROYECTOS_ACTIVOS,NUM_PROYECTOS_FINALIZADOS,NUM_PROYECTOS_COMO_DIRECTOR,NUM_PROYECTOS_COMO_CODIRECTOR,NUM_PROYECTOS_COMO_PARTICIPANTE,NUM_PROYECTOS_VINCULACION,NUM_VINCULACION_TUTOR,NUM_VINCULACION_DIRECTOR_PROYECTO,NUM_VINCULACION_DIRECTOR_PROGRAMA,NUM_PUBLICACIONES,NUM_PUBLICACIONES_INDEXADAS,NUM_PUBLICACIONES_REVISION_PARES,NUM_PUBLICACIONES_Q1,NUM_PUBLICACIONES_Q2,N_REGISTROS_HISTORIAL,N_CONTRATOS_TOTAL,N_CARGOS_DISTINTOS,CARGO_MAS_FRECUENTE,MULTIPLES_CARGOS_MISMO_ANIO,N_UNIDADES_DISTINTAS,N_FACULTADES_DISTINTAS,PASO_POR_RECTORADO,N_REGIMENES_DISTINTOS,REGIMEN_INICIAL_DESC,REGIMEN_ACTUAL_DESC,ES_DOCENTE_ADMIN_MIXTO,ANIOS_EXPERIENCIA_DOCENTE,ANIOS_EXPERIENCIA_ADMINISTRATIVO,DEDICACION_DOCENTE_ACTUAL,DEDICACION_DOCENTE_MAS_FRECUENTE,N_DEDICACIONES_DOCENTE_DISTINTAS,PROPORCION_CONTRATOS_FINALIZADOS,VIGENTE_ACTUALMENTE,ANTIGUEDAD_EFECTIVA_ANIOS,ANTIGUEDAD_CALENDARIO_ANIOS,N_REINGRESOS,NIVEL_ACADEMICO_MAXIMO,PROPORCION_CAPACITACIONES_APROBADAS,HORAS_PROMEDIO_POR_ACTIVIDAD_POLITECNICA,NUM_PUBLICACIONES_POR_ANIO,NUM_PROYECTOS_INVESTIGACION_POR_ANIO,N_REGISTROS_TEXTO,N_FUENTES_DISTINTAS,LONGITUD_TOTAL_CARACTERES,CARGO_ACTUAL,UNIDAD_ACTUAL_NOMBRE,VIGENTE_TRAMO_ESTRUCTURAL,ES_MIXTO,CARGOS_ACTUALES_MIXTO,CATEGORIAS_ACTUALES_MIXTO,DURACION_MEDIANA_TRAMO_ANIOS,TURBULENCIA_TRAMOS,ENTROPIA_CATEGORIA_CARGO,PROPORCION_ANIOS_ADMINISTRATIVO,CATEGORIA_ROL_ADICIONAL_MAS_RECIENTE,TUVO_ROL_ADICIONAL_SIMULTANEO,ANIOS_EN_UNIDAD_ACTUAL,TUVO_FUNCION_ADICIONAL,CATEGORIA_FUNCION_ADICIONAL_MAS_RECIENTE,CARGO_ES_CONTRATO_PUNTUAL_VIGENTE
654428,2,Autoridad administrativa (Gerente/Director),ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,DIRECTOR DE TALENTO HUMANO,False,1.0,0.0,False,1.0,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,False,0.0,1.09,,,0.0,1.0,False,1.09,1.09,0.0,tercer_nivel,,,0.0,0.0,11.0,1.0,330.0,DIRECTOR DE TALENTO HUMANO,DESCONOCIDA,False,False,,,1.09,,-0.0,1.0,,False,0.0,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,False
2419,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,6.0,0.0,5.0,1.0,21.0,1440.0,8.0,6.0,2.0,0.0,0.0,1.0,30.0,62.0,14.0,5683.79,1595.0,25.73,59.0,44.0,44.0,27.0,6296.0,7.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,43.0,90.75,4172.0,3413.0,0.8181,5.0,0.0,31.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,71.0,49.0,14.0,PROFESOR PREGRADO,True,1.0,1.0,False,2.0,,CONTRATO CIVIL,True,20.72,2.8,Tiempo Parcial,Medio Tiempo,4.0,0.98,False,20.42,24.26,22.0,cuarto_nivel,0.3809523809523809,106.71186440677968,0.1958863858961802,0.048971596474045,63.0,8.0,5997.0,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,False,,,0.38,1.7,0.0248,0.0038,,False,0.52,False,,False
2370,6,Jefatura / supervisión operativa,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,4.0,1.0,2.0,1.0,19.0,479.0,9.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.74,30.0,23.0,0.7667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,19.0,8.0,ANALISTA FINANCIERO 3,True,1.0,0.0,False,1.0,,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,False,0.0,24.58,,,0.0,0.93,False,23.34,23.85,5.0,cuarto_nivel,0.4736842105263157,,0.0,0.0,22.0,2.0,1133.0,TESORERO GENERAL,GERENCIA FINANCIERA,True,False,,,6.1,0.91,1.0285,1.0,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,True,11.7,True,OTROS_AA,False
8327,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,7.0,1.0,5.0,1.0,11.0,956.0,5.0,2.0,5.0,1.0,12.0,8.0,220.0,76.0,14.0,9015.8,2691.0,35.41,31.0,25.0,30.0,12.0,6841.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,48.0,92.46,3141.0,2916.0,0.9284,11.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,3.0,1.0,6.0,1.0,39.0,25.0,8.0,PROFESOR NO TITULAR OCASIONAL (TC),True,3.0,1.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,True,10.25,2.72,Tiempo Completo,Tiempo Completo,1.0,0.97,True,9.48,9.9,1.0,cuarto_nivel,0.4545454545454545,220.67741935483872,1.2658227848101264,0.3164556962025316,37.0,7.0,2427.0,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,False,,,4.33,0.55,0.6861,0.0,,False,7.7,False,,False
81163,-1,Personal por contrato puntual / prestación de servicios (sin cargo estructural),,,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,PRESTACIÓN SERVICIOS PROFESIONALES,False,0.0,0.0,False,1.0,CONTRATO CIVIL,CONTRATO CIVIL,False,0.15,0.0,Tiempo Parcial,Tiempo Parcial,1.0,1.0,False,0.15,5.37,1.0,cuarto_nivel,,,,,2.0,1.0,38.0,,,,False,,,,,,,,False,,False,,False
660688,-1,Personal por contrato puntual / prestación de servicios (sin cargo estructural),,,2.0,0.0,0.0,2.0,4.0,184.0,0.0,3.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,False,2.0,0.0,False,1.0,CONTRATO CIVIL,CONTRATO CIVIL,False,0.0,1.7,,,0.0,1.0,False,1.7,1.74,2.0,tercer_nivel,0.0,,0.0,0.0,7.0,3.0,327.0,,,,False,,,,,,,,False,,False,,False
656796,-1,Personal por contrato puntual / prestación de servicios (sin cargo estructural),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,False,1.0,1.0,False,1.0,CONTRATO CIVIL,CONTRATO CIVIL,False,0.0,0.0,,,0.0,1.0,False,0.0,0.0,0.0,sin_registro,,,,,0.0,0.0,0.0,,,,False,,,,,,,,False,,False,,False
102965,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,3.0,0.0,2.0,1.0,7.0,324.0,5.0,3.0,0.0,1.0,120.0,0.0,0.0,32.0,10.0,2463.9,670.0,20.94,1.0,1.0,0.0,0.0,90.0,8.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,18.0,89.02,537.0,517.0,0.9628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,2.0,PROFESOR INVITADO,True,1.0,1.0,False,2.0,CONTRATO CIVIL,CONTRATO CIVIL,False,5.23,0.0,Tiempo Parcial,Tiempo Parcial,2.0,1.0,False,5.23,6.79,12.0,cuarto_nivel,0.7142857142857143,90.0,0.0,0.0,16.0,4.0,573.0,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,False,False,,,0.76,,-0.0,0.0,,False,0.76,False,,False
1527,-1,Personal por contrato puntual / prestación de servicios (sin cargo estructural),,,3.0,0.0,1.0,2.0,4.0,559.0,3.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,48.0,6.0,PRESTACIÓN SERVICIOS PROFESIONALES,True,2.0,0.0,True,1.0,,CONTRATO CIVIL,True,3.96,5.2,Tiempo Parcial,Tiempo Parcial,2.0,1.0,False,5.74,23.06,34.0,cuarto_nivel,0.75,200.0,0.0,0.0,25.0,3.0,4001.0,,,,False,,,,,,,,False,,False,,False
1569,5,Docente titular de carrera,DOCENTE,DOCENTE_TITULAR_CARRERA,2.0,0.0,1.0,1.0,4.0,102.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,39.0,13.0,3360.15,424.0,10.87,64.0,54.0,53.0,32.0,14307.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,20.0,91.49,873.0,704.0,0.8064,9.0,0.0,43.0,7.0,4.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,77.0,66.0,9.0,PRESTACIÓN SERVICIOS PROFESIONALES,True,2.0,1.0,True,2.0,,CONTRATO CIVIL,True,25.03,0.7,Tiempo Parcial,Tiempo Parcial,4.0,0.98,False,14.09,27.0,29.0,cuarto_nivel,0.75,223.546875,0.49680624556423,0.2838892831795599,61.0,6.0,7774.0,PROFESOR TITULAR AUXILIAR 1 (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,False,,,0.37,1.9,-0.0,0.0,,False,11.87,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,False
649184,1,Autoridad académica (Rector/Vicerrector/Decano/Subdecano),DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,4.0,0.0,3.0,1.0,19.0,872.0,6.0,1.0,4.0,4.0,702.0,1.0,24.0,10.0,9.0,931.21,181.0,18.1,57.0,41.0,51.0,30.0,21316.0,7.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,10.0,88.14,498.0,419.0,0.8414,1.0,0.0,3.0,1.0,15.0,2.0,13.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,15.0,9.0,1.0,10.0,0.0,46.0,16.0,8.0,DECANO(A),True,2.0,1.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,16.39,0.0,Tiempo Completo,Tiempo Completo,3.0,0.86,True,8.43,11.95,29.0,cuarto_nivel,0.3157894736842105,373.96491228070175,1.7793594306049825,1.7793594306049825,61.0,8.0,6604.0,DECANO(A),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,False,,,0.01,3.61,0.7834,0.0,,False,0.04,True,OTROS_AA,False
2052,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,3.0,0.0,2.0,1.0,29.0,589.0,17.0,1.0,3.0,4.0,24.0,0.0,0.0,67.0,15.0,5900.71,1897.0,28.31,88.0,74.0,81.0,41.0,12411.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,35.0,87.29,2163.0,1881.0,0.8696,1.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0,0.0,3.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,56.0,34.0,13.0,PROFESOR NO TITULAR OCASIONAL (TC),True,2.0,1.0,False,3.0,,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,True,13.47,15.82,Tiempo Completo,Tiempo Completo,2.0,0.95,False,26.2,26.26,2.0,cuarto_nivel,0.5862068965517241,141.0340909090909,0.0381679389312977,0.1526717557251908,53.0,8.0,4240.0,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,False,,,4.46,0.49,0.993,0.4356,,False,9.7,True,JEFATURA_SUPERVISION_OPERATIVA,False
2200,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,5.0,0.0,3.0,2.0,42.0,1680.0,7.0,0.0,1.0,3.0,120.0,0.0,0.0,23.0,14.0,2431.52,303.0,13.17,15.0,14.0,10.0,3.0,1374.0,9.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,13.0,88.83,936.0,710.0,0.7585,2.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,44.0,7.0,PROFESOR NO TITULAR OCASIONAL (TP),True,1.0,1.0,False,2.0,,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,True,11.33,1.0,Tiempo Parcial,Tiempo Parcial,4.0,0.98,True,11.67,17.28,25.0,cuarto_nivel,0.1666666666666666,91.6,0.0,0.0,77.0,5.0,5743.0,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,False,,,0.39,0.34,-0.0,0.0,,False,0.37,False,,False
2201,-1,Personal por contrato puntual / prestación de servicios (sin cargo estructural),,,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,89.63,453.0,359.0,0.7925,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,PRESTACIÓN SERVICIOS PROFESIONALES,False,0.0,0.0,False,1.0,CONTRATO CIVIL,CONTRATO CIVIL,False,0.14,0.0,Tiempo Parcial,Tiempo Parcial,1.0,1.0,False,0.14,2.18,2.0,cuarto_nivel,,,,,20.0,2.0,3100.0,,,,False,,,,,,,,False,,False,,False
100228,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,3.0,0.0,2.0,1.0,31.0,935.0,17.0,7.0,3.0,0.0,0.0,0.0,0.0,47.0,14.0,3646.29,229.0,4.87,38.0,30.0,37.0,21.0,13348.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,30.0,94.48,480.0,439.0,0.9146,1.0,0.0,6.0,1.0,6.0,2.0,4.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,41.0,20.0,2.0,PROFESOR NO TITULAR OCASIONAL (TC),True,1.0,1.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,CONTRATO CIVIL,False,9.55,0.0,Tiempo Parcial,Tiempo Completo,2.0,0.96,False,8.43,8.67,2.0,cuarto_nivel,0.5483870967741935,351.2631578947368,0.3558718861209964,0.7117437722419929,54.0,7.0,4498.0,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,True,False,,,8.96,,-0.0,0.0,,False,8.96,True,JEFATURA_SUPERVISION_OPERATIVA,False
10136,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,3.0,0.0,2.0,1.0,60.0,2620.0,25.0,18.0,6.0,1.0,10.0,11.0,49.0,68.0,15.0,4961.12,1410.0,20.74,50.0,30.0,45.0,21.0,14659.0,5.0,1.0,4.0,0.0,1.0,2.0,1.0,1.0,34.0,93.5,1097.0,1014.0,0.9243,11.0,2.0,8.0,1.0,23.0,9.0,14.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,18.0,11.0,0.0,9.0,3.0,44.0,19.0,3.0,PROFESOR NO TITULAR OCASIONAL (TC),True,1.0,1.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,9.58,0.0,Tiempo Completo,Tiempo Completo,2.0,0.95,True,9.6,9.94,1.0,cuarto_nivel,0.4166666666666667,293.18,1.875,2.395833333333333,127.0,8.0,11992.0,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS DE LA VIDA,True,False,,,9.95,,-0.0,0.0,,False,9.7,False,,False
29657,-1,Personal por contrato puntual / prestación de servicios (sin cargo estructural),,,3.0,0.0,2.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64.79,82.0,80.0,0.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,PROFESOR INVITADO,False,1.0,1.0,False,1.0,CONTRATO CIVIL,CONTRATO CIVIL,False,0.74,0.0,Tiempo Parcial,Tiempo Parcial,1.0,1.0,False,0.74,0.76,1.0,cuarto_nivel,0.0,,,,2.0,2.0,55.0,,,,False,,,,,,,,False,,False,,False
30492,5,Docente titular de carrera,DOCENTE,DOCENTE_TITULAR_CARRERA,3.0,0.0,2.0,1.0,26.0,758.0,15.0,4.0,8.0,1.0,47.0,0.0,0.0,64.0,14.0,4075.14,1171.0,18.3,86.0,68.0,71.0,43.0,19385.0,10.0,0.0,0.0,10.0,0.0,2.0,2.0,2.0,62.0,89.53,2035.0,1844.0,0.9061,3.0,0.0,32.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,12.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,44.0,21.0,6.0,PROFESOR NO TITULAR OCASIONAL (TC),True,1.0,1.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,13.83,0.0,Tiempo Completo,Tiempo Completo,3.0,0.97,True,12.85,13.33,4.0,cuarto_nivel,0.5769230769230769,225.40697674418604,0.2334630350194552,0.0778210116731517,90.0,8.0,9914.0,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,False,,,0.39,1.48,0.3269,0.0,,False,7.34,True,JEFATURA_SUPERVISION_OPERATIVA,False
1728,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,3.0,0.0,2.0,1.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,864.0,138.0,23.0,20.0,17.0,17.0,11.0,2879.0,4.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,72.28,2319.0,1700.0,0.7331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,5.0,PROFESOR NO TITULAR OCASIONAL (TC),False,1.0,1.0,False,1.0,,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,8.04,0.0,Medio Tiempo,Tiempo Completo,4.0,0.92,True,8.04,24.89,6.0,cuarto_nivel,0.0,143.95,0.0,0.0,5.0,3.0,155.0,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,False,,,0.39,1.26,-0.0,0.0,,False,0.37,True,JEFATURA_SUPERVISION_OPERATIVA,False
13170,8,Profesional / Analista,ADMINISTRATIVO,PROFESIONAL_ANALISTA,1.0,0.0,0.0,1.0,13.0,118.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,6.0,ANALISTA DE GESTIÓN DE CALIDAD Y SERVICIO AL USUARIO,True,4.0,0.0,True,1.0,,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,False,0.0,17.35,,,0.0,1.0,False,14.67,14.67,0.0,tercer_nivel,0.1538461538461538,,0.0,0.0,13.0,1.0,632.0,ANALISTA DE GESTIÓN DE CALIDAD Y SERVICIO AL USUARIO,DESCONOCIDA,False,False,,,8.54,0.46,0.6387,1.0,,False,0.0,False,,False
659670,-1,Personal por contrato puntual / prestación de servicios (sin cargo estructural),,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,True,2.0,0.0,False,1.0,CONTRATO CIVIL,CONTRATO CIVIL,False,0.0,0.18,,,0.0,1.0,False,0.18,1.56,2.0,tercer_nivel,,,,,2.0,1.0,68.0,,,,False,,,,,,,,False,,False,,False
10023,11,Técnico docente / de investigación,DOCENTE,TECNICO_DOCENTE_APOYO,3.0,0.0,2.0,1.0,5.0,90.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,800.0,8.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,TÉCNICO DE LABORATORIO 1 (TC),False,1.0,1.0,False,1.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,0.21,0.0,Tiempo Completo,Tiempo Completo,1.0,1.0,False,0.2,0.2,0.0,cuarto_nivel,0.8,800.0,,,13.0,2.0,505.0,TÉCNICO DE LABORATORIO 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",False,False,,,0.2,,-0.0,0.0,,False,0.2,False,,False
29537,5,Docente titular de carrera,DOCENTE,DOCENTE_TITULAR_CARRERA,3.0,0.0,1.0,2.0,35.0,821.6,16.0,12.0,14.0,5.0,28.0,5.0,0.0,59.0,14.0,4783.54,1480.0,25.08,70.0,58.0,56.0,27.0,12090.0,10.0,9.0,1.0,0.0,8.0,1.0,1.0,1.0,37.0,93.56,1992.0,1650.0,0.8283,12.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,24.0,7.0,PROFESOR NO TITULAR OCASIONAL (TC),True,4.0,1.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,True,12.09,0.08,Tiempo Completo,Tiempo Completo,2.0,0.96,False,8.85,11.18,12.0,cuarto_nivel,0.4571428571428571,172.71428571428572,0.1129943502824858,0.0,76.0,8.0,5275.0,PROFESOR TITULAR AUXILIAR 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",True,False,,,5.69,0.6,0.6016,0.0,,False,7.64,True,JEFATURA_SUPERVISION_OPERATIVA,False
