N_CARGOS_TOTAL,N_CARGOS_SIGNIFICATIVOS,N_CAMBIOS_CARGO,N_CAMBIOS_UNIDAD,DURACION_MEDIA_CARGO_ANIOS,DURACION_MEDIANA_CARGO_ANIOS,DURACION_MAX_CARGO_ANIOS,N_UNIDADES_TOTAL,N_UNIDADES_SIGNIFICATIVAS,PROPORCION_CARGOS_SIGNIFICATIVOS,IDPERSONA
1,0,0,0,0.24,0.24,0.24,1,0,0.0,98468
1,1,0,0,0.83,0.83,0.83,1,1,1.0,98473
1,1,0,0,3.28,3.28,3.28,1,1,1.0,98482
1,1,0,0,0.43,0.43,0.43,1,1,1.0,98513
1,0,0,0,0.24,0.24,0.24,1,0,0.0,98536
1,1,0,0,0.72,0.72,0.72,1,1,1.0,98544
1,1,0,0,1.35,1.35,1.35,1,1,1.0,98581
4,4,0,2,0.78,0.79,0.98,3,3,1.0,98590
3,1,0,0,0.2,0.16,0.33,1,1,0.333,98610
1,0,0,0,0.24,0.24,0.24,1,0,0.0,98657
1,0,0,0,0.24,0.24,0.24,1,0,0.0,98678
1,1,0,0,0.34,0.34,0.34,1,1,1.0,98684
2,2,0,1,0.56,0.56,0.83,2,2,1.0,98686
2,2,1,0,0.64,0.64,0.96,1,1,1.0,98706
3,2,1,1,0.44,0.38,0.83,2,2,0.667,98732
2,1,1,0,0.47,0.47,0.7,1,1,0.5,98757
1,1,0,0,3.59,3.59,3.59,1,1,1.0,98780
1,1,0,0,1.18,1.18,1.18,1,1,1.0,98828
1,0,0,0,0.16,0.16,0.16,1,0,0.0,98838
2,1,0,0,0.61,0.61,0.98,1,1,0.5,98842
1,0,0,0,0.24,0.24,0.24,1,0,0.0,98851
1,1,0,0,2.75,2.75,2.75,1,1,1.0,98855
1,0,0,0,0.08,0.08,0.08,1,0,0.0,98856
2,2,1,1,1.47,1.47,2.34,2,2,1.0,98892
1,0,0,0,0.24,0.24,0.24,1,0,0.0,98896
2,1,1,0,4.66,4.66,9.31,1,1,0.5,98923
5,3,4,3,0.79,0.38,2.41,3,3,0.6,98935
4,4,3,2,2.1,1.54,4.95,3,3,1.0,98936
1,1,0,0,0.39,0.39,0.39,1,1,1.0,98950
1,1,0,0,4.34,4.34,4.34,1,1,1.0,98956
1,1,0,0,9.21,9.21,9.21,1,1,1.0,98960
1,1,0,0,0.6,0.6,0.6,1,1,1.0,98962
1,0,0,0,0.02,0.02,0.02,1,0,0.0,98966
1,1,0,0,0.28,0.28,0.28,1,1,1.0,98968
1,1,0,0,0.27,0.27,0.27,1,1,1.0,98971
1,1,0,0,8.38,8.38,8.38,1,1,1.0,98973
2,2,1,0,1.95,1.95,3.3,1,1,1.0,98980
2,1,1,1,4.64,4.64,9.21,2,1,0.5,98984
2,2,1,1,2.16,2.16,2.93,2,2,1.0,99043
1,1,0,0,0.27,0.27,0.27,1,1,1.0,99083
1,0,0,0,0.22,0.22,0.22,1,0,0.0,99100
1,1,0,0,0.63,0.63,0.63,1,1,1.0,99102
2,2,1,0,1.23,1.23,2.0,1,1,1.0,99110
1,1,0,0,0.28,0.28,0.28,1,1,1.0,99124
1,0,0,0,0.24,0.24,0.24,1,0,0.0,99136
1,0,0,0,0.24,0.24,0.24,1,0,0.0,99138
2,1,1,1,0.93,0.93,1.62,2,1,0.5,99141
2,1,1,1,0.29,0.29,0.34,2,1,0.5,99143
1,1,0,0,1.86,1.86,1.86,1,1,1.0,99225
1,0,0,0,0.24,0.24,0.24,1,0,0.0,99249
1,0,0,0,0.24,0.24,0.24,1,0,0.0,99267
1,1,0,0,1.33,1.33,1.33,1,1,1.0,99308
1,0,0,0,0.17,0.17,0.17,1,0,0.0,99419
1,1,0,0,0.84,0.84,0.84,1,1,1.0,99442
1,1,0,0,1.76,1.76,1.76,1,1,1.0,99588
1,1,0,0,1.22,1.22,1.22,1,1,1.0,99596
1,0,0,0,0.13,0.13,0.13,1,0,0.0,99686
1,1,0,0,1.04,1.04,1.04,1,1,1.0,99718
2,2,1,0,4.48,4.48,5.12,1,1,1.0,99736
1,1,0,0,1.05,1.05,1.05,1,1,1.0,99772
2,2,1,1,4.49,4.49,8.21,2,2,1.0,99852
1,0,0,0,0.24,0.24,0.24,1,0,0.0,99869
1,0,0,0,0.24,0.24,0.24,1,0,0.0,99877
1,1,0,0,8.95,8.95,8.95,1,1,1.0,99883
1,1,0,0,0.29,0.29,0.29,1,1,1.0,99887
2,2,1,1,0.5,0.5,0.64,2,2,1.0,99944
1,0,0,0,0.15,0.15,0.15,1,0,0.0,99956
1,1,0,0,7.54,7.54,7.54,1,1,1.0,99983
1,0,0,0,0.24,0.24,0.24,1,0,0.0,100016
3,3,2,1,1.33,0.91,2.7,2,2,1.0,100055
1,0,0,0,0.24,0.24,0.24,1,0,0.0,100136
1,1,0,0,8.96,8.96,8.96,1,1,1.0,100228
1,1,0,0,0.54,0.54,0.54,1,1,1.0,100259
1,1,0,0,0.62,0.62,0.62,1,1,1.0,100262
1,1,0,0,2.26,2.26,2.26,1,1,1.0,100276
1,0,0,0,0.24,0.24,0.24,1,0,0.0,100304
1,0,0,0,0.24,0.24,0.24,1,0,0.0,100334
1,0,0,0,0.24,0.24,0.24,1,0,0.0,100423
1,1,0,0,0.29,0.29,0.29,1,1,1.0,100424
1,1,0,0,3.12,3.12,3.12,1,1,1.0,100427
1,1,0,0,0.31,0.31,0.31,1,1,1.0,100434
1,1,0,0,0.98,0.98,0.98,1,1,1.0,100437
1,0,0,0,0.08,0.08,0.08,1,0,0.0,100450
1,0,0,0,0.11,0.11,0.11,1,0,0.0,100470
1,0,0,0,0.11,0.11,0.11,1,0,0.0,100471
2,2,1,1,0.95,0.95,1.58,2,2,1.0,100484
1,0,0,0,0.19,0.19,0.19,1,0,0.0,100490
1,1,0,0,0.27,0.27,0.27,1,1,1.0,100518
1,0,0,0,0.13,0.13,0.13,1,0,0.0,100523
1,0,0,0,0.24,0.24,0.24,1,0,0.0,100555
2,1,0,1,0.45,0.45,0.82,2,1,0.5,100573
1,1,0,0,0.34,0.34,0.34,1,1,1.0,100591
2,0,0,1,0.19,0.19,0.24,2,0,0.0,100592
3,1,1,1,1.07,0.24,2.84,2,1,0.333,100664
3,1,2,1,0.2,0.24,0.29,2,1,0.333,100675
5,3,3,3,0.4,0.25,0.83,3,2,0.6,100682
1,0,0,0,0.24,0.24,0.24,1,0,0.0,100696
3,3,2,2,0.5,0.38,0.83,3,3,1.0,100722
3,2,2,1,2.64,2.91,5.0,2,2,0.667,100730
1,1,0,0,8.38,8.38,8.38,1,1,1.0,100731
1,1,0,0,8.71,8.71,8.71,1,1,1.0,100792
2,2,1,1,2.09,2.09,2.79,2,2,1.0,100801
2,2,1,0,0.96,0.96,1.52,1,1,1.0,100940
1,0,0,0,0.13,0.13,0.13,1,0,0.0,101041
2,0,0,1,0.06,0.06,0.11,2,0,0.0,101161
1,1,0,0,5.31,5.31,5.31,1,1,1.0,101233
1,1,0,0,8.78,8.78,8.78,1,1,1.0,101234
4,2,0,0,1.91,0.19,7.25,1,1,0.5,101236
1,1,0,0,7.38,7.38,7.38,1,1,1.0,101237
1,0,0,0,0.24,0.24,0.24,1,0,0.0,101243
3,3,2,1,1.39,1.52,2.24,2,2,1.0,101247
2,1,1,1,1.62,1.62,3.23,2,1,0.5,101253
1,1,0,0,1.35,1.35,1.35,1,1,1.0,101265
1,1,0,0,8.68,8.68,8.68,1,1,1.0,101268
1,1,0,0,2.34,2.34,2.34,1,1,1.0,101281
1,1,0,0,1.58,1.58,1.58,1,1,1.0,101290
1,0,0,0,0.24,0.24,0.24,1,0,0.0,101297
2,2,1,0,1.31,1.31,1.66,1,1,1.0,101329
1,1,0,0,0.92,0.92,0.92,1,1,1.0,101371
1,0,0,0,0.13,0.13,0.13,1,0,0.0,101480
1,1,0,0,0.52,0.52,0.52,1,1,1.0,101818
1,0,0,0,0.24,0.24,0.24,1,0,0.0,101883
1,0,0,0,0.24,0.24,0.24,1,0,0.0,101896
1,1,0,0,1.19,1.19,1.19,1,1,1.0,102035
3,1,0,0,0.19,0.06,0.5,1,1,0.333,102049
1,1,0,0,8.62,8.62,8.62,1,1,1.0,102074
1,1,0,0,8.54,8.54,8.54,1,1,1.0,102085
1,1,0,0,0.69,0.69,0.69,1,1,1.0,102302
1,1,0,0,8.54,8.54,8.54,1,1,1.0,102314
5,0,0,1,0.1,0.06,0.22,2,0,0.0,102363
2,2,1,0,4.18,4.18,6.62,1,1,1.0,102368
1,1,0,0,2.94,2.94,2.94,1,1,1.0,102374
3,1,1,2,2.24,0.05,6.62,2,1,0.333,102448
3,3,2,1,2.28,1.71,3.71,2,2,1.0,102449
2,2,1,0,1.4,1.4,2.32,1,1,1.0,102504
1,1,0,0,1.45,1.45,1.45,1,1,1.0,102508
2,2,1,0,0.79,0.79,0.97,1,1,1.0,102509
1,1,0,0,2.75,2.75,2.75,1,1,1.0,102518
1,1,0,0,0.5,0.5,0.5,1,1,1.0,102520
1,1,0,0,0.62,0.62,0.62,1,1,1.0,102524
1,1,0,0,3.34,3.34,3.34,1,1,1.0,102526
1,1,0,0,3.34,3.34,3.34,1,1,1.0,102559
1,0,0,0,0.13,0.13,0.13,1,0,0.0,102560
1,1,0,0,1.15,1.15,1.15,1,1,1.0,102572
2,2,1,0,1.12,1.12,1.58,1,1,1.0,102575
1,1,0,0,0.8,0.8,0.8,1,1,1.0,102576
1,0,0,0,0.17,0.17,0.17,1,0,0.0,102577
2,2,1,0,0.38,0.38,0.42,1,1,1.0,102594
1,0,0,0,0.09,0.09,0.09,1,0,0.0,102604
1,1,0,0,2.27,2.27,2.27,1,1,1.0,102634
1,1,0,0,0.38,0.38,0.38,1,1,1.0,102644
1,0,0,0,0.24,0.24,0.24,1,0,0.0,102655
1,0,0,0,0.24,0.24,0.24,1,0,0.0,102656
1,1,0,0,0.5,0.5,0.5,1,1,1.0,102662
1,0,0,0,0.24,0.24,0.24,1,0,0.0,102665
1,0,0,0,0.24,0.24,0.24,1,0,0.0,102668
1,1,0,0,0.36,0.36,0.36,1,1,1.0,102670
1,0,0,0,0.24,0.24,0.24,1,0,0.0,102674
1,0,0,0,0.24,0.24,0.24,1,0,0.0,102688
2,1,1,1,1.26,1.26,2.29,2,1,0.5,102747
1,0,0,0,0.24,0.24,0.24,1,0,0.0,102812
1,1,0,0,1.58,1.58,1.58,1,1,1.0,102901
1,1,0,0,2.43,2.43,2.43,1,1,1.0,102915
1,1,0,0,5.01,5.01,5.01,1,1,1.0,102964
1,1,0,0,0.76,0.76,0.76,1,1,1.0,102965
1,1,0,0,5.8,5.8,5.8,1,1,1.0,102966
2,2,0,0,1.07,1.07,1.39,1,1,1.0,102968
1,1,0,0,8.38,8.38,8.38,1,1,1.0,102970
1,1,0,0,8.38,8.38,8.38,1,1,1.0,102971
1,1,0,0,8.38,8.38,8.38,1,1,1.0,102974
1,1,0,0,1.37,1.37,1.37,1,1,1.0,102988
1,0,0,0,0.11,0.11,0.11,1,0,0.0,103007
1,0,0,0,0.24,0.24,0.24,1,0,0.0,103016
1,0,0,0,0.24,0.24,0.24,1,0,0.0,103051
1,0,0,0,0.24,0.24,0.24,1,0,0.0,103052
2,1,0,1,0.27,0.27,0.29,2,1,0.5,103060
1,0,0,0,0.18,0.18,0.18,1,0,0.0,103076
3,3,2,0,2.32,1.67,3.95,1,1,1.0,103094
1,1,0,0,0.97,0.97,0.97,1,1,1.0,103095
2,2,1,0,4.19,4.19,7.01,1,1,1.0,103096
1,1,0,0,4.68,4.68,4.68,1,1,1.0,103128
1,1,0,0,8.38,8.38,8.38,1,1,1.0,103135
1,1,0,0,2.08,2.08,2.08,1,1,1.0,103141
1,1,0,0,0.65,0.65,0.65,1,1,1.0,103143
1,0,0,0,0.24,0.24,0.24,1,0,0.0,103174
1,1,0,0,0.27,0.27,0.27,1,1,1.0,103178
1,1,0,0,0.27,0.27,0.27,1,1,1.0,103189
1,1,0,0,3.71,3.71,3.71,1,1,1.0,103193
1,1,0,0,6.46,6.46,6.46,1,1,1.0,103195
1,1,0,0,1.53,1.53,1.53,1,1,1.0,103196
1,1,0,0,4.66,4.66,4.66,1,1,1.0,103211
1,1,0,0,8.21,8.21,8.21,1,1,1.0,103213
3,2,2,0,2.74,1.71,6.5,1,1,0.667,103214
2,2,1,1,4.2,4.2,6.69,2,2,1.0,103215
1,1,0,0,8.21,8.21,8.21,1,1,1.0,103216
1,1,0,0,8.21,8.21,8.21,1,1,1.0,103218
1,1,0,0,8.21,8.21,8.21,1,1,1.0,103220
1,1,0,0,2.5,2.5,2.5,1,1,1.0,103221
1,1,0,0,8.21,8.21,8.21,1,1,1.0,103230
1,1,0,0,3.42,3.42,3.42,1,1,1.0,103260
1,1,0,0,8.11,8.11,8.11,1,1,1.0,103262
1,1,0,0,7.0,7.0,7.0,1,1,1.0,103264
2,1,1,1,8.19,8.19,16.38,2,1,0.5,152512
1,1,0,0,14.08,14.08,14.08,1,1,1.0,258576
2,1,1,0,2.1,2.1,4.04,1,1,0.5,441188
2,2,0,1,7.86,7.86,9.77,2,2,1.0,480354
1,1,0,0,9.31,9.31,9.31,1,1,1.0,550294
1,1,0,0,8.79,8.79,8.79,1,1,1.0,552319
7,4,1,1,1.38,0.41,7.9,2,2,0.571,574968
1,1,0,0,1.7,1.7,1.7,1,1,1.0,634492
1,1,0,0,3.3,3.3,3.3,1,1,1.0,634493
1,1,0,0,0.81,0.81,0.81,1,1,1.0,634521
3,2,2,2,0.89,0.82,1.69,3,2,0.667,634530
2,2,1,1,1.81,1.81,2.81,2,2,1.0,634579
2,2,1,1,4.69,4.69,8.71,2,2,1.0,634587
1,1,0,0,0.28,0.28,0.28,1,1,1.0,634588
2,2,1,0,2.38,2.38,4.34,1,1,1.0,634593
3,3,2,2,2.9,0.99,6.7,3,3,1.0,634600
3,3,2,1,3.43,4.59,4.62,2,2,1.0,634614
4,4,3,1,2.4,2.1,5.0,2,2,1.0,634625
1,0,0,0,0.22,0.22,0.22,1,0,0.0,634645
2,0,0,0,0.11,0.11,0.11,1,0,0.0,634661
1,1,0,0,7.54,7.54,7.54,1,1,1.0,634684
2,2,1,1,3.59,3.59,5.82,2,2,1.0,634709
1,1,0,0,2.12,2.12,2.12,1,1,1.0,634728
1,1,0,0,0.33,0.33,0.33,1,1,1.0,634762
1,0,0,0,0.24,0.24,0.24,1,0,0.0,634773
1,1,0,0,1.25,1.25,1.25,1,1,1.0,634789
2,2,1,1,1.94,1.94,3.3,2,2,1.0,634797
2,2,1,1,4.88,4.88,8.71,2,2,1.0,634800
2,2,1,0,2.24,2.24,2.43,1,1,1.0,634801
3,3,2,1,5.53,3.25,11.62,2,2,1.0,635361
3,3,2,2,4.57,1.91,10.79,3,3,1.0,635447
2,2,1,1,7.93,7.93,8.71,2,2,1.0,635564
4,2,1,0,2.54,0.16,9.81,1,1,0.5,635587
1,1,0,0,2.5,2.5,2.5,1,1,1.0,635845
3,3,2,1,1.45,0.6,3.3,2,2,1.0,636088
3,3,2,1,2.87,0.5,7.71,2,2,1.0,637327
1,1,0,0,2.98,2.98,2.98,1,1,1.0,637706
2,2,1,1,5.94,5.94,10.38,2,2,1.0,638396
2,2,1,0,5.19,5.19,8.51,1,1,1.0,638474
4,4,3,3,2.03,1.65,4.13,3,3,1.0,638504
2,2,1,0,3.85,3.85,6.38,1,1,1.0,638513
2,2,1,1,1.87,1.87,2.35,2,2,1.0,638554
1,1,0,0,0.83,0.83,0.83,1,1,1.0,638611
1,1,0,0,3.5,3.5,3.5,1,1,1.0,638638
1,1,0,0,2.35,2.35,2.35,1,1,1.0,638661
1,1,0,0,3.04,3.04,3.04,1,1,1.0,638813
2,2,1,1,1.4,1.4,2.12,2,2,1.0,638919
2,2,1,1,3.14,3.14,4.42,2,2,1.0,638921
1,1,0,0,1.31,1.31,1.31,1,1,1.0,638933
1,1,0,0,3.36,3.36,3.36,1,1,1.0,638937
2,1,1,0,0.29,0.29,0.37,1,1,0.5,638941
1,1,0,0,0.83,0.83,0.83,1,1,1.0,638950
2,1,1,0,2.88,2.88,5.51,1,1,0.5,639024
1,0,0,0,0.24,0.24,0.24,1,0,0.0,639046
1,1,0,0,1.29,1.29,1.29,1,1,1.0,639057
2,2,1,1,1.71,1.71,2.75,2,2,1.0,639058
1,1,0,0,0.31,0.31,0.31,1,1,1.0,639176
3,3,2,1,3.13,3.34,5.36,2,2,1.0,639198
1,1,0,0,1.07,1.07,1.07,1,1,1.0,639200
1,1,0,0,0.6,0.6,0.6,1,1,1.0,639213
2,2,1,1,2.08,2.08,2.77,2,2,1.0,639241
3,3,2,2,0.96,0.68,1.57,3,3,1.0,639243
2,2,1,0,2.21,2.21,3.34,1,1,1.0,639250
2,2,1,1,2.89,2.89,5.38,2,2,1.0,639257
1,1,0,0,1.46,1.46,1.46,1,1,1.0,639269
3,3,2,1,2.34,2.75,3.95,2,2,1.0,639300
2,2,1,0,3.98,3.98,4.0,1,1,1.0,639307
1,1,0,0,1.39,1.39,1.39,1,1,1.0,639308
1,1,0,0,6.86,6.86,6.86,1,1,1.0,639423
1,1,0,0,1.0,1.0,1.0,1,1,1.0,639425
1,1,0,0,5.29,5.29,5.29,1,1,1.0,639454
1,1,0,0,2.38,2.38,2.38,1,1,1.0,639460
2,2,1,0,1.21,1.21,1.75,1,1,1.0,639481
1,1,0,0,2.95,2.95,2.95,1,1,1.0,639500
4,4,3,0,1.54,0.94,3.55,1,1,1.0,639501
2,2,1,0,4.75,4.75,5.83,1,1,1.0,639518
2,2,1,0,2.54,2.54,4.71,1,1,1.0,639791
1,1,0,0,15.37,15.37,15.37,1,1,1.0,639811
1,1,0,0,15.37,15.37,15.37,1,1,1.0,639834
2,2,1,1,6.19,6.19,11.71,2,2,1.0,639835
5,3,4,1,1.68,0.68,4.15,2,2,0.6,640644
2,2,1,1,7.6,7.6,12.71,2,2,1.0,641217
10,4,0,0,0.65,0.1,5.24,1,1,0.4,641237
1,1,0,0,6.0,6.0,6.0,1,1,1.0,642021
1,1,0,0,7.25,7.25,7.25,1,1,1.0,642071
4,4,3,0,2.31,1.06,6.6,1,1,1.0,642127
1,1,0,0,5.93,5.93,5.93,1,1,1.0,642192
1,1,0,0,7.96,7.96,7.96,1,1,1.0,642219
2,2,1,0,3.98,3.98,7.59,1,1,1.0,642252
2,2,1,0,4.48,4.48,6.0,1,1,1.0,642311
1,1,0,0,4.94,4.94,4.94,1,1,1.0,642325
1,1,0,0,0.78,0.78,0.78,1,1,1.0,642330
3,2,2,0,0.8,1.04,1.22,1,1,0.667,642360
2,2,1,1,0.93,0.93,1.58,2,2,1.0,642382
1,1,0,0,0.45,0.45,0.45,1,1,1.0,642402
1,1,0,0,7.54,7.54,7.54,1,1,1.0,642404
1,1,0,0,0.74,0.74,0.74,1,1,1.0,642424
2,2,1,1,1.71,1.71,2.75,2,2,1.0,642433
3,3,0,1,2.3,2.65,3.03,2,2,1.0,642558
9,9,4,5,1.58,0.39,10.12,4,4,1.0,642599
8,4,6,5,1.88,0.91,7.7,4,2,0.5,642649
2,2,1,1,6.48,6.48,11.96,2,2,1.0,642708
1,1,0,0,14.71,14.71,14.71,1,1,1.0,642713
1,1,0,0,13.7,13.7,13.7,1,1,1.0,642714
1,1,0,0,14.71,14.71,14.71,1,1,1.0,642717
1,1,0,0,14.75,14.75,14.75,1,1,1.0,642720
2,2,1,1,2.91,2.91,2.98,2,2,1.0,642759
2,2,1,1,5.69,5.69,10.54,2,2,1.0,642784
2,2,1,1,5.0,5.0,6.57,2,2,1.0,642847
2,2,1,1,1.45,1.45,2.07,2,2,1.0,642871
1,1,0,0,0.83,0.83,0.83,1,1,1.0,642876
1,1,0,0,0.28,0.28,0.28,1,1,1.0,642966
2,2,1,1,0.91,0.91,0.98,2,2,1.0,642985
1,1,0,0,2.58,2.58,2.58,1,1,1.0,643054
1,1,0,0,1.08,1.08,1.08,1,1,1.0,643058
2,1,1,0,1.58,1.58,2.91,1,1,0.5,643061
2,1,1,0,0.24,0.24,0.37,1,1,0.5,643117
2,1,1,1,0.77,0.77,1.29,2,1,0.5,643166
1,1,0,0,1.76,1.76,1.76,1,1,1.0,643204
1,0,0,0,0.25,0.25,0.25,1,0,0.0,643247
2,2,1,0,3.71,3.71,3.71,1,1,1.0,643248
1,1,0,0,2.9,2.9,2.9,1,1,1.0,643299
1,1,0,0,2.85,2.85,2.85,1,1,1.0,643304
2,1,1,1,3.75,3.75,7.38,2,1,0.5,643308
2,1,1,0,3.45,3.45,6.76,1,1,0.5,643309
2,2,1,1,3.11,3.11,5.95,2,2,1.0,643312
1,0,0,0,0.13,0.13,0.13,1,0,0.0,643321
1,1,0,0,1.29,1.29,1.29,1,1,1.0,643322
1,1,0,0,3.24,3.24,3.24,1,1,1.0,643333
1,1,0,0,2.99,2.99,2.99,1,1,1.0,643337
1,0,0,0,0.22,0.22,0.22,1,0,0.0,643351
1,1,0,0,4.45,4.45,4.45,1,1,1.0,643361
1,0,0,0,0.24,0.24,0.24,1,0,0.0,643377
1,1,0,0,4.32,4.32,4.32,1,1,1.0,643378
1,1,0,0,1.85,1.85,1.85,1,1,1.0,643396
2,2,1,0,3.48,3.48,4.11,1,1,1.0,643421
1,0,0,0,0.24,0.24,0.24,1,0,0.0,643445
3,3,2,1,0.59,0.44,0.96,2,2,1.0,643480
1,1,0,0,2.83,2.83,2.83,1,1,1.0,643498
1,1,0,0,2.98,2.98,2.98,1,1,1.0,643562
1,0,0,0,0.24,0.24,0.24,1,0,0.0,643578
2,2,1,1,0.52,0.52,0.78,2,2,1.0,643587
1,1,0,0,4.7,4.7,4.7,1,1,1.0,643647
2,2,1,0,0.61,0.61,0.72,1,1,1.0,643656
3,3,2,0,3.37,1.56,7.91,1,1,1.0,643699
1,1,0,0,2.98,2.98,2.98,1,1,1.0,643705
1,1,0,0,1.81,1.81,1.81,1,1,1.0,643715
2,2,1,1,2.29,2.29,2.64,2,2,1.0,643723
1,1,0,0,6.56,6.56,6.56,1,1,1.0,643726
1,1,0,0,5.63,5.63,5.63,1,1,1.0,643742
1,1,0,0,0.37,0.37,0.37,1,1,1.0,643773
1,1,0,0,0.35,0.35,0.35,1,1,1.0,643789
1,1,0,0,3.0,3.0,3.0,1,1,1.0,643819
1,1,0,0,5.04,5.04,5.04,1,1,1.0,643873
2,2,1,0,1.95,1.95,3.3,1,1,1.0,643899
1,0,0,0,0.24,0.24,0.24,1,0,0.0,643995
2,2,1,1,3.31,3.31,4.99,2,2,1.0,644047
1,1,0,0,14.24,14.24,14.24,1,1,1.0,644129
2,2,1,0,7.03,7.03,11.71,1,1,1.0,644132
1,1,0,0,1.58,1.58,1.58,1,1,1.0,644133
4,4,3,1,3.02,1.12,9.46,2,2,1.0,644134
2,2,1,1,1.16,1.16,1.96,2,2,1.0,644141
1,1,0,0,3.34,3.34,3.34,1,1,1.0,644153
3,3,2,2,1.2,1.08,1.53,3,3,1.0,644158
1,0,0,0,0.24,0.24,0.24,1,0,0.0,644211
1,1,0,0,2.64,2.64,2.64,1,1,1.0,644262
1,1,0,0,2.31,2.31,2.31,1,1,1.0,644281
2,1,1,1,0.61,0.61,0.96,2,1,0.5,644298
1,0,0,0,0.24,0.24,0.24,1,0,0.0,644312
2,1,1,1,1.14,1.14,2.05,2,1,0.5,644365
1,1,0,0,1.94,1.94,1.94,1,1,1.0,644368
3,3,2,1,2.42,2.71,3.18,2,2,1.0,644382
1,1,0,0,3.3,3.3,3.3,1,1,1.0,644384
1,1,0,0,2.76,2.76,2.76,1,1,1.0,644387
1,1,0,0,2.92,2.92,2.92,1,1,1.0,644388
1,0,0,0,0.25,0.25,0.25,1,0,0.0,644399
1,1,0,0,4.01,4.01,4.01,1,1,1.0,644406
2,2,1,1,0.76,0.76,1.13,2,2,1.0,644440
1,0,0,0,0.24,0.24,0.24,1,0,0.0,644484
1,1,0,0,4.39,4.39,4.39,1,1,1.0,644500
1,1,0,0,1.94,1.94,1.94,1,1,1.0,644515
3,3,2,0,1.23,0.57,2.77,1,1,1.0,644516
1,1,0,0,7.04,7.04,7.04,1,1,1.0,644521
2,1,1,0,3.45,3.45,6.76,1,1,0.5,644526
1,1,0,0,0.83,0.83,0.83,1,1,1.0,644527
1,1,0,0,1.1,1.1,1.1,1,1,1.0,644530
1,1,0,0,3.26,3.26,3.26,1,1,1.0,644571
1,1,0,0,0.98,0.98,0.98,1,1,1.0,644579
1,1,0,0,2.93,2.93,2.93,1,1,1.0,644606
2,0,1,1,0.05,0.05,0.08,2,0,0.0,644623
1,1,0,0,6.7,6.7,6.7,1,1,1.0,644630
1,1,0,0,1.75,1.75,1.75,1,1,1.0,644698
1,1,0,0,12.71,12.71,12.71,1,1,1.0,644719
1,1,0,0,3.17,3.17,3.17,1,1,1.0,644781
1,1,0,0,2.08,2.08,2.08,1,1,1.0,644946
3,3,2,1,4.51,1.91,10.79,2,2,1.0,645005
1,0,0,0,0.25,0.25,0.25,1,0,0.0,645089
1,0,0,0,0.24,0.24,0.24,1,0,0.0,645105
1,0,0,0,0.03,0.03,0.03,1,0,0.0,645142
2,2,1,1,1.87,1.87,3.42,2,2,1.0,645153
1,1,0,0,0.96,0.96,0.96,1,1,1.0,645159
1,1,0,0,1.25,1.25,1.25,1,1,1.0,645207
1,1,0,0,8.38,8.38,8.38,1,1,1.0,645214
2,1,1,1,0.26,0.26,0.27,2,1,0.5,645261
1,1,0,0,1.37,1.37,1.37,1,1,1.0,645277
1,1,0,0,0.83,0.83,0.83,1,1,1.0,645293
1,1,0,0,1.02,1.02,1.02,1,1,1.0,645317
1,1,0,0,0.56,0.56,0.56,1,1,1.0,645395
1,1,0,0,2.89,2.89,2.89,1,1,1.0,645468
4,1,1,2,0.21,0.17,0.47,2,1,0.25,645471
2,1,1,0,1.46,1.46,2.75,1,1,0.5,645513
3,3,1,0,0.71,0.38,1.39,1,1,1.0,645542
2,0,1,1,0.18,0.18,0.24,2,0,0.0,645553
1,0,0,0,0.24,0.24,0.24,1,0,0.0,645591
2,1,1,0,2.62,2.62,5.0,1,1,0.5,645627
19,8,13,10,0.66,0.03,6.28,3,2,0.421,645689
2,2,1,1,0.88,0.88,1.36,2,2,1.0,645695
3,3,2,1,3.18,2.0,6.63,2,2,1.0,645700
5,4,3,1,2.15,1.53,5.39,2,2,0.8,645722
7,7,5,1,1.78,1.0,7.35,2,2,1.0,645724
3,2,2,2,3.93,1.45,10.26,3,2,0.667,645785
3,3,2,1,4.4,1.91,10.79,2,2,1.0,645794
3,3,2,1,4.64,0.8,12.35,2,2,1.0,645801
3,3,2,2,1.67,1.66,1.72,2,2,1.0,645829
3,3,2,0,3.07,3.87,4.95,1,1,1.0,645940
2,2,1,1,6.54,6.54,11.71,2,2,1.0,645943
4,3,3,1,1.69,1.0,4.7,2,2,0.75,645953
3,2,2,2,0.79,0.83,1.53,3,2,0.667,646025
2,2,1,0,1.32,1.32,2.23,1,1,1.0,646043
1,1,0,0,0.65,0.65,0.65,1,1,1.0,646044
1,1,0,0,2.58,2.58,2.58,1,1,1.0,646055
1,1,0,0,2.05,2.05,2.05,1,1,1.0,646111
1,1,0,0,1.86,1.86,1.86,1,1,1.0,646191
2,2,1,0,1.35,1.35,2.33,1,1,1.0,646192
1,0,0,0,0.24,0.24,0.24,1,0,0.0,646196
1,1,0,0,3.55,3.55,3.55,1,1,1.0,646202
1,1,0,0,0.28,0.28,0.28,1,1,1.0,646220
2,2,1,0,1.67,1.67,1.96,1,1,1.0,646222
1,0,0,0,0.24,0.24,0.24,1,0,0.0,646256
4,2,0,0,0.23,0.22,0.47,1,1,0.5,646262
1,1,0,0,2.62,2.62,2.62,1,1,1.0,646364
1,0,0,0,0.22,0.22,0.22,1,0,0.0,646401
2,2,1,1,0.89,0.89,1.35,2,2,1.0,646418
