IDPERSONA,PC1,PC2
452,4.221052397783776,-3.6549635654844232
970,-3.303055221619773,-3.0218281278461454
492,-2.491548775442026,-3.665383751910619
256,-1.4830825218152082,-1.8797063751202625
98983,-4.03254813012726,0.40459938068856854
3436,-0.10086107313603312,-2.684061122112323
656762,-5.141324557621313,-3.159437538023685
654445,-5.365887352496271,-2.4916790338381407
91509,-4.007563313832713,-3.118087638188659
6364,-4.204921049968332,-0.21210366856405138
315,1.172428397530224,-0.5984769868559683
659616,-5.170447669937917,-3.185515530555962
489,-2.208778235398869,-2.9230749401460945
651104,5.4862802957292285,-2.8497918577525674
5522,-1.08825252607962,-0.09308426703455558
274,11.765105347194572,-0.6752952980649674
81647,-4.521121866129067,-2.7799957863993288
98950,-1.0553149540865248,0.1480113787231374
95409,-4.116848399017393,-2.5553654341102274
3439,0.9087591051176086,-0.40072091207156696
266,0.04777822327865099,2.9351870024994784
519,-1.7811923916246435,-3.0301210537562007
38,3.126524294530525,-1.7409967306141148
5821,-4.258344342751263,-0.16685044841465543
568,1.2250440870369539,-1.5034411211371976
97530,5.555455061606419,-2.2464571502442374
656761,-4.922155270655018,-3.3087867026366267
592,-3.630897015151686,-0.47229617704564114
656787,-4.631607133538322,-2.5467079487227116
81013,-3.6939385357325074,-1.8097202149520901
541,0.6228089917022122,-0.17530565342046125
597,5.527005775767816,-1.3950599326797402
15674,-4.659647409654338,-2.2819055331503013
652452,-4.565241889064477,-2.45670932793806
594,-1.181633612240261,-2.1042096979887948
529,10.300234280730255,1.3134078638868476
78781,1.4954078740604666,-2.098625576103358
101231,-3.6600418274668782,-2.1398665172597466
15548,-5.31992185970978,-2.3081952892993876
81646,-3.3709797807538457,-2.613944838441661
10308,-4.444240545619341,-2.374261136348805
654508,-5.1546392631436495,-2.1532430861233416
398,4.138817124543242,-0.7951724041091969
618,0.6033505479201487,-0.6863266193003107
662103,-5.676966160017382,-2.516392594273283
425,-2.1548944049420613,-0.4022624072405508
645695,-1.6521652032330265,-2.7249868092230636
59059,-0.9211536380373558,0.10425068474249638
414,3.6273451131234764,1.1701937499851762
419,5.264967318919949,-0.8324739942676691
641,-0.9735393658738509,-0.2911323655176118
97998,-4.543305963293494,-2.248940507382987
7772,-3.5370389559425752,-3.1300460623386184
654387,1.3066929766925501,-4.353835611444113
3445,-1.9294419521407413,-1.3741318136280538
215,4.983472837667173,-2.697548762163987
3581,-3.584438677722915,-3.3475909595541165
653,5.624219453266154,-0.3487262681189196
3303,-0.9841253656493912,-2.3660560213989257
3678,1.9819892626007667,0.19931092018506996
648616,3.3112419027677276,0.2973968147395119
716,6.849325609856011,-0.5333273652523424
3454,6.077008580956023,-2.3847763090297436
3578,8.122013494436958,-1.7446845087438487
648639,2.8241611576925982,-1.1861800715470987
656,2.45535372451317,0.6430862907455471
6847,8.367591970137576,0.8211652103586905
3680,6.4739365002684295,-1.2415972919010665
649047,2.697329908772446,-0.5776844783404131
3309,6.576531107385871,0.43658047482591766
671,4.566933292523813,0.21815097204814787
692,4.028720568637423,-1.0074578230966402
653010,6.694131168517873,-0.6889007136165052
3310,9.378716422962745,1.0877360724532976
76434,-4.258241475802063,-1.9975910373523231
709,11.38593467922314,-0.33638764870409027
39,-4.8889834966452925,-1.1524736140982281
6811,0.3772635743551636,3.8534592690087415
3757,-3.8757585788901374,-2.902849951980933
725,9.892952996780046,-1.4142068428352743
216,-4.208027606320276,0.7705997722225122
3758,-0.16823954246642825,-0.7378072895854618
679,6.815958124495895,-0.5867877832402708
654574,-4.459273428520982,-0.015847022372701188
662514,-4.879446053160079,-2.8098981174886246
3587,-0.644674067715488,-0.678901237804941
13351,-3.57078753896782,2.345622680324082
95270,-4.700825383696572,-2.487909544526268
86,10.484729858205379,0.3636878798486726
6870,-1.7462075069264373,-0.5597423412095908
660646,-5.167378015223823,-3.183937556606507
69235,-2.4323216288164162,2.763581720297167
705,9.56463314398697,0.62671089065562
95516,8.93964681215935,-1.2725731250351382
6810,-3.5554915983735222,-0.7186174513267686
99083,-0.9517361190689257,-1.4347375258773538
40,0.910087881331788,-3.4962715296620392
217,6.987380167570909,0.8279480792684681
66837,-3.3324070711200746,-0.7395947211732373
76446,-2.630491387371168,-2.462759052994814
3455,3.2138574902049175,-1.2208532434569117
97455,-2.5037220682063372,1.563592127606027
98998,-4.492445223681908,-2.67833858306655
64234,-3.2870484730642375,-2.875538001263938
17054,0.054138019454197155,3.8262186777125797
858,-2.9429951893783763,2.6016746744499453
678,10.348939343688043,-0.03469160051981446
768,11.663278479828806,0.9119266418145424
17123,-3.7350716413758644,-2.794846296641302
650508,-4.082418859601644,-2.632922989747646
656051,-6.008903045469048,-3.3137966947989272
653814,-3.95230109450077,2.4880459893255433
649338,2.8777209898374645,-1.65710409356602
95473,-0.1562594551373635,1.9437893390207392
654457,-4.858569150964322,-1.6451007531180224
3683,0.49821619877390205,-1.4515359755475168
77401,9.97866555702458,-1.9894764832315486
820,1.877792434860847,0.6863700472169373
12509,-4.017401771514554,-0.3677851133009389
787,8.884034069784986,1.5554339677234783
797,-1.5980423127036154,1.512157015188258
769,11.870192698568543,-0.29525463329937307
675,12.724350230778688,2.1027088597044896
771,-3.636291623832903,0.3184182663980394
78953,0.8972788068942686,-1.1475314112087112
95586,-0.6177321798654547,-2.7999662635634075
813,-1.8365525137471637,2.734689371610969
659649,-4.88798425332607,-1.3904114179597005
659216,-4.304638784297395,-2.89970010031097
649294,2.018016215733593,-1.1047432438277858
780,10.980047506007159,-0.38830316197101444
831,-2.4350554106787223,4.4767011365878115
5280,1.4757125175926673,-0.473718720083408
808,6.922746520711093,-1.608039129775755
807,10.991216225907436,-0.02623605139730736
87496,-4.717615074293412,-1.695862079685746
843,4.342562881794832,-0.2979161422940012
658725,-4.8321118441121955,-2.1666602261152406
3760,5.670299549292233,0.7324539924529369
805,4.767483825275235,0.26420704050195754
819,4.8955218053882374,0.7611468012285446
801,7.663371925334659,-0.43127832163433505
844,4.812735020037331,-0.6667371589118278
6939,3.945447460787724,-1.2678109056136446
851,5.768759949208487,-1.8149043011039372
663139,-3.498995248023291,-0.13268231623222657
95633,3.1902782064557966,0.0756468650134996
883,-3.1749907946522216,2.538593202193804
836,17.63810759077212,1.5321662812219365
656771,-4.921110202121382,-2.9072924144405503
3593,4.697391622406786,-0.2599308789102882
7179,-5.40694980162989,-1.9032846251623288
862,-2.668101505865137,3.5704587853349206
662102,-5.0422490593684,-3.2360020039832365
815,-2.136062889706018,3.6587914084436406
762,2.1855419178522366,-0.7708452344685405
733,-2.182480607674385,4.063099679641978
129,8.875837439255973,0.20661787430567508
667,8.904797972322061,-0.452919435918773
662708,-5.4752466555379415,-1.9049932391603215
803,-1.7761600125542667,-2.109473994281595
97471,2.3453411017521475,-1.3905789719367234
1583,5.792535389872952,-0.7333634096199009
6992,14.88406224392044,-0.21814760472997652
870,5.5335612228167514,-0.9753000300633604
