IDPERSONA,MOTIVO_CATEGORIA,ULTIMO_CARGO_REGISTRADO,FECHA_INICIO_ULTIMO_CONTRATO,TIENE_CONTRATO_PUNTUAL_VIGENTE_HOY
97929,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2023-01-09,False
98369,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-01-06,False
98489,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
98490,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
98728,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2022-07-18,False
98826,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
98964,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2019-09-30,False
98967,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-02-10,False
98969,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-02-10,False
98970,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2019-12-16,False
98972,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-02-10,False
98974,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-06-02,False
98983,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2019-09-30,False
100717,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-08-12,False
100723,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-03-20,False
101188,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2022-04-04,False
101244,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
101545,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
101628,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-05-01,False
102030,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-05-17,False
102420,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-01-04,False
102641,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-01-06,False
102677,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
102753,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
102919,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-09-11,False
103109,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-08-01,False
103229,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-01-08,False
103252,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-01-08,False
449460,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-02-10,False
455667,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2019-12-16,False
634473,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-02-02,False
634748,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-10-17,False
636036,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2024-11-28,False
638404,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
638725,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-01-08,False
638745,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-09-14,False
638753,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2022-11-29,False
638781,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
638903,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2022-10-03,False
639304,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
639356,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
639558,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-04-01,False
642062,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
642094,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
642234,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
642403,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-02-01,False
642861,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-10-30,False
642880,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-07-06,False
642905,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
642958,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
643034,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
643053,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-01-04,False
643195,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-11-06,False
643519,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-02-10,False
643537,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
643704,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2022-01-06,False
644316,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
644496,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2021-05-06,False
645138,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-03-07,False
645202,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
645203,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-10-01,False
645372,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-09-03,False
645433,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2024-10-18,False
645597,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-07-02,False
645686,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2022-09-12,False
645867,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-10-03,False
645949,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-01-08,False
645992,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-08-01,False
646135,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
646173,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2021-04-23,False
646410,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
646869,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2021-05-11,False
646891,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2022-08-01,False
647467,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
647473,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-09-01,False
647525,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2019-10-01,False
647555,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2023-02-01,False
647619,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2020-01-02,False
647734,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-04-18,False
647788,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-02-03,False
647795,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2021-06-28,False
647956,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2019-11-05,False
648214,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-09-28,False
648659,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-01-09,False
649266,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-08-13,False
649359,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-09-27,False
649470,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
649875,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-08-01,False
649917,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
649920,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-01-04,False
649982,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-01-06,False
650158,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2023-06-01,False
651584,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
651722,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
652181,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-03-07,False
652548,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-05-22,False
652736,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-10-28,False
652890,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-02-02,False
652946,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-05-06,False
652947,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-05-06,False
652950,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-05-06,False
652951,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-05-06,False
652954,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-05-07,False
652976,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
652984,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES CON RUAC,2021-03-01,False
653005,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES CON RUAC,2021-03-01,False
653007,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-02-02,False
653119,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-11-12,False
653215,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-03-05,False
653545,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-10-01,False
653628,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-01-06,False
653688,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-08-21,False
653708,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
653834,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
654016,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
654077,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
654091,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
654322,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2024-08-01,False
654394,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-01-02,False
654401,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
654456,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-01-06,False
654457,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-05-06,False
654463,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-05-06,False
654465,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-05-06,False
654507,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2019-05-07,False
654508,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-05-06,False
654509,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-07-01,False
654510,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-05-06,False
654542,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-01-02,False
654574,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-01-02,False
654576,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2019-09-02,False
654580,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
654588,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-01-04,False
654955,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-03-11,False
655416,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
655951,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-05-01,False
656004,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-08-01,False
656005,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2024-01-08,False
656022,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
656023,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2021-12-07,False
656130,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-06-17,False
656665,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
656697,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2020-07-02,False
656736,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-03-01,False
656755,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-10-20,False
656785,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-02-03,False
656795,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-03-02,False
656796,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2020-02-04,False
657152,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2024-10-24,False
657354,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-11-06,False
657386,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
658076,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-01-06,False
658121,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2020-06-30,False
658122,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2020-06-30,False
658123,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2020-06-30,False
658124,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2020-06-30,False
658125,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2020-06-30,False
658126,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2020-06-30,False
658348,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-08-13,False
658367,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-01-09,False
658663,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-10-01,False
658670,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-10-06,False
658682,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-11-04,False
658684,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-10-30,False
658685,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-10-30,False
658689,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-08-18,False
658690,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-09-22,False
658700,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2020-11-26,False
658704,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS,2024-06-03,False
658705,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2022-01-06,False
658706,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-07-01,False
