IDPERSONA,MOTIVO_CATEGORIA,ULTIMO_CARGO_REGISTRADO,FECHA_INICIO_ULTIMO_CONTRATO,TIENE_CONTRATO_PUNTUAL_VIGENTE_HOY
77078,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-08-20,False
77113,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-09-17,False
77158,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-02,False
77233,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-01-22,False
77277,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-09-02,False
78961,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-08-17,False
80019,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-03-14,False
80283,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-06-13,False
80858,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-11-05,False
80991,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-10-14,False
81013,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-08-28,False
81016,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-11-07,False
81019,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-24,False
81163,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-01-07,False
81254,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-01-17,False
81260,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-01-26,False
81396,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-09-26,False
81409,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-06-26,False
81436,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-02-06,False
81645,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-02-26,False
81646,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-10-01,False
81647,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-01-09,False
82037,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-05-30,False
86475,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-06-13,False
90756,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-09-30,False
90850,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-10-31,False
91509,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-05-08,False
95249,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-28,False
95270,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-10-22,False
95409,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-03-23,False
96280,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-09-23,False
96462,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-09-26,False
97469,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-07-16,False
97553,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-04-28,False
97565,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-03-23,False
97654,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-10-01,False
97998,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-04-15,False
98026,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-08-27,False
98998,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-08-15,False
99033,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-05-27,False
101231,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-02-03,False
102079,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-06-01,False
102083,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-10-04,False
638442,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-08-25,False
638476,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-05-04,False
642590,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-08-21,False
645561,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-04-09,False
646990,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-09-29,False
649224,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-10-19,False
649250,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-01-15,False
650508,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-04-11,False
651062,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-08-21,False
651097,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-05-15,False
651367,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-08-06,False
651390,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-09-29,False
652452,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-09-02,False
652532,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-01-31,False
652583,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-05-13,False
652874,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-11-05,False
652919,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-06-11,False
652979,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-08-17,False
652981,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-06-15,False
652982,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-05-26,False
652983,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-11-09,False
652988,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-05-27,False
653506,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-06-23,False
653768,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-01-09,False
653856,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-02-02,False
654473,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-11-30,False
654489,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-07-25,False
656007,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-07-02,False
656051,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-01-29,False
656058,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-08-01,False
656757,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-07-17,False
656758,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-09-11,False
656759,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-11-23,False
656760,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-02-13,False
656761,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-04-19,False
656762,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-01-23,False
656763,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-08-14,False
656771,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-06-16,False
656773,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-05-11,False
656787,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-08-29,False
656801,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-08-06,False
656803,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-10-27,False
658058,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-06-13,False
658119,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-04-11,False
658141,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-04-05,False
658170,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-05-15,False
658171,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-01-30,False
658172,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-04-10,False
658207,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-11-14,False
658208,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-03-20,False
658351,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-05-22,False
658660,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-12-11,False
658661,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-10-30,False
658662,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-08-05,False
658688,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-02-06,False
658710,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-07-23,False
658711,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-05-28,False
658712,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-07-19,False
659206,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-02-19,False
659207,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-30,False
659216,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-01-13,False
659583,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-03-11,False
659598,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-04-30,False
659599,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-12-17,False
659600,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-06-05,False
659601,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-02-11,False
659602,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-06-12,False
659603,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-02-02,False
659604,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-04-10,False
659606,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-05-27,False
659607,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-12-09,False
659609,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-08-26,False
659610,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-07-15,False
659612,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-12-10,False
659616,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-06-25,False
659617,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-10-15,False
659618,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-03-04,False
660645,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-05-09,False
660646,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-07-31,False
660699,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-08-19,False
660701,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-01-09,False
660718,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-06-26,False
662057,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-05-30,False
662102,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-12-03,False
662169,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-01-11,False
662180,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-02-18,False
662185,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-02-11,False
662186,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-07-04,False
662189,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-06-09,False
662454,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-02-06,False
662461,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-03-20,False
662514,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-05-08,False
662515,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-05-08,False
662715,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-06-03,False
662720,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-08-20,False
662838,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-07-31,False
663139,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-01-27,False
663950,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-04-06,False
664137,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-06-30,False
669374,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-07-27,False
38,DOCENTE_HONORARIO_ESPECIAL,PROFESOR HONORARIO,2023-01-01,False
40,DOCENTE_HONORARIO_ESPECIAL,PROFESOR HONORARIO,2023-10-02,False
256,DOCENTE_HONORARIO_ESPECIAL,PROFESOR HONORARIO,2019-09-30,False
452,DOCENTE_HONORARIO_ESPECIAL,PROFESOR HONORARIO,2024-06-05,False
489,DOCENTE_HONORARIO_ESPECIAL,PROFESOR HONORARIO,2021-05-17,False
960,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2022-05-16,False
1024,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-01-06,False
1298,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2024-09-30,False
1533,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-08-04,False
2469,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-01-06,False
2600,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2022-06-01,False
2638,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-01-02,False
3436,DOCENTE_HONORARIO_ESPECIAL,PROFESOR HONORARIO,2019-09-30,False
3581,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-01-06,False
4427,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2019-10-14,False
7772,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2019-09-30,False
8052,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2024-08-02,False
25068,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2022-01-01,False
29657,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2019-09-30,False
36519,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-11-10,False
47677,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2026-01-05,False
56565,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2026-06-22,False
57930,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2026-05-13,False
58670,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2019-09-30,False
64234,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-07-07,False
73830,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-11-10,False
73831,DOCENTE_HONORARIO_ESPECIAL,PROFESOR HONORARIO,2024-08-12,False
74288,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-06-23,False
75799,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2026-01-05,False
76886,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2026-05-11,False
78668,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2026-01-05,False
78781,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2026-01-05,False
98963,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2021-01-01,False
639790,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-11-17,False
643645,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2021-05-17,False
645979,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2026-01-05,False
654103,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-04-08,False
655992,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2019-09-30,False
660678,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2021-08-06,False
663923,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2026-05-11,False
683663,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-11-11,False
683803,DOCENTE_HONORARIO_ESPECIAL,PROFESOR INVITADO,2025-11-17,False
2204,SIN_HISTORIAL_LABORAL,,,False
48952,SIN_HISTORIAL_LABORAL,,,False
58818,SIN_HISTORIAL_LABORAL,,,False
647592,SIN_HISTORIAL_LABORAL,,,False
653803,SIN_HISTORIAL_LABORAL,,,False
