IDPERSONA,RAMA,PC1,PC2
1322,ADMINISTRATIVO,2.658616903431836,1.125399550704647
13863,ADMINISTRATIVO,-1.9353045986235962,0.24577546847798967
2748,ADMINISTRATIVO,5.436331437562605,2.9045420802383304
64483,ADMINISTRATIVO,-3.448773579467538,0.7794047498303952
2704,ADMINISTRATIVO,0.07407896855851258,4.045863545350656
51775,ADMINISTRATIVO,-1.7878206585628609,-1.5579727963458736
649260,ADMINISTRATIVO,-0.7885276408619007,3.503870944059095
662706,ADMINISTRATIVO,-6.4703880789948585,0.790898213926846
653837,ADMINISTRATIVO,-1.221114459838774,-1.9553725682217986
2843,ADMINISTRATIVO,1.7793959959794685,2.0620548477780427
990,ADMINISTRATIVO,4.811968093186661,0.9925079170969786
2297,ADMINISTRATIVO,1.6961811229158938,1.9411330186907823
652925,ADMINISTRATIVO,1.8889705260139122,-2.3708624425304725
59277,ADMINISTRATIVO,3.689811631150376,0.7338156094933412
3818,ADMINISTRATIVO,2.9590841697578054,0.4251934704988767
2904,ADMINISTRATIVO,2.2298213615557,3.4797354636708193
14091,ADMINISTRATIVO,4.983834549338652,-0.42731299211332247
2962,ADMINISTRATIVO,-0.20993967266474228,-1.0992816524675064
7965,ADMINISTRATIVO,-0.1177127001980741,1.1374965271514175
2693,ADMINISTRATIVO,2.6865325919152934,0.4268566958368012
2846,ADMINISTRATIVO,3.1107989679495307,0.6088932769152213
61595,ADMINISTRATIVO,0.4359615700906181,1.294980450372665
2350,ADMINISTRATIVO,-2.741138076058887,1.2818568710357028
662677,ADMINISTRATIVO,-4.665176402454498,1.2435917330765571
2857,ADMINISTRATIVO,2.854029813749568,2.904392239934359
658716,ADMINISTRATIVO,-0.27690335055874254,-0.5894560420017644
2823,ADMINISTRATIVO,3.611947137441997,-0.031227521200554356
97668,ADMINISTRATIVO,4.078278212628207,-6.237000118742864
648765,ADMINISTRATIVO,2.502614227274516,-0.2334462393135972
2567,ADMINISTRATIVO,0.48519640781439827,2.2212959880396936
2735,ADMINISTRATIVO,3.0752464877083447,0.06718133428972387
2626,ADMINISTRATIVO,3.219883454542779,-2.4526449080034882
103221,ADMINISTRATIVO,-2.927925306639309,-0.22369864919683063
660643,ADMINISTRATIVO,0.7219157514431959,-0.7113142811578597
1890,ADMINISTRATIVO,0.07754111136035881,4.078621663842975
77558,ADMINISTRATIVO,3.4814056603782735,-0.3370866831732255
67874,ADMINISTRATIVO,3.943818135958235,-0.42283644203214193
1878,ADMINISTRATIVO,6.216340925032926,0.6569389690768096
3000,ADMINISTRATIVO,0.12407044407783906,2.5618387134327265
660682,ADMINISTRATIVO,-5.407503975846857,0.24926321125155076
40499,ADMINISTRATIVO,2.7687162999164925,-1.3194280003846306
3775,ADMINISTRATIVO,3.8946067550325627,1.6294733994476995
38831,ADMINISTRATIVO,2.685995313061256,0.5848904005757207
3095,ADMINISTRATIVO,-0.33649021137664037,-0.2909241897396031
77389,ADMINISTRATIVO,4.999158498388166,-3.1551993267481113
5559,ADMINISTRATIVO,4.3142114278577175,1.2800063537996456
2957,ADMINISTRATIVO,-0.7165649682654954,-0.47634372235314226
98960,ADMINISTRATIVO,2.774101572714792,-3.2976061895431865
645700,ADMINISTRATIVO,1.093346565272592,0.4547059373712712
41305,ADMINISTRATIVO,2.8886207108915265,-0.38735973831010856
3088,ADMINISTRATIVO,2.3201026614482863,1.0583976918925764
38237,ADMINISTRATIVO,2.4194995227682132,0.8963042194576498
655964,ADMINISTRATIVO,-0.32294918357026997,-3.975224181963352
44685,ADMINISTRATIVO,1.3660591221960763,0.24607259299260334
651347,ADMINISTRATIVO,-0.8407295957709374,4.4683432037330775
4444,ADMINISTRATIVO,3.26427268585322,2.0891523044900158
3108,ADMINISTRATIVO,3.9917147677323896,1.0371968414722539
40968,ADMINISTRATIVO,0.96593905699487,-0.2626756818020532
4466,ADMINISTRATIVO,2.0978836718072955,-0.9186709875288976
3403,ADMINISTRATIVO,2.267488882086141,0.8564521571132097
642784,ADMINISTRATIVO,1.2228569328227308,0.5002652426521041
4584,ADMINISTRATIVO,3.1094438245921854,1.6990925581915022
97577,ADMINISTRATIVO,0.2833707655218021,-2.260649109987228
4294,ADMINISTRATIVO,-1.8083235239823248,1.6624142754768783
42290,ADMINISTRATIVO,2.807635592166522,-1.7303980809918718
639835,ADMINISTRATIVO,3.306365875281983,-0.6603095396838198
41300,ADMINISTRATIVO,0.9278917519676602,-3.8576679181058937
68354,ADMINISTRATIVO,5.794002324036882,-0.12698924651952956
3796,ADMINISTRATIVO,0.7178924114103518,2.2237093845436275
3734,ADMINISTRATIVO,4.9135455131244035,1.1993226526696361
97706,ADMINISTRATIVO,-2.7201756234219134,0.6258955493499829
43625,ADMINISTRATIVO,1.0450493935906386,0.7287897018338525
50030,ADMINISTRATIVO,3.4299974860282543,-1.9965861364125075
42359,ADMINISTRATIVO,1.5217345999068825,-0.9519755335013209
97667,ADMINISTRATIVO,1.2860948566018766,-0.6248688976911243
14093,ADMINISTRATIVO,-1.720120794467743,1.038183779672675
58517,ADMINISTRATIVO,2.8318872944381956,-0.002446187807818422
95600,ADMINISTRATIVO,3.322042613730571,0.29852198263335
650523,ADMINISTRATIVO,1.565253088240695,-1.091098929145715
4107,ADMINISTRATIVO,-1.904983161465207,-5.70299805395301
3735,ADMINISTRATIVO,3.976099110953977,-0.4659439044538869
14097,ADMINISTRATIVO,1.3884364312779036,-0.9165681955270425
2299,ADMINISTRATIVO,5.135859082979685,-1.6994682869200162
58429,ADMINISTRATIVO,2.2467012287422956,-1.1143488374135937
13879,ADMINISTRATIVO,2.8460541789402374,1.4672720414134888
552319,ADMINISTRATIVO,2.1161902953278946,-3.0924512092292855
102374,ADMINISTRATIVO,-2.0388723082612397,-0.49503583130329926
69756,ADMINISTRATIVO,-0.10440124624724059,1.2815042504158698
5561,ADMINISTRATIVO,1.8905538969455153,-0.5312424039456489
43144,ADMINISTRATIVO,2.9800151407300404,-3.235545216577278
50023,ADMINISTRATIVO,1.1881488891976637,-3.9870760932240907
1616,ADMINISTRATIVO,1.9153872773429725,2.338241519979739
659576,ADMINISTRATIVO,3.5728848361147443,-1.883059247743847
81202,ADMINISTRATIVO,0.6796809310421534,-1.7372747995002384
41494,ADMINISTRATIVO,0.4371073903104696,2.751519694332157
4353,ADMINISTRATIVO,3.2091517042840674,-0.33447263273020594
662678,ADMINISTRATIVO,0.570021078937143,-4.268582663634029
4819,ADMINISTRATIVO,0.3187968273806038,2.2620360531885106
3990,ADMINISTRATIVO,2.0278806882124996,0.22695113115062354
95523,ADMINISTRATIVO,1.5560579344467114,-4.229455091416706
98923,ADMINISTRATIVO,-0.41950215826283876,2.458941903197754
659592,ADMINISTRATIVO,-1.0522538193793802,-1.9846188025863551
4512,ADMINISTRATIVO,0.7216619275546589,-1.062692130962456
649060,ADMINISTRATIVO,-1.396571893997003,-0.876858093635577
98296,ADMINISTRATIVO,1.4715372544947847,0.25585142400483313
651029,ADMINISTRATIVO,2.8691087646518203,-1.4303219485345082
650503,ADMINISTRATIVO,2.431333727963939,-1.30506353465594
95538,ADMINISTRATIVO,2.9651652212123945,-3.495615254575021
68801,ADMINISTRATIVO,3.3038487406924797,-1.1376524720561247
67810,ADMINISTRATIVO,3.139653903766468,0.19919596392667474
4062,ADMINISTRATIVO,-3.09177172053099,-2.5058182556934
12899,ADMINISTRATIVO,0.7673740473446057,-0.1524783003775137
46826,ADMINISTRATIVO,2.1020093587923743,-1.1669163732982604
67737,ADMINISTRATIVO,3.9811976131113753,1.6459575661344314
659660,ADMINISTRATIVO,-4.384195578658677,-0.9394642558664696
4109,ADMINISTRATIVO,3.0675836095825595,-1.4903283583822984
648642,ADMINISTRATIVO,1.8659225719032082,0.3600667686637951
659693,ADMINISTRATIVO,-0.8923995398777348,-0.7743169559984712
658679,ADMINISTRATIVO,-0.8914036099451972,-0.15864081294262722
96309,ADMINISTRATIVO,0.4237807536206995,-0.23525118768871342
46658,ADMINISTRATIVO,4.3971290014526,-0.511458821983484
78701,ADMINISTRATIVO,4.958394421034456,-2.5864723671145198
4718,ADMINISTRATIVO,2.1762764209347716,0.5016364644702189
46831,ADMINISTRATIVO,-3.8664145893924564,1.2687450817655381
4830,ADMINISTRATIVO,3.1254898637878488,0.748314651129062
651069,ADMINISTRATIVO,3.212278817061577,-2.0180141190475744
656311,ADMINISTRATIVO,0.4783139949167999,-3.545872910119206
78729,ADMINISTRATIVO,1.9027048152237973,-1.8234961355774675
