IDPERSONA,N_TRAMOS_ROL,N_CATEGORIAS_ROL_DISTINTAS,CATEGORIA_CARGO_ACTUAL,TIPOEMPLEADO_CATEGORIA_ACTUAL,CARGO_ACTUAL_ESTRUCTURAL,UNIDAD_ACTUAL_ESTRUCTURAL,VIGENTE_TRAMO_ESTRUCTURAL,ANIOS_EN_CATEGORIA_ACTUAL,CATEGORIA_CARGO_PRIMERA,ES_TRAYECTORIA_ESTABLE,ES_MIXTO,CARGOS_ACTUALES_MIXTO,CATEGORIAS_ACTUALES_MIXTO,DURACION_MEDIANA_TRAMO_ANIOS,TURBULENCIA_TRAMOS,ENTROPIA_CATEGORIA_CARGO,PROPORCION_ANIOS_ADMINISTRATIVO,N_TRANSICIONES_ROL,N_TRANSICIONES_AA_A_DD,N_TRANSICIONES_DD_A_AA,TUVO_TRANSICION_AA_A_DD,TUVO_TRANSICION_DD_A_AA,ANIOS_DESDE_ULTIMA_TRANSICION,N_ROLES_ADICIONALES_SIMULTANEOS_DISTINTOS,CATEGORIA_ROL_ADICIONAL_MAS_RECIENTE,TUVO_ROL_ADICIONAL_SIMULTANEO,ANIOS_EN_UNIDAD_ACTUAL,TUVO_FUNCION_ADICIONAL,N_FUNCIONES_ADICIONALES,N_CATEGORIAS_FUNCION_ADICIONAL_DISTINTAS,TUVO_SUBROGACION,N_SUBROGACIONES,TUVO_FUNCION_NO_COINCIDENTE_CON_CONTRATO,CATEGORIA_FUNCION_ADICIONAL_MAS_RECIENTE,CARGO_PUNTUAL_VIGENTE,UNIDAD_PUNTUAL_VIGENTE,CATEGORIA_PUNTUAL_VIGENTE,TIPOEMPLEADO_PUNTUAL_VIGENTE
652588,1,1,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE DESARROLLO DE SISTEMAS 1,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,True,2.87,PROFESIONAL_ANALISTA,True,False,,,2.87,,-0.0,1.0,0,0,0,False,False,,0,,False,2.87,False,0,0,False,0,False,,,,,
652589,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,True,0.65,TECNICO_DOCENTE_APOYO,True,False,,,0.96,0.46,-0.0,0.0,0,0,0,False,False,,0,,False,0.65,False,0,0,False,0,False,,,,,
652590,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
652613,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",False,0.25,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.25,,-0.0,1.0,0,0,0,False,False,,0,,False,0.25,False,0,0,False,0,False,,,,,
652624,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,1.58,TECNICO_DOCENTE_APOYO,True,False,,,1.58,,-0.0,0.0,0,0,0,False,False,,0,,False,1.58,False,0,0,False,0,False,,,,,
652641,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
652655,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,False,0.2,TECNICO_DOCENTE_APOYO,True,False,,,0.2,,-0.0,0.0,0,0,0,False,False,,0,,False,0.2,False,0,0,False,0,False,,,,,
652656,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,False,0.2,TECNICO_DOCENTE_APOYO,True,False,,,0.2,,-0.0,0.0,0,0,0,False,False,,0,,False,0.2,False,0,0,False,0,False,,,,,
652665,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
652684,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
652704,1,1,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE DE PLANIFICACIÓN Y PROYECTOS,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,True,2.21,ASISTENCIA_SECRETARIAL_OFICINA,True,False,,,2.21,,-0.0,1.0,0,0,0,False,False,,0,,False,2.21,False,0,0,False,0,False,,,,,
652714,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
652724,3,3,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE PLANIFICACIÓN Y PROYECTOS,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,True,0.53,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.25,0.49,1.0248,0.7668,2,1,1,True,True,0.53,0,,False,0.53,False,0,0,False,0,False,,,,,
652759,3,2,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),CENTRO DE ESTUDIOS E INVESTIGACIONES ESTADÍSTICAS,True,0.15,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.15,1.08,0.307,0.092,1,1,0,True,False,0.92,0,,False,0.15,False,0,0,False,0,False,,,,,
652768,3,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,True,0.35,TECNICO_DOCENTE_APOYO,True,False,,,0.35,0.89,-0.0,0.0,0,0,0,False,False,,0,,False,0.35,False,0,0,False,0,False,,,,,
652796,2,2,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,True,1.12,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.78,0.62,0.5936,0.2807,1,1,0,True,False,1.12,0,,False,1.12,False,0,0,False,0,False,,,,,
652798,4,3,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",True,0.37,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.86,0.92,0.87,0.3409,2,1,0,True,False,0.37,0,,False,3.68,False,0,0,False,0,False,,,,,
652800,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,False,0.38,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.38,,-0.0,1.0,0,0,0,False,False,,0,,False,0.38,False,0,0,False,0,False,,,,,
652808,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS DE INVESTIGACIÓN,CENTRO INTERNACIONAL DEL PACÍFICO PARA LA REDUCCIÓN DEL RIESGO DE DESASTRES,False,0.5,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.5,,-0.0,1.0,0,0,0,False,False,,0,,False,0.5,False,0,0,False,0,False,,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,ADMINISTRATIVO
652810,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,CENTRO DE INVESTIGACIONES BIOTECNOLÓGICAS DEL ECUADOR,False,0.34,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.34,,-0.0,1.0,0,0,0,False,False,,0,,False,0.34,False,0,0,False,0,False,,,,,
652816,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,0.21,TECNICO_DOCENTE_APOYO,True,False,,,1.06,1.14,-0.0,0.0,0,0,0,False,False,,0,,False,0.21,False,0,0,False,0,False,,,,,
652823,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE ENERGÍAS RENOVABLES Y ALTERNATIVAS,True,0.95,TECNICO_DOCENTE_APOYO,True,False,,,0.95,,-0.0,0.0,0,0,0,False,False,,0,,False,0.95,False,0,0,False,0,False,,,,,
652826,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
652839,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,1.76,TECNICO_DOCENTE_APOYO,True,False,,,1.76,,-0.0,0.0,0,0,0,False,False,,0,,False,1.76,False,0,0,False,0,False,,,,,
652859,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
652898,1,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,5.5,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,5.5,,-0.0,0.0,0,0,0,False,False,,0,,False,5.5,False,0,0,False,0,False,,,,,
652902,1,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,True,7.91,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,7.91,,-0.0,0.0,0,0,0,False,False,,0,,False,7.91,False,0,0,False,0,False,,,,,
652917,1,1,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE MANTENIMIENTO,DIRECCIÓN DE SERVICIOS GENERALES,True,7.87,PROFESIONAL_ANALISTA,True,False,,,7.87,,-0.0,1.0,0,0,0,False,False,,0,,False,7.87,False,0,0,False,0,False,,,,,
652921,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE SERVICIOS,CENTRO NACIONAL DE ACUICULTURA E INVESTIGACIONES MARINAS,True,7.87,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,7.87,,-0.0,1.0,0,0,0,False,False,,0,,False,7.87,False,0,0,False,0,False,,,,,
652925,1,1,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,ADMINISTRATIVO,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,True,7.87,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,True,False,,,7.87,,-0.0,1.0,0,0,0,False,False,,0,,False,7.87,True,1,1,False,0,False,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
652934,5,2,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,1.36,TECNICO_DOCENTE_APOYO,False,False,,,1.36,0.75,0.5544,0.0,1,0,0,False,False,1.36,0,,False,1.53,False,0,0,False,0,False,,,,,
652972,1,1,SERVICIOS_GENERALES_OFICIOS,ADMINISTRATIVO,CHOFER DE VEHÌCULOS PESADOS,DIRECCIÓN DE SERVICIOS GENERALES,True,5.79,SERVICIOS_GENERALES_OFICIOS,True,False,,,5.79,,-0.0,1.0,0,0,0,False,False,,0,,False,5.7,False,0,0,False,0,False,,,,,
652989,1,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,7.2,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,7.2,,-0.0,0.0,0,0,0,False,False,,0,,False,7.2,True,1,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
653004,3,2,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 2,DIRECCIÓN DE ADQUISICIONES,True,5.21,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.99,1.02,0.5878,1.0,1,0,0,False,False,5.21,0,,False,2.44,False,0,0,False,0,False,,,,,
653010,1,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,False,7.12,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,7.12,,-0.0,0.0,0,0,0,False,False,,0,,False,7.12,True,4,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
653075,5,3,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE COMUNICACIÓN 3,GERENCIA DE COMUNICACIÓN,True,7.54,TECNICO_OPERATIVO_MANTENIMIENTO,False,True,ANALISTA DE COMUNICACIÓN 3; PROFESOR NO TITULAR OCASIONAL (TP),PROFESIONAL_ANALISTA;DOCENTE_NO_TITULAR_OCASIONAL,0.38,1.74,0.525,0.8387,2,1,0,True,False,1.96,0,,False,3.87,False,0,0,False,0,False,,,,,
653183,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,0.11,TECNICO_DOCENTE_APOYO,True,False,,,0.11,,-0.0,0.0,0,0,0,False,False,,0,,False,0.11,False,0,0,False,0,False,,,,,
653534,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,True,1.34,TECNICO_DOCENTE_APOYO,True,False,,,1.34,,-0.0,0.0,0,0,0,False,False,,0,,False,1.34,False,0,0,False,0,False,,,,,
653547,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,True,0.35,TECNICO_DOCENTE_APOYO,True,False,,,0.49,0.42,-0.0,0.0,0,0,0,False,False,,0,,False,0.35,False,0,0,False,0,False,,,,,
653585,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,False,0.57,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.57,,-0.0,1.0,0,0,0,False,False,,0,,False,0.57,False,0,0,False,0,False,,,,,
653651,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,1.64,TECNICO_DOCENTE_APOYO,True,False,,,1.64,,-0.0,0.0,0,0,0,False,False,,0,,False,1.64,False,0,0,False,0,False,,,,,
653690,2,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,False,0.88,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.51,1.06,-0.0,1.0,0,0,0,False,False,,0,,False,0.88,False,0,0,False,0,False,,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,ADMINISTRATIVO
653764,3,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA ADMINISTRATIVA,False,0.49,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.49,0.25,-0.0,1.0,0,0,0,False,False,,0,,False,0.49,False,0,0,False,0,False,,,,,
653770,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),"CENTRO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN DE SISTEMAS COMPUTACIONALES",False,4.67,TECNICO_DOCENTE_APOYO,True,False,,,4.67,,-0.0,0.0,0,0,0,False,False,,0,,False,0.01,False,0,0,False,0,False,,,,,
653775,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE SERVICIOS DE MANTENIMIENTO,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,False,4.67,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,4.67,,-0.0,1.0,0,0,0,False,False,,0,,False,0.02,False,0,0,False,0,False,,,,,
653777,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,UNIDAD DE BIENESTAR ESTUDIANTIL Y POLITÉCNICO,False,0.84,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.84,,-0.0,1.0,0,0,0,False,False,,0,,False,0.84,False,0,0,False,0,False,,,,,
653778,4,2,SERVICIOS_GENERALES_OFICIOS,ADMINISTRATIVO,CHOFER DE VEHÌCULOS PESADOS,DIRECCIÓN DE SERVICIOS GENERALES,True,1.7,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,0.86,1.46,0.5335,1.0,2,0,0,False,False,0.94,0,,False,7.54,False,0,0,False,0,False,,,,,
653814,1,1,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 1,GERENCIA DE BIENESTAR POLITÉCNICO,True,7.54,ASISTENCIA_SECRETARIAL_OFICINA,True,False,,,7.54,,-0.0,1.0,0,0,0,False,False,,0,,False,3.87,False,0,0,False,0,False,,,,,
653815,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE SERVICIOS,GERENCIA DE BIENESTAR POLITÉCNICO,True,7.54,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,7.54,,-0.0,1.0,0,0,0,False,False,,0,,False,5.7,False,0,0,False,0,False,,,,,
653816,2,2,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE BIENESTAR POLITÉCNICO 2,GERENCIA DE BIENESTAR POLITÉCNICO,True,6.79,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,3.77,1.13,0.3248,1.0,1,0,0,False,False,6.79,0,,False,3.85,False,0,0,False,0,False,,,,,
653827,1,1,JEFATURA_SUPERVISION_OPERATIVA,ADMINISTRATIVO,SUPERVISOR DE SEGURIDAD,DIRECCION DE SEGURIDAD FISICA,True,7.46,JEFATURA_SUPERVISION_OPERATIVA,True,False,,,7.46,,-0.0,1.0,0,0,0,False,False,,0,,False,3.7,False,0,0,False,0,False,,,,,
653835,8,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,SECRETARIA ADMINISTRATIVA,True,0.69,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.98,0.13,-0.0,1.0,0,0,0,False,False,,0,,False,0.69,False,0,0,False,0,False,,,,,
653837,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE COMUNICACIÓN SOCIAL Y ASUNTOS PÚBLICOS,False,1.0,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,1.0,,-0.0,1.0,0,0,0,False,False,,0,,False,1.0,False,0,0,False,0,False,,,,,
653852,2,2,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,5.33,TECNICO_DOCENTE_APOYO,False,False,,,3.67,0.64,0.587,0.0,1,0,0,False,False,5.33,0,,False,7.34,True,2,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
653854,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE INVESTIGACIONES BIOTECNOLÓGICAS DEL ECUADOR,True,5.25,TECNICO_DOCENTE_APOYO,True,False,,,5.25,,-0.0,0.0,0,0,0,False,False,,0,,False,4.7,False,0,0,False,0,False,,,,,
653858,1,1,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE INFRAESTRUCTURA FÍSICA 2,GERENCIA DE INFRAESTRUCTURA FÍSICA,False,1.67,PROFESIONAL_ANALISTA,True,False,,,1.67,,-0.0,1.0,0,0,0,False,False,,0,,False,1.67,False,0,0,False,0,False,,,,,
653884,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,1.3,TECNICO_DOCENTE_APOYO,True,False,,,1.3,,-0.0,0.0,0,0,0,False,False,,0,,False,1.3,False,0,0,False,0,False,,,,,
653914,3,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),DECANATO DE GRADO,True,1.34,TECNICO_DOCENTE_APOYO,True,False,,,0.59,0.91,-0.0,0.0,0,0,0,False,False,,0,,False,1.34,False,0,0,False,0,False,,,,,
653985,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,1.96,TECNICO_DOCENTE_APOYO,True,False,,,1.12,1.06,-0.0,0.0,0,0,0,False,False,,0,,False,1.96,False,0,0,False,0,False,,,,,
654017,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,False,0.54,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.54,,-0.0,1.0,0,0,0,False,False,,0,,False,0.54,False,0,0,False,0,False,,,,,
654027,1,1,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 1,CENTRO DE EMPRENDIMIENTO E INNOVACIÓN I3LAB,True,1.77,ASISTENCIA_SECRETARIAL_OFICINA,True,False,,,1.77,,-0.0,1.0,0,0,0,False,False,,0,,False,1.77,False,0,0,False,0,False,,,,,
654081,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,False,0.49,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.49,,-0.0,1.0,0,0,0,False,False,,0,,False,0.49,False,0,0,False,0,False,,,,,
654082,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,False,0.54,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.54,,-0.0,1.0,0,0,0,False,False,,0,,False,0.54,False,0,0,False,0,False,,,,,
654104,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,True,1.36,TECNICO_DOCENTE_APOYO,True,False,,,1.36,,-0.0,0.0,0,0,0,False,False,,0,,False,1.36,False,0,0,False,0,False,,,,,
654107,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,0.97,TECNICO_DOCENTE_APOYO,True,False,,,0.97,,-0.0,0.0,0,0,0,False,False,,0,,False,0.97,False,0,0,False,0,False,,,,,
654118,2,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,DECANATO DE INVESTIGACIÓN,False,0.97,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.83,0.25,-0.0,1.0,0,0,0,False,False,,0,,False,0.97,False,0,0,False,0,False,,,,,
654129,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,False,0.15,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.15,,-0.0,1.0,0,0,0,False,False,,0,,False,0.15,False,0,0,False,0,False,,,,,
654169,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,1.34,TECNICO_DOCENTE_APOYO,True,False,,,0.85,0.83,-0.0,0.0,0,0,0,False,False,,0,,False,1.34,False,0,0,False,0,False,,,,,
654191,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.33,TECNICO_DOCENTE_APOYO,True,False,,,0.33,,-0.0,0.0,0,0,0,False,False,,0,,False,0.33,False,0,0,False,0,False,,,,,
