IDPERSONA,N_TRAMOS_ROL,N_CATEGORIAS_ROL_DISTINTAS,CATEGORIA_CARGO_ACTUAL,TIPOEMPLEADO_CATEGORIA_ACTUAL,CARGO_ACTUAL_ESTRUCTURAL,UNIDAD_ACTUAL_ESTRUCTURAL,VIGENTE_TRAMO_ESTRUCTURAL,ANIOS_EN_CATEGORIA_ACTUAL,CATEGORIA_CARGO_PRIMERA,ES_TRAYECTORIA_ESTABLE,ES_MIXTO,CARGOS_ACTUALES_MIXTO,CATEGORIAS_ACTUALES_MIXTO,DURACION_MEDIANA_TRAMO_ANIOS,TURBULENCIA_TRAMOS,ENTROPIA_CATEGORIA_CARGO,PROPORCION_ANIOS_ADMINISTRATIVO,N_TRANSICIONES_ROL,N_TRANSICIONES_AA_A_DD,N_TRANSICIONES_DD_A_AA,TUVO_TRANSICION_AA_A_DD,TUVO_TRANSICION_DD_A_AA,ANIOS_DESDE_ULTIMA_TRANSICION,N_ROLES_ADICIONALES_SIMULTANEOS_DISTINTOS,CATEGORIA_ROL_ADICIONAL_MAS_RECIENTE,TUVO_ROL_ADICIONAL_SIMULTANEO,ANIOS_EN_UNIDAD_ACTUAL,TUVO_FUNCION_ADICIONAL,N_FUNCIONES_ADICIONALES,N_CATEGORIAS_FUNCION_ADICIONAL_DISTINTAS,TUVO_SUBROGACION,N_SUBROGACIONES,TUVO_FUNCION_NO_COINCIDENTE_CON_CONTRATO,CATEGORIA_FUNCION_ADICIONAL_MAS_RECIENTE,CARGO_PUNTUAL_VIGENTE,UNIDAD_PUNTUAL_VIGENTE,CATEGORIA_PUNTUAL_VIGENTE,TIPOEMPLEADO_PUNTUAL_VIGENTE
26,55,3,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,SUBDECANO(A),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,0.06,DOCENTE_TITULAR_CARRERA,False,False,,,0.01,4.54,0.2472,0.0,19,1,1,True,True,0.06,1,DOCENTE_TITULAR_CARRERA,True,0.06,True,36,2,True,30,True,OTROS_AA,PRESTACIÓN SERVICIOS PROFESIONALES,DESCONOCIDA,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,DOCENTE
39,2,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,DESCONOCIDA,False,0.91,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.48,1.24,-0.0,1.0,0,0,0,False,False,,0,,False,0.91,False,0,0,False,0,False,,,,,
41,2,1,SERVICIOS_GENERALES_OFICIOS,ADMINISTRATIVO,CHOFER,DIRECCIÓN DE SERVICIOS GENERALES,False,18.41,SERVICIOS_GENERALES_OFICIOS,True,False,,,15.03,0.32,-0.0,1.0,0,0,0,False,False,,0,,False,4.74,False,0,0,False,0,False,,,,,
86,23,5,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,15.29,PROFESIONAL_ANALISTA,False,False,,,0.16,3.21,0.8313,0.2468,4,1,0,True,False,11.5,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,11.87,True,4,2,True,1,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
90,13,6,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL 1 (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.43,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,0.45,1.68,1.1481,0.9551,8,2,1,True,True,11.35,0,,False,0.0,True,1,1,False,0,True,OTROS_AA,,,,
94,24,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,11.96,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.37,2.71,0.0,0.0,0,0,0,False,False,,0,,False,9.7,True,2,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
96,22,5,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 2 (TC),FACULTAD DE CIENCIAS DE LA VIDA,True,11.28,DOCENTE_TITULAR_CARRERA,False,False,,,0.37,2.01,0.8422,0.0876,11,4,4,True,True,10.82,0,,False,11.07,True,27,2,True,24,True,OTROS_AA,,,,
102,2,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.38,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.36,0.05,-0.0,0.0,0,0,0,False,False,,0,,False,0.38,False,0,0,False,0,False,,,,,
129,21,2,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,10.62,JEFATURA_SUPERVISION_OPERATIVA,False,False,,,0.37,2.11,0.1769,0.0428,1,1,0,True,False,29.31,0,,False,8.37,True,1,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
130,5,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,31.7,DOCENTE_TITULAR_CARRERA,False,False,,,0.25,2.15,0.0488,0.0,2,0,0,False,False,31.7,0,,False,13.7,False,0,0,False,0,False,,,,,
132,14,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,5.39,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.36,1.9,-0.0,0.0,0,0,0,False,False,,0,,False,3.14,False,0,0,False,0,False,,,,,
135,26,2,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,2.77,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.37,1.37,0.3233,0.0992,6,3,3,True,True,20.52,0,,False,2.77,False,0,0,False,0,False,,,,,
140,1,1,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,2.31,DOCENTE_TITULAR_CARRERA,True,False,,,2.31,,-0.0,0.0,0,0,0,False,False,,0,,False,1.97,False,0,0,False,0,False,,PRESTACIÓN SERVICIOS PROFESIONALES,DESCONOCIDA,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,DOCENTE
195,8,2,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,1.34,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.37,1.26,0.4104,0.143,2,1,1,True,True,21.33,0,,False,1.34,True,3,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
215,7,4,OTROS_AA,ADMINISTRATIVO,EJECUCION ACTIVIDADES,DESCONOCIDA,False,0.01,DOCENTE_TITULAR_CARRERA,False,False,,,0.24,2.48,0.1903,0.0085,4,0,1,False,True,21.32,0,,False,11.33,True,1,1,False,0,True,OTROS_AA,,,,
216,4,3,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA ADMINISTRATIVO FINANCIERO DE CENTROS,DESCONOCIDA,False,0.0,JEFATURA_SUPERVISION_OPERATIVA,False,False,,,5.12,1.15,0.1622,1.0,3,0,0,False,False,11.71,0,,False,16.0,False,0,0,False,0,False,,,,,
217,10,3,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,False,2.25,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.37,0.99,0.6096,0.2221,3,1,1,True,True,39.33,0,,False,2.25,False,0,0,False,0,False,,PROFESOR INVITADO,FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,DOCENTE_HONORARIO_ESPECIAL,DOCENTE
228,6,4,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,12.34,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,0.81,1.46,0.7472,0.3888,3,1,1,True,True,9.47,0,,False,8.7,True,4,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
229,2,2,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA FINANCIERO 1,GERENCIA FINANCIERA,True,11.7,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,10.27,0.2,0.6834,1.0,1,0,0,False,False,11.7,0,,False,11.7,False,0,0,False,0,False,,,,,
231,6,2,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE DESARROLLO DE SISTEMAS 3,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,True,10.23,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.37,2.01,0.4206,0.8512,1,0,1,False,True,10.23,1,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,True,9.62,True,2,1,True,2,False,OTROS_AA,,,,
244,1,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,5.08,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,5.08,,-0.0,0.0,0,0,0,False,False,,0,,False,3.41,True,1,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
266,17,2,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,ADMINISTRATIVO,DIRECTOR DEL CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS,DESCONOCIDA,False,3.67,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.38,1.42,0.6654,0.3827,1,0,1,False,True,12.29,0,,False,0.0,True,1,1,False,0,False,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
274,4,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 3 (TC),DESCONOCIDA,False,0.0,DOCENTE_TITULAR_CARRERA,False,False,,,1.33,1.17,0.6848,0.0,2,0,0,False,False,8.7,0,,False,0.0,True,3,2,False,0,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,PROFESOR EMÉRITO,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,DOCENTE_HONORARIO_ESPECIAL,DOCENTE
315,7,4,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),DESCONOCIDA,False,0.05,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,1.7,2.08,0.5466,0.0216,4,1,1,True,True,8.84,0,,False,0.04,True,3,1,False,0,True,AUTORIDAD_ACADEMICA_SUPERIOR,PROFESOR EMÉRITO,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_HONORARIO_ESPECIAL,DOCENTE
398,22,3,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TP),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES",False,0.29,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.36,0.28,0.0905,0.0157,3,1,1,True,True,27.91,0,,False,0.29,True,4,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
414,5,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (MT),DESCONOCIDA,False,9.33,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,1.0,1.14,0.4512,0.0584,2,1,0,True,False,21.59,0,,False,0.15,True,2,1,False,0,True,OTROS_AA,,,,
419,33,3,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 4,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,False,3.0,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.37,1.04,0.6203,0.0256,3,1,1,True,True,8.96,0,,False,3.0,False,0,0,False,0,False,,,,,
529,25,4,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL 1 (TC),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES",False,3.58,DOCENTE_INVESTIGADOR,False,False,,,0.38,1.33,0.7641,0.0552,5,2,2,True,True,22.33,0,,False,1.33,True,2,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,PROFESOR HONORARIO,FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,DOCENTE_HONORARIO_ESPECIAL,DOCENTE
568,3,3,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 4 (TC),DECANATO DE GRADO,False,3.22,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,1.66,0.58,0.9881,0.1695,2,1,0,True,False,8.7,0,,False,1.08,False,0,0,False,0,False,,,,,
597,2,1,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,8.25,DOCENTE_TITULAR_CARRERA,True,False,,,18.27,0.78,-0.0,0.0,0,0,0,False,False,,0,,False,0.0,True,2,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
618,6,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,1.64,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.65,1.18,-0.0,0.0,0,0,0,False,False,,0,,False,1.64,False,0,0,False,0,False,,,,,
641,5,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL 1 (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,0.43,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.39,0.26,-0.0,0.0,0,0,0,False,False,,0,,False,0.43,False,0,0,False,0,False,,,,,
653,14,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 1 (TC),DESCONOCIDA,False,9.83,DOCENTE_TITULAR_CARRERA,False,False,,,0.38,1.77,0.1906,0.0,2,0,0,False,False,27.92,0,,False,0.0,True,1,1,False,0,True,OTROS_AA,,,,
656,17,2,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,4.97,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.38,1.65,0.1446,0.0329,4,2,2,True,True,18.32,0,,False,2.39,True,1,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
667,3,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,29.66,DOCENTE_TITULAR_CARRERA,False,False,,,8.19,1.2,0.5204,0.0,2,0,0,False,False,29.66,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,13.7,True,10,1,True,10,True,OTROS_AA,,,,
671,15,8,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),DESCONOCIDA,False,11.5,OTROS_AA,False,False,,,0.45,2.22,1.3833,0.1915,9,3,2,True,True,16.7,0,,False,0.0,True,2,2,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
675,5,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,38.35,DOCENTE_TITULAR_CARRERA,False,False,,,0.33,2.12,0.1621,0.0082,3,0,1,False,True,30.58,0,,False,13.7,False,0,0,False,0,False,,,,,
678,16,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,8.84,DOCENTE_TITULAR_CARRERA,False,False,,,0.38,1.64,0.7002,0.0,4,0,0,False,False,13.7,0,,False,12.54,True,3,2,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
679,7,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,13.7,DOCENTE_TITULAR_CARRERA,False,False,,,0.32,2.32,0.1492,0.0005,3,1,1,True,True,13.7,0,,False,13.7,False,0,0,False,0,False,,,,,
692,4,4,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,1.0,AYUDANTE_ACADEMICO_JUNIOR,False,False,,,2.52,1.04,0.9479,0.0964,3,0,1,False,True,9.7,0,,False,0.0,True,1,1,False,0,True,OTROS_AA,,,,
697,61,4,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,True,0.18,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.01,4.28,1.1069,0.0629,6,1,1,True,True,0.51,0,,False,0.18,True,14,4,True,2,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
705,14,4,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,16.7,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,0.3,2.59,0.8409,0.1685,4,2,1,True,True,11.9,0,,False,13.7,True,1,1,False,0,False,AUTORIDAD_ACADEMICA_SUPERIOR,,,,
709,23,7,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,True,16.7,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.36,2.5,1.2883,0.2267,17,3,3,True,True,11.96,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,13.7,True,8,3,True,4,True,OTROS_AA,,,,
716,6,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,False,12.16,DOCENTE_TITULAR_CARRERA,False,False,,,0.38,1.89,0.3133,0.0,2,0,0,False,False,13.7,0,,False,12.16,False,0,0,False,0,False,,,,,
725,9,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,18.92,DOCENTE_TITULAR_CARRERA,False,False,,,0.28,2.1,0.3406,0.0,3,0,0,False,False,7.5,0,,False,13.7,True,8,3,True,4,True,OTROS_AA,,,,
733,2,2,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA DE UNIDAD ACADÉMICA,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,30.92,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,20.05,0.77,0.538,1.0,1,0,0,False,False,38.27,0,,False,4.36,False,0,0,False,0,False,,,,,
734,1,1,SERVICIOS_GENERALES_OFICIOS,ADMINISTRATIVO,OPERADOR DE TRACTOR,DESCONOCIDA,False,4.26,SERVICIOS_GENERALES_OFICIOS,True,False,,,4.26,,-0.0,1.0,0,0,0,False,False,,0,,False,4.26,False,0,0,False,0,False,,,,,
754,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE SERVICIOS,DIRECCIÓN DE SERVICIOS GENERALES,False,25.99,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,25.99,,-0.0,1.0,0,0,0,False,False,,0,,False,6.83,False,0,0,False,0,False,,,,,
760,37,4,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,8.95,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.37,2.25,0.6118,0.1599,9,4,5,True,True,8.24,0,,False,9.46,False,0,0,False,0,False,,,,,
762,14,6,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AUXILIAR (TC),DESCONOCIDA,False,10.75,DOCENTE_TITULAR_CARRERA,False,False,,,0.26,2.65,0.4146,0.036,7,2,2,True,True,16.7,0,,False,0.0,False,0,0,False,0,False,,,,,
768,7,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,True,16.7,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.02,2.33,0.302,0.0,2,0,0,False,False,8.78,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,7.64,True,35,2,True,20,True,OTROS_AA,,,,
769,20,4,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,False,0.02,DOCENTE_TITULAR_CARRERA,False,False,,,0.36,2.66,0.1985,0.0016,5,1,2,True,True,9.59,0,,False,0.0,True,1,1,False,0,True,OTROS_AA,,,,
771,2,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS,False,0.99,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.5,1.38,-0.0,1.0,0,0,0,False,False,,0,,False,0.99,False,0,0,False,0,False,,,,,
779,3,2,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÈCNICO DE MANTENIMIENTO ELÈCTRICO,DIRECCIÓN DE SERVICIOS GENERALES,False,7.44,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,7.44,0.99,0.1961,1.0,1,0,0,False,False,35.79,0,,False,0.33,False,0,0,False,0,False,,,,,
780,16,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 3 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,22.33,DOCENTE_TITULAR_CARRERA,False,False,,,0.36,3.12,0.147,0.0336,4,2,2,True,True,23.9,0,,False,11.87,True,1,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
787,5,4,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,ADMINISTRATIVO,DIRECTOR DE ADMISIONES,DESCONOCIDA,False,0.44,AYUDANTE_ACADEMICO_JUNIOR,False,False,,,1.85,1.24,0.9023,0.0128,4,0,1,False,True,12.29,0,,False,0.09,False,0,0,False,0,False,,,,,
797,13,2,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,True,3.3,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.28,1.58,0.688,0.0,1,0,0,False,False,5.31,0,,False,3.3,False,0,0,False,0,False,,,,,
801,17,6,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,16.7,AYUDANTE_ACADEMICO_JUNIOR,False,False,,,0.3,2.51,0.993,0.0273,8,3,3,True,True,21.91,0,,False,13.7,True,4,2,True,1,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
805,2,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,31.54,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,17.83,1.09,0.3578,0.0,1,0,0,False,False,33.92,0,,False,11.33,True,2,1,False,0,True,OTROS_AA,,,,
807,5,2,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,True,10.96,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,0.38,1.62,0.4249,0.1512,2,1,1,True,True,24.9,0,,False,7.64,False,0,0,False,0,False,,,,,
808,5,3,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR PRINCIPAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",True,13.7,DOCENTE_TITULAR_CARRERA,False,False,,,1.05,1.32,0.6766,0.0,3,0,0,False,False,8.51,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,7.64,True,26,2,True,10,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
813,17,4,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE DE ACTIVOS FIJOS DE UNIDAD ACADÉMICA,DESCONOCIDA,False,5.83,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,0.36,1.74,1.22,0.955,7,2,2,True,True,11.7,0,,False,0.0,False,0,0,False,0,False,,,,,
815,5,3,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,ADMINISTRATIVO,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,False,0.0,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,0.56,1.4,0.7735,1.0,2,0,0,False,False,2.95,0,,False,1.25,True,1,1,False,0,False,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
818,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE SERVICIOS,DIRECCIÓN DE SERVICIOS GENERALES,False,7.27,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,7.27,,-0.0,1.0,0,0,0,False,False,,0,,False,1.27,False,0,0,False,0,False,,,,,
819,8,5,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,False,6.46,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,1.0,1.31,1.0706,0.22,7,2,1,True,True,8.04,0,,False,6.06,True,7,2,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
