IDPERSONA,TIPOEMPLEADO_DESC,CATEGORIA_CARGO,TRAMO_INICIO,TRAMO_FIN,N_CONTRATOS,CARGO_TRAMO,UNIDAD_TRAMO,CATEGORIA_CARGO_BASE_SIMULTANEA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-02-18,2026-03-13,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-07-02,2026-07-03,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-07-20,2026-07-28,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
68801,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-06-02,2025-06-12,1,DIRECTOR DE ADQUISICIONES,DIRECCIÓN DE ADQUISICIONES,PROFESIONAL_ANALISTA
73526,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2022-09-26,2022-09-30,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
73526,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2022-11-25,2022-12-01,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
73526,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2023-09-25,2023-09-29,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
73526,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2024-04-15,2024-04-19,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
73526,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2024-12-26,2024-12-31,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
73548,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2019-05-14,2019-05-17,1,GERENTE DE RELACIONES INTERNACIONALES,DESCONOCIDA,PROFESIONAL_ANALISTA
73548,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2019-06-19,2019-06-21,1,GERENTE DE RELACIONES INTERNACIONALES,DESCONOCIDA,PROFESIONAL_ANALISTA
73548,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2020-03-02,2020-03-09,1,GERENTE DE RELACIONES INTERNACIONALES,DESCONOCIDA,PROFESIONAL_ANALISTA
73548,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-03-04,2022-03-18,1,GERENTE DE RELACIONES INTERNACIONALES,GERENCIA DE RELACIONES EXTERNAS,PROFESIONAL_ANALISTA
73683,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-04-22,2024-05-02,1,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,PROFESIONAL_ANALISTA
73683,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-07-15,2024-07-17,1,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,PROFESIONAL_ANALISTA
73683,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-11-18,2024-11-19,1,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,PROFESIONAL_ANALISTA
73683,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-11-21,2024-11-22,1,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,PROFESIONAL_ANALISTA
73683,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-04-09,2025-04-10,1,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,PROFESIONAL_ANALISTA
73683,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-12-11,2025-12-12,1,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,PROFESIONAL_ANALISTA
73683,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-07-19,2026-07-24,1,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,PROFESIONAL_ANALISTA
73782,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-03-23,2022-03-25,1,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,PROFESIONAL_ANALISTA
73782,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-03-29,2022-04-01,1,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,PROFESIONAL_ANALISTA
75199,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2021-03-22,2021-03-26,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
75199,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-02-08,2022-02-11,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
75199,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-03-14,2022-03-25,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-03-02,2022-04-04,2,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2025-10-13,2025-10-31,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2025-11-09,2025-11-15,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2025-12-04,2025-12-06,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-01-27,2026-01-30,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-03-02,2026-03-09,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-03-11,2026-04-02,2,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-04-20,2026-04-25,6,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-05-27,2026-06-11,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-07-12,2026-07-18,1,DECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
77575,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-08-11,2026-08-14,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
78701,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-12-26,2023-12-29,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ESPECIALIZADO_TECNICO
78701,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-04-19,2024-04-26,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ESPECIALIZADO_TECNICO
78701,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-05-13,2024-05-27,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ESPECIALIZADO_TECNICO
78701,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-09-04,2024-09-05,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ESPECIALIZADO_TECNICO
78701,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-11-15,2024-11-21,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ESPECIALIZADO_TECNICO
78701,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-03-26,2025-03-31,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ESPECIALIZADO_TECNICO
78701,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-05-26,2025-06-11,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ESPECIALIZADO_TECNICO
78701,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-07-17,2025-07-23,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ESPECIALIZADO_TECNICO
94929,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2020-07-03,2020-07-03,1,SECRETARIO ADMINISTRATIVO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
94929,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2021-09-15,2021-09-24,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
94929,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-04-18,2022-04-29,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
95564,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-03-12,2026-03-12,1,DECANO(A),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,DOCENTE_TITULAR_CARRERA
95564,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-03-14,2026-04-01,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,DOCENTE_TITULAR_CARRERA
95564,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-04-06,2026-04-06,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,DOCENTE_TITULAR_CARRERA
152512,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2019-03-25,2019-03-31,1,SUBDECANO(A),DESCONOCIDA,DOCENTE_TITULAR_CARRERA
152512,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2019-10-15,2019-10-20,1,SUBDECANO(A),DESCONOCIDA,DOCENTE_TITULAR_CARRERA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-11-21,2022-12-09,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-01-30,2023-01-30,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-03-20,2023-04-06,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-08-25,2023-09-01,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-09-29,2023-09-29,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-11-06,2023-11-24,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-01-19,2024-01-19,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-02-16,2024-02-16,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-04-01,2024-04-19,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-08-05,2024-08-06,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-01-21,2025-01-21,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
635587,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-03-17,2025-04-04,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
645689,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2021-09-08,2021-10-07,2,SUBDECANO(A),DESCONOCIDA,DOCENTE_TITULAR_CARRERA
645689,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2021-10-11,2021-11-07,1,SUBDECANO(A),DESCONOCIDA,DOCENTE_TITULAR_CARRERA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-10-30,2023-11-02,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-11-13,2023-11-16,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-02-19,2024-02-27,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-07-01,2024-07-05,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-08-19,2024-08-23,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-10-07,2024-10-10,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-10-15,2024-10-19,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-12-11,2024-12-25,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-03-05,2025-03-13,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-05-17,2025-05-23,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-08-18,2025-08-21,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-09-08,2025-09-12,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-12-11,2025-12-23,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647105,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-07-20,2026-07-24,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-02-16,2022-02-25,1,GERENTE DE COMUNICACIÓN SOCIAL Y ASUNTOS PÚBLICOS,GERENCIA DE COMUNICACIÓN SOCIAL Y ASUNTOS PÚBLICOS,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-03-30,2023-03-31,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-09-20,2023-09-27,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-03-21,2024-03-28,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-09-23,2024-10-04,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-04-07,2025-04-12,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-04-16,2025-04-17,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-09-08,2025-09-15,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-09-22,2025-09-29,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-11-05,2025-11-05,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-04-20,2026-04-25,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
647470,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-06-01,2026-06-12,1,GERENTE DE COMUNICACIÓN,GERENCIA DE COMUNICACIÓN,PROFESIONAL_ANALISTA
648623,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-04-12,2022-04-20,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
648623,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-09-05,2022-09-09,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
648623,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-04-20,2026-04-25,3,DECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
649043,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-02-16,2026-02-22,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
649043,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-04-13,2026-04-19,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
649043,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-06-12,2026-06-21,2,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
649043,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-08-21,2026-08-27,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
654372,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2020-09-17,2020-09-22,1,DIRECTOR DE LA UNIDAD DE BIENESTAR ESTUDIANTIL Y POLITÉCNICO,UNIDAD DE BIENESTAR ESTUDIANTIL Y POLITÉCNICO,PROFESIONAL_ANALISTA
654372,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2021-03-08,2021-03-11,1,DIRECTOR DE LA UNIDAD DE BIENESTAR ESTUDIANTIL Y POLITÉCNICO,UNIDAD DE BIENESTAR ESTUDIANTIL Y POLITÉCNICO,PROFESIONAL_ANALISTA
654372,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-03-02,2023-03-07,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ANALISTA
654372,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-07-31,2023-08-04,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ANALISTA
654372,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-11-13,2023-11-16,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ANALISTA
654570,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2020-03-09,2020-03-27,1,SECRETARIO ADMINISTRATIVO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
654583,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-10-20,2025-10-23,1,DIRECTOR DE ADQUISICIONES,DIRECCIÓN DE ADQUISICIONES,PROFESIONAL_ANALISTA
656754,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2022-05-13,2022-05-13,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
656754,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2024-01-12,2024-01-16,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
656754,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-06-20,2024-07-05,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
656754,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2025-01-20,2025-02-03,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
656754,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2025-03-17,2025-04-15,2,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
656754,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2025-12-26,2025-12-31,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
658687,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-01-03,2023-01-06,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
