IDPERSONA,TIPOEMPLEADO_DESC,CATEGORIA_CARGO,TRAMO_INICIO,TRAMO_FIN,N_CONTRATOS,CARGO_TRAMO,UNIDAD_TRAMO,CATEGORIA_CARGO_BASE_SIMULTANEA
9654,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2024-04-16,2024-04-27,2,DECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
9654,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2024-04-30,2024-05-15,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
9654,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2024-06-03,2024-06-21,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
9654,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2024-06-25,2024-06-29,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
9654,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2024-07-22,2024-07-25,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
9654,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2024-08-08,2024-08-08,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
9654,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2024-08-26,2024-08-31,1,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
9654,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2024-09-03,2024-10-03,2,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,DOCENTE_TITULAR_CARRERA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2020-02-26,2020-03-11,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2021-10-11,2021-10-15,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-03-20,2023-04-04,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-12-20,2023-12-29,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-03-11,2024-03-15,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-10-16,2024-10-18,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-12-04,2024-12-31,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-07-03,2025-07-09,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-10-19,2025-10-23,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-12-19,2025-12-31,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-01-05,2026-01-09,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
9834,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-08-17,2026-08-21,1,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL,PROFESIONAL_ANALISTA
11509,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-03-14,2022-03-25,1,DECANO(A),DECANATO DE VINCULACIÓN,DOCENTE_TITULAR_CARRERA
12422,DOCENTE,DOCENTE_TITULAR_CARRERA,2021-06-01,2022-11-13,3,PROFESOR TITULAR AUXILIAR 2 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,AUTORIDAD_ACADEMICA_SUPERIOR
12422,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2025-11-02,2025-11-06,1,DECANO(A),DECANATO DE VINCULACIÓN,DOCENTE_TITULAR_CARRERA
12422,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2025-11-08,2025-11-22,1,DECANO(A),DECANATO DE VINCULACIÓN,DOCENTE_TITULAR_CARRERA
13505,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-12-26,2024-12-31,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
13703,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2020-10-12,2020-10-20,1,DIRECTOR DE VINCULOS CON LA SOCIEDAD,DESCONOCIDA,PROFESIONAL_ANALISTA
13703,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2021-03-01,2021-03-12,1,DIRECTOR DE VINCULOS CON LA SOCIEDAD,DESCONOCIDA,PROFESIONAL_ANALISTA
13703,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2021-05-03,2021-05-07,1,DIRECTOR DE VINCULOS CON LA SOCIEDAD,UNIDAD DE VINCULACIÓN CON LA SOCIEDAD,PROFESIONAL_ANALISTA
13703,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2021-08-13,2021-08-13,1,DIRECTOR DE VINCULOS CON LA SOCIEDAD,DESCONOCIDA,PROFESIONAL_ANALISTA
13922,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2019-09-23,2019-09-26,1,DIRECTOR DE SERVICIOS GENERALES,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,ASISTENCIA_SECRETARIAL_OFICINA
13922,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2020-03-02,2020-03-29,2,DIRECTOR DE SERVICIOS GENERALES,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,ASISTENCIA_SECRETARIAL_OFICINA
13922,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2021-06-14,2021-06-21,1,DIRECTOR DE SERVICIOS GENERALES,DESCONOCIDA,ASISTENCIA_SECRETARIAL_OFICINA
13922,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-03-02,2022-03-11,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,ASISTENCIA_SECRETARIAL_OFICINA
13922,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-04-01,2022-04-08,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,ASISTENCIA_SECRETARIAL_OFICINA
14264,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-04-24,2023-04-28,1,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,PROFESIONAL_ANALISTA
14710,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2020-03-12,2020-06-03,1,DIRECTOR DEL CENTRO DE PROMOCIÓN Y EMPLEO,CENTRO DE PROMOCIÓN Y EMPLEO,PROFESIONAL_ANALISTA
26207,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-11-18,2022-11-26,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,PROFESIONAL_ANALISTA
26207,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-05-12,2023-05-18,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,PROFESIONAL_ANALISTA
26207,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-09-08,2023-09-08,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,PROFESIONAL_ANALISTA
26207,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-02-19,2024-03-01,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,PROFESIONAL_ANALISTA
26207,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-03-06,2024-03-08,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,PROFESIONAL_ANALISTA
26207,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-12-23,2025-01-08,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,PROFESIONAL_ANALISTA
36586,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2021-01-11,2021-01-11,1,SUBDECANO(A),DESCONOCIDA,DOCENTE_TITULAR_CARRERA
36586,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2021-04-05,2021-04-09,1,SUBDECANO(A),DESCONOCIDA,DOCENTE_TITULAR_CARRERA
36586,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-04-26,2026-04-30,1,SUBDECANO(A),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2020-03-05,2020-03-15,1,SUBDECANO(A),DESCONOCIDA,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2021-03-15,2021-03-19,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2021-05-05,2021-05-06,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2021-12-02,2021-12-03,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-03-07,2022-03-17,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-04-06,2022-04-19,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-05-02,2022-05-07,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-07-04,2022-07-10,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-08-31,2022-09-02,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-10-07,2022-10-07,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
43587,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2022-10-19,2022-10-26,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
53142,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-12-26,2024-12-31,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
53345,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-07-09,2024-07-11,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,PROFESIONAL_ANALISTA
53345,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-08-22,2024-08-22,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,PROFESIONAL_ANALISTA
53915,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-02-23,2023-02-24,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
53915,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-03-31,2023-03-31,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
53915,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-09-29,2023-10-15,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
53915,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-04-15,2024-04-19,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
53915,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-06-03,2024-06-14,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
53915,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-07-25,2024-09-13,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
53915,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-11-21,2024-12-06,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
53915,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-10-22,2025-10-22,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
53915,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-11-24,2025-12-05,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
53915,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-06-01,2026-06-05,1,DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
54860,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-11-17,2024-12-06,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
54860,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-09-10,2025-09-18,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
54860,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-06-13,2026-06-21,1,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,PROFESIONAL_ANALISTA
58621,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-03-02,2023-03-07,1,DIRECTOR DE ADQUISICIONES,DIRECCIÓN DE ADQUISICIONES,PROFESIONAL_ANALISTA
58621,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-05-16,2024-05-23,1,DIRECTOR DE ADQUISICIONES,DIRECCIÓN DE ADQUISICIONES,PROFESIONAL_ANALISTA
58621,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-04-20,2026-05-05,1,DIRECTOR DE ADQUISICIONES,DIRECCIÓN DE ADQUISICIONES,PROFESIONAL_ANALISTA
59524,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-12-19,2025-12-31,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ANALISTA
59524,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-03-16,2026-03-22,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ANALISTA
59524,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-04-20,2026-05-04,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ANALISTA
59524,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-07-15,2026-07-22,1,GERENTE DE BIENESTAR POLITÉCNICO,GERENCIA DE BIENESTAR POLITÉCNICO,PROFESIONAL_ANALISTA
59852,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2020-11-04,2020-11-06,1,DIRECTOR DE ADQUISICIONES Y SUMINISTROS,DIRECCIÓN DE ADQUISICIONES Y SUMINISTROS,PROFESIONAL_ANALISTA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2025-04-01,2025-12-24,11,DECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2025-12-26,2025-12-31,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-01-27,2026-01-30,1,DECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-02-02,2026-02-06,1,DECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-02-18,2026-03-03,4,DECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-03-10,2026-03-10,1,DECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-03-12,2026-03-30,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-04-24,2026-04-30,1,DECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-05-16,2026-05-16,1,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-05-24,2026-05-30,2,DECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60559,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2026-08-31,,2,DECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,DOCENTE_TITULAR_CARRERA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-04-04,2023-04-06,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-10-23,2023-10-26,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-02-05,2024-02-09,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-02-21,2024-02-22,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-02-26,2024-02-29,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-03-27,2024-03-28,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-07-08,2024-07-12,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-07-17,2024-07-19,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-08-13,2024-08-16,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-09-09,2024-09-27,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-11-19,2024-12-03,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-02-10,2025-02-10,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-03-05,2025-03-14,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-08-18,2025-08-22,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-09-15,2025-09-26,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-10-28,2025-10-31,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
60737,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-12-15,2025-12-31,1,DIRECTOR DE DESARROLLO DE APLICACIONES,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,PROFESIONAL_ANALISTA
