IDPERSONA,IDESTRUCTURAORGANICA,UNIDAD_FUNCION,FUNCION_ADICIONAL,CATEGORIA_FUNCION_ADICIONAL,ES_SUBROGACION,ROL_SUBROGADO,CATEGORIA_ROL_SUBROGADO,NIVEL_FUNCION,DETALLE_NIVEL_FUNCION,FECHA_DESDE,FECHA_HASTA,DURACION_DIAS,ES_REPRESENTANTE_ESTUDIANTIL,ES_RUIDO_CALIDAD_DATOS,ES_DUPLICADO_EXACTO,ES_RUIDO_FUERA_DE_POBLACION,TIPOEMPLEADO_CONTRATO_DURANTE,CATEGORIA_CARGO_CONTRATO_DURANTE,ES_COINCIDENTE_CONTRATO
921,61,FACULTAD DE CIENCIAS DE LA VIDA,Miembro del consejo directivo,OTROS_AA,False,,,,,2015-10-14,2018-10-13,1095,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
921,61,FACULTAD DE CIENCIAS DE LA VIDA,Coordinador de prácticas empresariales,JEFATURA_SUPERVISION_OPERATIVA,False,,,GRADO,Nutrición y Dietética,2018-10-19,2020-01-19,457,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
921,61,FACULTAD DE CIENCIAS DE LA VIDA,Miembro del consejo directivo,OTROS_AA,False,,,,,2019-02-01,2022-01-31,1095,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
921,61,FACULTAD DE CIENCIAS DE LA VIDA,Coordinador de prácticas empresariales,JEFATURA_SUPERVISION_OPERATIVA,False,,,GRADO,Nutrición y Dietética,2020-01-20,2020-02-21,32,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
921,61,FACULTAD DE CIENCIAS DE LA VIDA,Miembro del consejo politécnico,OTROS_AA,False,,,,,2022-09-01,2025-03-31,942,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Miembro del consejo directivo,OTROS_AA,False,,,,,2015-10-14,2022-12-31,2635,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Miembro del consejo directivo,OTROS_AA,False,,,,,2015-10-14,2018-10-13,1095,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Miembro del consejo directivo,OTROS_AA,False,,,,,2019-02-01,2022-01-31,1095,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2019-03-26,2019-04-05,10,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2019-04-17,2019-04-18,1,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2021-03-15,2021-03-19,4,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2021-06-14,2021-06-18,4,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2021-09-27,2021-10-01,4,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-03-18,2022-03-25,7,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-03-28,2022-04-21,24,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-07-04,2022-07-12,8,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-09-02,2022-09-11,9,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-09-04,2022-09-11,7,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-09-15,2022-09-30,15,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-10-10,2022-10-16,6,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-10-30,2022-11-05,6,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Miembro del consejo directivo,OTROS_AA,False,,,,,2023-12-01,2026-11-30,1095,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
923,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2024-04-21,2024-04-25,4,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
931,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,False,,,,,2016-01-12,2017-08-13,579,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
946,47,GERENCIA FINANCIERA,Gerente,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,False,,,,,2018-06-18,2018-06-30,12,False,False,False,False,ADMINISTRATIVO,PROFESIONAL_ANALISTA,False
953,22,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,Miembro del consejo directivo - trabajadores,OTROS_AA,False,,,,,2016-05-09,2018-05-08,729,False,False,False,False,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Director académico y de investigación,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,False,,,,,2021-02-01,2022-11-12,649,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2021-09-27,2021-10-01,4,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-03-07,2022-03-09,2,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-03-14,2022-03-25,11,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-04-22,2022-04-27,5,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-05-26,2022-06-04,9,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-07-04,2022-07-08,4,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-09-07,2022-09-15,8,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2022-10-31,2022-11-01,1,False,False,False,False,DOCENTE,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,False,,,,,2022-11-13,2024-02-07,451,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,False,,,,,2022-11-14,2022-11-14,0,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-02-06,2023-02-11,5,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-03-20,2023-04-04,15,False,False,False,False,DOCENTE,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-04-13,2023-04-15,2,False,False,False,False,DOCENTE,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-04-21,2023-04-26,5,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-08-21,2023-08-25,4,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-09-18,2023-09-25,7,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-11-13,2023-11-16,3,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2024-01-07,2024-01-13,6,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
955,26,ESCUELA DE POSTGRADO EN ADMINISTRACIÓN DE EMPRESAS,Coordinador general de postgrado,JEFATURA_SUPERVISION_OPERATIVA,False,,,,,2024-02-01,2024-02-27,26,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
958,12,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,Coordinador de programa de postgrado,JEFATURA_SUPERVISION_OPERATIVA,False,,,POSGRADO,Maestría en Educación,2021-09-30,2025-09-30,1461,False,False,False,False,ADMINISTRATIVO,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,False
968,16,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,Miembro del consejo directivo - trabajadores,OTROS_AA,False,,,,,2016-05-09,2018-05-08,729,False,False,False,False,,,
972,12,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,Miembro del consejo directivo - trabajadores,OTROS_AA,False,,,,,2021-11-22,2023-11-21,729,False,False,False,False,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,False
975,25,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,Miembro del consejo directivo - trabajadores,OTROS_AA,False,,,,,2016-05-09,2018-05-08,729,False,False,False,False,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,False
981,12,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,Coordinador de carrera,JEFATURA_SUPERVISION_OPERATIVA,False,,,GRADO,Ingeniería en Logística y Transporte,2016-12-06,2017-01-08,33,False,False,False,False,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,False
981,12,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,Coordinador de carrera,JEFATURA_SUPERVISION_OPERATIVA,False,,,GRADO,Logistica y Transporte,2017-01-09,2017-01-15,6,False,False,False,False,DOCENTE,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,False
981,12,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,Coordinador de programa de postgrado,JEFATURA_SUPERVISION_OPERATIVA,False,,,POSGRADO,Maestría en Ingeniería de Transporte y Movilidad Sostenible,2025-02-19,2025-05-22,92,False,False,False,False,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,False
986,16,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,Coordinador de programa de postgrado,JEFATURA_SUPERVISION_OPERATIVA,False,,,POSGRADO,Doctorado en Ciencias Computacionales Aplicadas,2025-10-01,2025-11-17,47,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
986,16,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,Miembro del consejo directivo,OTROS_AA,False,,,,,2025-10-01,2028-09-30,1095,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
986,16,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,Coordinador de programa de postgrado,JEFATURA_SUPERVISION_OPERATIVA,False,,,POSGRADO,Doctorado en Ciencias Computacionales Aplicadas,2026-02-06,2026-03-16,38,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
988,16,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,Coordinador de programa de postgrado,JEFATURA_SUPERVISION_OPERATIVA,False,,,POSGRADO,Doctorado en Ciencias Computacionales Aplicadas,2018-12-18,2025-09-30,2478,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
999,5,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,Gerente,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,False,,,,,2022-09-01,,1475,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Miembro del consejo directivo,OTROS_AA,False,,,,,2015-10-14,2018-10-13,1095,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Miembro del consejo directivo,OTROS_AA,False,,,,,2019-02-01,2022-01-31,1095,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2019-04-01,2019-04-07,6,False,False,False,False,ADMINISTRATIVO,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,False
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2019-05-13,2019-05-21,8,False,False,False,False,ADMINISTRATIVO,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,False
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2019-06-17,2019-07-30,43,False,False,False,False,ADMINISTRATIVO,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,False
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2020-03-02,2020-03-10,8,False,False,False,False,ADMINISTRATIVO,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,False
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2020-03-16,2020-03-20,4,False,False,False,False,ADMINISTRATIVO,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,False
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-03-12,2026-03-14,2,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-03-23,2026-04-02,10,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-03-26,2026-03-29,3,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Subrogación,OTROS_AA,True,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-07-12,2026-07-18,6,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1001,61,FACULTAD DE CIENCIAS DE LA VIDA,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-09-10,2026-09-16,6,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
1006,16,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,Coordinador de prácticas empresariales,JEFATURA_SUPERVISION_OPERATIVA,False,,,GRADO,Telecomunicaciones,2018-01-22,2021-02-19,1124,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
1006,16,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,Miembro del consejo politécnico,OTROS_AA,False,,,,,2020-01-14,2022-12-10,1061,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
1006,16,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,Miembro del consejo politécnico,OTROS_AA,False,,,,,2022-12-11,2025-12-10,1095,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
1006,16,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,Coordinador de carrera,JEFATURA_SUPERVISION_OPERATIVA,False,,,GRADO,Telecomunicaciones,2024-02-19,,939,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Miembro del consejo directivo,OTROS_AA,False,,,,,2016-12-14,2019-12-13,1094,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,False,,,,,2020-07-01,2022-11-12,864,False,False,False,False,DOCENTE,DOCENTE_TITULAR_CARRERA,False
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subdecano,AUTORIDAD_ACADEMICA_SUPERIOR,False,,,,,2022-11-13,,1402,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-02-07,2023-02-11,4,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-08-28,2023-08-29,1,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-08-31,2023-09-08,8,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-10-10,2023-10-13,3,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-10-31,2023-11-05,5,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-11-08,2023-11-10,2,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-11-24,2023-11-24,0,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2023-11-28,2023-11-28,0,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2025-01-10,2025-01-10,0,False,False,False,False,DOCENTE,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,False
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2025-01-28,2025-01-30,2,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2025-04-28,2025-05-01,3,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2025-06-02,2025-06-12,10,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2025-09-29,2025-10-03,4,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2025-10-19,2025-10-23,4,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2025-11-05,2025-11-09,4,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-01-27,2026-01-30,3,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-03-25,2026-03-27,2,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-03-30,2026-03-30,0,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-04-09,2026-04-24,15,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-07-12,2026-07-13,1,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
1013,17,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,Subrogación,OTROS_AA,True,Decano,AUTORIDAD_ACADEMICA_SUPERIOR,,,2026-08-11,2026-08-11,0,False,False,False,False,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,True
