IDPERSONA,TIPOEMPLEADO_ORIGEN,CATEGORIA_ORIGEN,TIPOEMPLEADO_DESTINO,CATEGORIA_DESTINO,TIPO_TRANSICION,FECHA_FIN_ORIGEN,FECHA_INICIO_DESTINO,GAP_DIAS
1598,ADMINISTRATIVO,PROFESIONAL_ANALISTA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2025-01-31,2025-02-01,1
1606,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DD_A_DD,1997-10-03,2001-10-01,1459
1606,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2005-01-27,2005-01-28,1
1614,ADMINISTRATIVO,OTROS_AA,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2006-12-30,2011-06-01,1614
1614,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2014-12-31,2015-01-01,1
1614,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2015-09-30,2015-10-01,1
1616,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2004-08-14,2006-08-01,717
1616,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,2007-09-30,2007-10-01,1
1616,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2013-06-01,2023-11-01,3805
1628,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,2007-12-30,2008-01-01,2
1644,ADMINISTRATIVO,OTROS_AA,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2000-12-30,2001-01-01,2
1644,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,2014-12-31,2015-01-01,1
1644,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2015-10-18,2015-10-19,1
1660,ADMINISTRATIVO,PROFESIONAL_ANALISTA,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,1997-11-30,2002-10-21,1786
1662,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,AA_A_DD,1998-10-09,2003-12-15,1893
1668,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,1998-03-30,2001-02-01,1039
1668,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2003-11-30,2004-05-17,169
1670,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2016-05-08,2019-09-30,1240
1670,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2019-11-01,2021-07-14,621
1670,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2022-03-15,2022-03-26,11
1670,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2022-04-01,2022-05-11,40
1670,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2022-05-27,2022-07-26,60
1670,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2022-07-30,2022-10-07,69
1670,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2024-02-07,2024-02-08,1
1670,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2025-02-14,2025-08-25,192
1670,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2025-12-31,2026-01-27,27
1674,DOCENTE,DOCENTE_TITULAR_CARRERA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,DD_A_AA,1995-08-22,1996-01-15,146
1674,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,1998-01-14,2011-10-01,5008
1676,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2014-12-31,2015-01-01,1
1676,ADMINISTRATIVO,PROFESIONAL_ANALISTA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2021-07-31,2021-08-01,1
1681,ADMINISTRATIVO,OTROS_AA,DOCENTE,DOCENTE_INVESTIGADOR,AA_A_DD,2005-08-30,2011-09-01,2193
1681,DOCENTE,DOCENTE_INVESTIGADOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2012-09-01,2016-08-01,1430
1681,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2016-10-19,2016-12-15,57
1681,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2017-02-21,2017-02-22,1
1681,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2017-03-15,2017-03-16,1
1681,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2017-03-21,2017-03-22,1
1681,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2017-04-11,2017-04-12,1
1681,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2017-04-17,2017-04-18,1
1681,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2017-07-15,2017-07-16,1
1681,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2017-07-20,2017-07-21,1
1681,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2017-09-07,2017-09-08,1
1681,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2017-09-11,2017-09-12,1
1681,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2017-09-17,2017-11-24,68
1681,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2017-11-29,2018-01-01,33
1688,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,AA_A_DD,2002-03-30,2014-10-01,4568
1688,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2020-03-31,2020-04-01,1
1689,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,TECNICO_DOCENTE_APOYO,DD_A_DD,2017-12-31,2018-01-01,1
1697,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,TECNICO_DOCENTE_APOYO,DD_A_DD,2012-05-16,2021-05-25,3296
1701,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,TECNICO_DOCENTE_APOYO,DD_A_DD,2020-02-21,2023-05-29,1193
1718,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,SERVICIOS_GENERALES_OFICIOS,AA_A_AA,2012-12-31,2013-01-01,1
1718,ADMINISTRATIVO,SERVICIOS_GENERALES_OFICIOS,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2022-12-31,2023-01-01,1
1742,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2001-05-30,2010-05-17,3274
1745,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2011-10-09,2011-10-10,1
1760,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,AA_A_DD,1998-11-30,2002-10-21,1421
1787,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2008-12-31,2009-01-01,1
1790,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,2000-04-07,2000-04-08,1
1790,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2001-06-30,2001-07-01,1
1790,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,2008-12-31,2009-01-01,1
1790,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2014-12-31,2015-01-01,1
1794,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,1997-12-31,1998-01-01,1
1842,ADMINISTRATIVO,OTROS_AA,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2001-12-30,2002-11-01,306
1842,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,OTROS_AA,AA_A_AA,2007-09-30,2007-10-01,1
1842,ADMINISTRATIVO,OTROS_AA,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,AA_A_AA,2008-12-31,2009-01-01,1
1842,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,OTROS_AA,AA_A_AA,2009-12-31,2010-01-01,1
1842,ADMINISTRATIVO,OTROS_AA,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,AA_A_AA,2014-12-31,2015-01-01,1
1848,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,TECNICO_DOCENTE_APOYO,DD_A_DD,2012-06-24,2013-10-14,477
1848,DOCENTE,TECNICO_DOCENTE_APOYO,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DD_A_DD,2013-12-31,2015-05-01,486
1848,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2020-03-31,2020-04-01,1
1848,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2026-04-02,2026-08-28,148
1857,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,ADMINISTRATIVO,OTROS_AA,AA_A_AA,2000-07-30,2001-03-01,214
1857,ADMINISTRATIVO,OTROS_AA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2001-08-31,2007-04-16,2054
1857,ADMINISTRATIVO,PROFESIONAL_ANALISTA,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,AA_A_DD,2008-10-15,2014-05-12,2035
1857,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2015-02-28,2015-03-01,1
1878,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2006-12-31,2007-01-01,1
1878,ADMINISTRATIVO,PROFESIONAL_ANALISTA,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,AA_A_AA,2021-11-30,2021-12-01,1
1888,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2000-05-30,2000-09-01,94
1888,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2003-05-30,2015-03-01,4293
1889,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,DD_A_AA,2001-05-05,2001-05-21,16
1889,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,AA_A_DD,2002-09-27,2002-10-21,24
1890,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2004-05-30,2005-12-01,550
1890,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,2014-12-24,2015-01-01,8
1891,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2004-08-15,2004-08-16,1
1891,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,AA_A_DD,2004-11-15,2013-05-13,3101
1903,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DD_A_DD,2011-09-24,2015-05-01,1315
1903,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2023-05-31,2023-06-01,1
1933,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2016-07-31,2016-08-01,1
1933,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2022-11-12,2022-11-13,1
1935,ADMINISTRATIVO,OTROS_AA,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2008-09-26,2012-06-28,1371
1935,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2021-04-30,2021-11-23,207
1935,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2022-02-25,2022-03-07,10
1935,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2022-03-18,2022-03-28,10
1935,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2022-04-22,2022-04-25,3
1935,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2022-04-25,2022-05-03,8
1935,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2022-07-08,2022-09-05,59
1935,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2022-09-09,2022-10-03,24
1947,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,DD_A_AA,2003-07-27,2004-02-12,200
1947,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2005-02-11,2005-03-13,30
1961,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DD_A_DD,2015-12-31,2016-01-01,1
1961,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2016-07-31,2016-08-01,1
1961,DOCENTE,DOCENTE_TITULAR_CARRERA,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,DD_A_AA,2024-12-15,2024-12-16,1
1971,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2022-11-12,2022-11-13,1
1977,DOCENTE,DOCENTE_TITULAR_CARRERA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,DD_A_AA,2004-03-08,2004-05-01,54
1977,ADMINISTRATIVO,PROFESIONAL_ANALISTA,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2005-04-30,2005-05-16,16
1980,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2022-12-31,2023-01-01,1
1991,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2003-09-27,2003-09-29,2
1991,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2004-05-17,2004-05-18,1
1991,ADMINISTRATIVO,PROFESIONAL_ANALISTA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2004-06-15,2006-06-01,716
1991,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2008-12-31,2010-10-01,639
2022,ADMINISTRATIVO,OTROS_AA,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2004-12-15,2005-03-16,91
2022,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2008-12-31,2009-01-01,1
2022,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2009-12-31,2010-01-01,1
2022,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2014-12-31,2015-01-01,1
2031,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,2000-12-30,2001-01-01,2
2031,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2010-12-31,2015-03-09,1529
2031,ADMINISTRATIVO,PROFESIONAL_ANALISTA,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,AA_A_AA,2022-11-13,2022-11-14,1
2045,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2014-12-31,2015-01-01,1
2049,ADMINISTRATIVO,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,2004-07-30,2005-01-01,155
2049,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2006-12-31,2007-01-01,1
2052,ADMINISTRATIVO,PROFESIONAL_ANALISTA,DOCENTE,TECNICO_DOCENTE_APOYO,AA_A_DD,2005-09-30,2008-01-01,823
2052,DOCENTE,TECNICO_DOCENTE_APOYO,ADMINISTRATIVO,PROFESIONAL_ANALISTA,DD_A_AA,2008-12-31,2009-01-01,1
2052,ADMINISTRATIVO,PROFESIONAL_ANALISTA,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,AA_A_DD,2013-06-01,2014-10-01,487
2052,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,TECNICO_DOCENTE_APOYO,DD_A_DD,2020-02-21,2020-02-22,1
2052,DOCENTE,TECNICO_DOCENTE_APOYO,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DD_A_DD,2022-03-13,2022-03-14,1
2058,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2003-08-30,2009-01-01,1951
2058,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2010-06-30,2015-10-19,1937
2067,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,TECNICO_DOCENTE_APOYO,DD_A_DD,2017-09-22,2017-10-04,12
2069,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2000-03-03,2000-03-04,1
2069,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2003-09-27,2010-05-17,2424
2081,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DD_A_DD,2006-08-31,2014-10-01,2953
2081,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2015-02-28,2015-03-01,1
2097,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2016-09-30,2016-10-01,1
2097,ADMINISTRATIVO,PROFESIONAL_ANALISTA,DOCENTE,TECNICO_DOCENTE_APOYO,AA_A_DD,2017-10-16,2019-03-01,501
2098,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2025-04-04,2025-07-07,94
2105,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,OTROS_AA,AA_A_AA,2003-09-14,2003-09-15,1
2105,ADMINISTRATIVO,OTROS_AA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2004-06-30,2004-07-01,1
2105,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,ADMINISTRATIVO,OTROS_AA,AA_A_AA,2009-12-31,2010-01-01,1
2105,ADMINISTRATIVO,OTROS_AA,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,AA_A_AA,2014-12-31,2015-01-01,1
2146,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,PROFESIONAL_ANALISTA,AA_A_AA,2014-12-31,2015-01-01,1
2147,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2016-07-31,2016-08-01,1
2161,ADMINISTRATIVO,PROFESIONAL_ANALISTA,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2010-02-28,2012-03-01,732
2161,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2014-10-05,2014-10-06,1
2161,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2016-01-11,2016-01-12,1
2167,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,TECNICO_DOCENTE_APOYO,DD_A_DD,2016-09-23,2023-06-15,2456
2178,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2014-09-30,2014-10-01,1
2178,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2016-04-12,2016-04-13,1
2178,DOCENTE,DOCENTE_TITULAR_CARRERA,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DD_A_DD,2019-09-30,2019-10-01,1
2178,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,DD_A_DD,2021-05-02,2021-05-03,1
2194,DOCENTE,DOCENTE_TITULAR_CARRERA,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,DD_A_AA,2005-03-08,2005-05-01,54
2194,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2005-12-30,2006-05-15,136
2196,ADMINISTRATIVO,PROFESIONAL_ANALISTA,DOCENTE,TECNICO_DOCENTE_APOYO,AA_A_DD,2018-12-31,2023-05-30,1611
2203,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2000-05-30,2000-06-01,2
2203,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,DOCENTE,DOCENTE_TITULAR_CARRERA,AA_A_DD,2003-03-30,2003-12-01,246
2208,DOCENTE,TECNICO_DOCENTE_APOYO,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,DD_A_DD,2014-10-31,2020-02-22,1940
2237,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2002-12-30,2003-02-13,45
2237,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,2003-03-21,2003-04-21,31
2237,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,AA_A_AA,2004-06-30,2004-07-01,1
2237,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,AA_A_AA,2008-12-31,2009-01-01,1
