IDPERSONA,TIPOEMPLEADO_DESC,CATEGORIA_CARGO,TRAMO_INICIO,TRAMO_FIN,N_CONTRATOS,CARGO_TRAMO,UNIDAD_TRAMO
97773,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2021-01-04,,27,ANALISTA DE INFRAESTRUCTURA FÍSICA 2,GERENCIA DE INFRAESTRUCTURA FÍSICA
97829,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-10,,9,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
97836,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-08-03,2022-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE INFRAESTRUCTURA FÍSICA
97836,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2023-08-01,2025-06-01,5,ASISTENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA
97845,DOCENTE,TECNICO_DOCENTE_APOYO,2023-05-15,2025-02-14,7,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
97846,DOCENTE,TECNICO_DOCENTE_APOYO,2023-03-01,2023-12-31,2,TÉCNICO DE INVESTIGACIÓN 1 (MT),DECANATO DE INVESTIGACIÓN
97853,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2023-01-09,2023-02-28,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
97853,DOCENTE,TECNICO_DOCENTE_APOYO,2023-03-01,2024-05-31,3,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
97876,DOCENTE,TECNICO_DOCENTE_APOYO,2023-03-01,2023-06-05,1,TÉCNICO DE INVESTIGACIÓN 1 (TC),DECANATO DE INVESTIGACIÓN
97894,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-05-11,2022-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
97894,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2023-01-09,2023-02-28,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
97926,DOCENTE,TECNICO_DOCENTE_APOYO,2023-09-20,2024-09-20,5,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES
97926,DOCENTE,TECNICO_DOCENTE_APOYO,2024-09-23,,8,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES
97928,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-03,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL"
97928,DOCENTE,TECNICO_DOCENTE_APOYO,2024-06-03,,10,TÉCNICO DE INVESTIGACIÓN 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL"
97933,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2021-06-01,2021-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98030,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-04-26,2017-12-31,1,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA
98030,DOCENTE,TECNICO_DOCENTE_APOYO,2018-01-01,2020-02-21,4,TECNICO DOCENTE 1,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98034,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-04-26,2023-05-31,16,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS DE LA VIDA
98034,DOCENTE,DOCENTE_TITULAR_CARRERA,2023-06-01,,29,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98037,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-10-01,2021-12-31,8,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98037,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-01-12,2023-02-17,4,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98038,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-10-01,,29,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98040,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-10-01,,32,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98044,DOCENTE,TECNICO_DOCENTE_APOYO,2023-09-20,,10,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES
98053,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2021-06-14,2021-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,CENTRO DE ESTUDIOS ASIA-PACÍFICO
98053,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-01-06,2022-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,CENTRO DE ESTUDIOS ASIA-PACÍFICO
98053,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-16,2025-02-16,6,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
98113,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-03,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
98201,DOCENTE,TECNICO_DOCENTE_APOYO,2023-09-20,2023-12-31,1,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES
98214,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2021-12-01,2022-10-06,4,ASISTENTE EJECUTIVA 1,CENTRO NACIONAL DE ACUICULTURA E INVESTIGACIONES MARINAS
98233,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2023-07-25,2023-11-25,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS DE INVESTIGACIÓN,CENTRO INTERNACIONAL DEL PACÍFICO PARA LA REDUCCIÓN DEL RIESGO DE DESASTRES
98256,DOCENTE,TECNICO_DOCENTE_APOYO,2023-03-01,2024-04-08,3,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
98296,ADMINISTRATIVO,SERVICIOS_GENERALES_OFICIOS,2017-05-25,2022-12-31,13,CHOFER,DIRECCIÓN DE SERVICIOS GENERALES
98296,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2023-01-03,,19,ASISTENTE ADMINISTRATIVO,GERENCIA ADMINISTRATIVA
98297,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2017-05-25,,22,AUXILIAR DE SERVICIOS DE MANTENIMIENTO,"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL"
98299,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2017-05-25,,49,AUXILIAR DE SERVICIOS DE MANTENIMIENTO,DIRECCIÓN DE SERVICIOS GENERALES
98307,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2017-05-25,2018-09-30,2,AUXILIAR DE SERVICIOS DE MANTENIMIENTO,DIRECCIÓN DE SERVICIOS GENERALES
98307,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2018-10-01,,40,TÉCNICO DE ARCHIVO Y DIGITALIZACIÓN,DIRECCIÓN DE LA SECRETARÍA TÉCNICA ACADEMICA
98308,ADMINISTRATIVO,SERVICIOS_GENERALES_OFICIOS,2017-05-25,2022-12-31,12,JARDINERO/TRABAJADOR DEL DEPARTAMENTO DE GESTIÒN AMBIENTAL,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
98308,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2023-01-01,,19,AUXILIAR DE SERVICIOS,DIRECCIÓN DE SERVICIOS GENERALES
98309,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2017-05-25,,38,AUXILIAR DE SERVICIOS,GERENCIA DE BIENESTAR POLITÉCNICO
98310,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2017-05-25,2024-12-31,22,AUXILIAR DE SERVICIOS DE MANTENIMIENTO,DIRECCION DE SEGURIDAD FISICA
98310,ADMINISTRATIVO,SERVICIOS_GENERALES_OFICIOS,2025-01-01,2025-05-31,1,GUARDIA DE SEGURIDAD/GUARDIA ARMADO/VIGILANTE UNIFORMADO,DIRECCION DE SEGURIDAD FISICA
98311,ADMINISTRATIVO,SERVICIOS_GENERALES_OFICIOS,2017-05-25,2023-03-27,17,JARDINERO/TRABAJADOR DEL DEPARTAMENTO DE GESTIÒN AMBIENTAL,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
98340,DOCENTE,TECNICO_DOCENTE_APOYO,2022-10-17,2023-07-31,3,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98342,DOCENTE,TECNICO_DOCENTE_APOYO,2023-01-03,2023-12-31,3,TÉCNICO DE INVESTIGACIÓN 1 (TC),DECANATO DE INVESTIGACIÓN
98344,DOCENTE,TECNICO_DOCENTE_APOYO,2023-03-01,2023-12-31,3,TÉCNICO DE INVESTIGACIÓN 1 (TC),"VICERRECTORADO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN"
98357,DOCENTE,TECNICO_DOCENTE_APOYO,2023-06-14,2024-04-08,3,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
98372,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2021-10-20,2021-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98372,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-06-06,2022-09-30,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98372,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-10-03,2022-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98376,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2021-10-20,2021-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98376,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-01-06,2022-09-28,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98380,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-05,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
98398,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-11-08,2022-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98413,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-03,2023-12-31,1,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
98413,DOCENTE,TECNICO_DOCENTE_APOYO,2025-03-05,2025-12-31,3,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98413,DOCENTE,TECNICO_DOCENTE_APOYO,2026-06-15,,1,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS
98417,DOCENTE,TECNICO_DOCENTE_APOYO,2023-02-06,2025-05-30,7,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
98417,DOCENTE,TECNICO_DOCENTE_APOYO,2025-10-03,2025-12-31,1,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN
98433,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2021-05-19,2021-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98433,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-02-01,2022-09-23,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98433,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-10-05,2022-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98433,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2023-01-09,2023-02-28,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98433,DOCENTE,TECNICO_DOCENTE_APOYO,2023-03-01,2023-08-31,1,TÉCNICO DE INVESTIGACIÓN 1 (TC),DECANATO DE INVESTIGACIÓN
98467,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-05,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
98468,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-05,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
98473,DOCENTE,TECNICO_DOCENTE_APOYO,2023-03-01,2023-12-31,2,TÉCNICO DE INVESTIGACIÓN 1 (MT),DECANATO DE INVESTIGACIÓN
98482,DOCENTE,TECNICO_DOCENTE_APOYO,2023-06-05,,13,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
98513,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2021-07-27,2021-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,UNIDAD DE VINCULACIÓN CON LA SOCIEDAD
98536,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-05,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98544,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2021-06-09,2021-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98544,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-01-06,2022-02-28,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98581,DOCENTE,TECNICO_DOCENTE_APOYO,2025-05-12,,3,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR
98590,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2021-06-09,2021-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98590,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-05-25,2022-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98590,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2023-01-09,2023-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98590,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2024-01-08,2024-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
98610,DOCENTE,TECNICO_DOCENTE_APOYO,2024-11-15,2024-12-31,1,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98610,DOCENTE,TECNICO_DOCENTE_APOYO,2025-09-01,2025-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98610,DOCENTE,TECNICO_DOCENTE_APOYO,2026-07-21,,1,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98657,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-03,2023-12-31,1,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98678,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-05,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98684,DOCENTE,TECNICO_DOCENTE_APOYO,2026-01-05,2026-05-08,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98686,DOCENTE,TECNICO_DOCENTE_APOYO,2023-03-01,2023-12-31,2,TÉCNICO DE INVESTIGACIÓN 1 (TC),DECANATO DE INVESTIGACIÓN
98686,DOCENTE,TECNICO_DOCENTE_APOYO,2026-06-01,,1,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98706,DOCENTE,TECNICO_DOCENTE_APOYO,2023-05-02,2023-08-27,1,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98706,DOCENTE,TECNICO_DOCENTE_APOYO,2025-10-01,2026-02-13,2,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98706,DOCENTE,TECNICO_DOCENTE_APOYO,2026-03-09,,2,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98732,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-10-12,2022-12-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98732,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2023-01-09,2023-02-28,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98732,DOCENTE,TECNICO_DOCENTE_APOYO,2023-03-01,2023-12-31,3,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98732,DOCENTE,TECNICO_DOCENTE_APOYO,2024-11-18,2024-12-31,1,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
98757,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-03,2023-12-31,2,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
98757,DOCENTE,TECNICO_DOCENTE_APOYO,2026-01-05,,4,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
98780,DOCENTE,TECNICO_DOCENTE_APOYO,2023-02-13,,17,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
98828,DOCENTE,TECNICO_DOCENTE_APOYO,2023-06-27,2024-08-31,5,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98838,DOCENTE,TECNICO_DOCENTE_APOYO,2023-11-01,2023-12-31,2,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98842,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-03,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
98842,DOCENTE,TECNICO_DOCENTE_APOYO,2025-09-22,,5,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
98851,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-05,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
98855,DOCENTE,TECNICO_DOCENTE_APOYO,2023-05-15,2026-02-13,11,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN
98856,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2022-11-01,2022-11-30,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN
98892,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-03,2024-05-05,5,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
98892,DOCENTE,TECNICO_DOCENTE_APOYO,2024-05-13,,13,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES
98896,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-03,2023-12-31,2,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
98923,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2017-05-25,,59,AUXILIAR DE SERVICIOS DE MANTENIMIENTO,DIRECCIÓN DE SERVICIOS GENERALES
98935,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-05-01,2017-12-31,1,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA
98935,DOCENTE,TECNICO_DOCENTE_APOYO,2018-01-01,2019-12-31,2,TECNICO DOCENTE 4,DIRECCIÓN DE ADMISIONES
98935,DOCENTE,TECNICO_DOCENTE_APOYO,2020-02-03,2020-05-31,1,TECNICO DOCENTE 4,DIRECCIÓN DE ADMISIONES
98935,DOCENTE,TECNICO_DOCENTE_APOYO,2021-06-01,2021-08-31,1,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES
98935,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2021-10-04,2022-02-18,2,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98935,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-10,2023-12-31,1,TÉCNICO DOCENTE 3 (MT),DIRECCIÓN DE ADMISIONES
98936,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-05-01,2017-12-31,1,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA
98936,DOCENTE,TECNICO_DOCENTE_APOYO,2018-01-01,2019-12-31,2,TECNICO DOCENTE 4,DIRECCIÓN DE ADMISIONES
98936,DOCENTE,TECNICO_DOCENTE_APOYO,2020-02-03,2020-05-31,1,TECNICO DOCENTE 4,DIRECCIÓN DE ADMISIONES
98936,DOCENTE,TECNICO_DOCENTE_APOYO,2021-05-25,2021-10-03,1,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES
98936,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2021-10-04,,18,PROFESOR NO TITULAR OCASIONAL (TC),DECANATO DE GRADO
98950,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-05-02,2017-09-22,1,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA
98956,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2017-05-15,2021-09-17,5,AYUDANTE DE SERVICIOS ADMINISTRATIVOS,CENTRO NACIONAL DE ACUICULTURA E INVESTIGACIONES MARINAS
98960,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2017-07-01,,35,ANALISTA DE ARCHIVO,SECRETARIA ADMINISTRATIVA
98962,DOCENTE,TECNICO_DOCENTE_APOYO,2021-05-25,2021-12-31,1,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES
98966,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2020-02-22,2020-03-01,1,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
98968,DOCENTE,TECNICO_DOCENTE_APOYO,2023-09-20,2023-12-31,1,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES
98971,DOCENTE,TECNICO_DOCENTE_APOYO,2021-05-25,2021-08-31,1,TÉCNICO DOCENTE 4 (MT),DIRECCIÓN DE ADMISIONES
98973,DOCENTE,TECNICO_DOCENTE_APOYO,2018-05-01,,25,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
98980,DOCENTE,TECNICO_DOCENTE_APOYO,2021-05-25,2021-08-31,1,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES
98980,DOCENTE,TECNICO_DOCENTE_APOYO,2021-10-11,2021-12-31,1,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES
98980,DOCENTE,TECNICO_DOCENTE_APOYO,2023-05-29,,12,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES
98984,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2017-06-01,2017-06-30,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,GERENCIA DE COMUNICACIÓN SOCIAL Y ASUNTOS PÚBLICOS
98984,ADMINISTRATIVO,SERVICIOS_GENERALES_OFICIOS,2017-07-01,,25,OPERADOR DE ACABADOS DE IMPRESIÒN,GERENCIA DE COMUNICACIÓN
