IDPERSONA,CARGO,UNIDAD,INICIO,FIN,DURACION_ANIOS,ES_SIGNIFICATIVO,ES_PARALELO
102577,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-05,2023-12-05,0.17,False,False
102594,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN,2021-07-01,2021-10-31,0.33,True,False
102594,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN,2021-11-04,2022-04-05,0.42,True,False
102604,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2023-11-27,2023-12-31,0.09,False,False
102634,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2024-06-07,,2.27,True,False
102644,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,DECANATO DE INVESTIGACIÓN,2022-04-06,2022-08-23,0.38,True,False
102655,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-03,2023-12-31,0.24,False,False
102656,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-05,2023-12-31,0.24,False,False
102662,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS DE INVESTIGACIÓN,CENTRO INTERNACIONAL DEL PACÍFICO PARA LA REDUCCIÓN DEL RIESGO DE DESASTRES,2023-05-18,2023-11-18,0.5,True,False
102665,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-03,2023-12-31,0.24,False,False
102668,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-05,2023-12-31,0.24,False,False
102670,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-05-15,2023-09-22,0.36,True,False
102674,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-05,2023-12-31,0.24,False,False
102688,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2023-10-03,2023-12-31,0.24,False,False
102747,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-05,2023-12-31,0.24,False,False
102747,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2024-06-03,,2.29,True,False
102812,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-05,2023-12-31,0.24,False,False
102901,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2024-06-03,2025-12-31,1.58,True,False
102915,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2024-02-19,2026-07-24,2.43,True,False
102964,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2018-05-01,2023-05-05,5.01,True,False
102965,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2021-05-17,2022-02-18,0.76,True,False
102966,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS DE LA VIDA,2018-05-01,2024-02-16,5.8,True,False
102968,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2018-05-01,2019-09-20,1.39,True,False
102968,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2021-05-17,2022-02-18,0.76,True,False
102970,PROFESOR NO TITULAR OCASIONAL (TC),CENTRO DE EMPRENDIMIENTO E INNOVACIÓN I3LAB,2018-05-01,,8.38,True,False
102971,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-05-01,,8.38,True,False
102974,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2018-05-01,,8.38,True,False
102988,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-02,2025-02-14,1.37,True,False
103007,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2024-11-20,2024-12-31,0.11,False,False
103016,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-05,2023-12-31,0.24,False,False
103051,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2023-10-05,2023-12-31,0.24,False,False
103052,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-05,2023-12-31,0.24,False,False
103060,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE AGUA Y DESARROLLO SUSTENTABLE,2025-10-03,2025-12-31,0.24,False,False
103060,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2026-06-01,,0.29,True,False
103076,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2023-10-26,2023-12-31,0.18,False,False
103094,TÉCNICO DE LABORATORIO 4,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2018-05-01,2019-12-31,1.67,True,False
103094,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2021-05-17,2022-09-23,1.35,True,False
103094,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2022-10-03,,3.95,True,False
103095,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2018-10-01,2019-09-20,0.97,True,False
103096,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2018-05-01,2025-05-04,7.01,True,False
103096,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2025-05-05,,1.37,True,False
103128,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2019-11-01,2024-07-05,4.68,True,False
103135,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-05-01,,8.38,True,False
103141,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2018-05-02,2020-05-30,2.08,True,False
103143,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,DECANATO DE INVESTIGACIÓN,2018-05-07,2018-12-31,0.65,True,False
103174,PROFESOR NO TITULAR OCASIONAL (TP),CENTRO DE EMPRENDIMIENTO E INNOVACIÓN I3LAB,2021-10-04,2021-12-31,0.24,False,False
103178,TÉCNICO DOCENTE 4 (MT),DIRECCIÓN DE ADMISIONES,2021-05-25,2021-08-31,0.27,True,False
103189,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES,2021-05-25,2021-08-31,0.27,True,False
103193,GERENTE DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,DESCONOCIDA,2018-07-01,2022-03-16,3.71,True,False
103195,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-09-01,2025-02-14,6.46,True,False
103196,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-08-01,2020-02-12,1.53,True,False
103211,ANALISTA ADMINISTRATIVO,GERENCIA ADMINISTRATIVA,2018-07-01,2023-03-01,4.66,True,False
103213,JARDINERO/TRABAJADOR DEL DEPARTAMENTO DE GESTIÒN AMBIENTAL,DIRECCIÓN DE SERVICIOS GENERALES,2018-07-01,,8.21,True,False
103214,JARDINERO/TRABAJADOR DEL DEPARTAMENTO DE GESTIÒN AMBIENTAL,DIRECCIÓN DE ADMISIONES,2018-07-01,2024-12-31,6.5,True,False
103214,AUXILIAR DE SERVICIOS,DIRECCIÓN DE ADMISIONES,2025-01-01,,1.71,True,True
103214,JARDINERO/TRABAJADOR DEL DEPARTAMENTO DE GESTIÒN AMBIENTAL,DIRECCIÓN DE ADMISIONES,2025-08-18,2025-08-18,0.0,False,True
103215,JARDINERO/TRABAJADOR DEL DEPARTAMENTO DE GESTIÒN AMBIENTAL,DIRECCIÓN DE SERVICIOS GENERALES,2018-07-01,2025-03-11,6.69,True,True
103215,AUXILIAR DE SERVICIOS,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2025-01-01,,1.71,True,True
103216,OPERADOR DE VÀLVULA SURTIDORA DE AGUA POTABLE,DIRECCIÓN DE SERVICIOS GENERALES,2018-07-01,,8.21,True,False
103218,JARDINERO/TRABAJADOR DEL DEPARTAMENTO DE GESTIÒN AMBIENTAL,DIRECCIÓN DE SERVICIOS GENERALES,2018-07-01,,8.21,True,False
103220,JARDINERO/TRABAJADOR DEL DEPARTAMENTO DE GESTIÒN AMBIENTAL,DIRECCIÓN DE SERVICIOS GENERALES,2018-07-01,,8.21,True,False
103221,ANALISTA DE INFRAESTRUCTURA FÍSICA 2,GERENCIA DE INFRAESTRUCTURA FÍSICA,2018-07-01,2020-12-31,2.5,True,False
103230,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2018-07-01,,8.21,True,False
103260,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2018-08-01,2021-12-31,3.42,True,False
103262,AUXILIAR DE SERVICIOS,DIRECCIÓN DE SERVICIOS GENERALES,2018-08-06,,8.11,True,False
103264,AUDITOR INTERNO 1,AUDITORÍA INTERNA,2018-08-01,2025-07-31,7.0,True,False
152512,PROFESOR TITULAR AGREGADO 3 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2010-05-01,,16.38,True,True
152512,SUBDECANO(A),DESCONOCIDA,2017-10-06,2017-10-10,0.01,False,True
480354,PROFESOR NO TITULAR OCASIONAL (TC),CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS,2010-05-17,2020-02-21,9.77,True,False
480354,PROFESOR NO TITULAR OCASIONAL (TC),DECANATO DE GRADO,2020-10-01,,5.96,True,False
550294,AUXILIAR DE SERVICIOS DE MANTENIMIENTO,DIRECCIÓN DE SERVICIOS GENERALES,2017-05-25,,9.31,True,False
552319,ASISTENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,2017-12-01,,8.79,True,False
574968,TÉCNICO DOCENTE,DESCONOCIDA,2015-05-01,2015-12-31,0.67,True,True
574968,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,CENTRO DE INVESTIGACIONES BIOTECNOLÓGICAS DEL ECUADOR,2015-12-02,2023-10-27,7.9,True,True
574968,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,CENTRO DE INVESTIGACIONES BIOTECNOLÓGICAS DEL ECUADOR,2024-02-06,2024-07-05,0.41,True,False
574968,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,CENTRO DE INVESTIGACIONES BIOTECNOLÓGICAS DEL ECUADOR,2024-12-03,2025-06-06,0.51,True,False
574968,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,CENTRO DE INVESTIGACIONES BIOTECNOLÓGICAS DEL ECUADOR,2025-12-26,2026-01-23,0.08,False,False
574968,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,CENTRO DE INVESTIGACIONES BIOTECNOLÓGICAS DEL ECUADOR,2026-05-22,2026-05-22,0.0,False,False
574968,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,CENTRO DE INVESTIGACIONES BIOTECNOLÓGICAS DEL ECUADOR,2026-08-23,,0.07,False,False
634492,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2025-01-02,,1.7,True,False
634493,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-05-29,,3.3,True,False
634521,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2025-11-24,,0.81,True,False
634530,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,DECANATO DE INVESTIGACIÓN,2018-10-01,2018-11-30,0.16,False,False
634530,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2024-03-13,2025-01-05,0.82,True,False
634530,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,2025-01-06,,1.69,True,False
634579,ASISTENTE DE SOPORTE TÉCNICO,DESCONOCIDA,2016-11-07,2019-08-31,2.81,True,False
634579,TÉCNICO DE INVESTIGACIÓN 3 (TC),CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN,2020-08-11,2021-05-30,0.8,True,False
634587,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA,2017-04-26,2017-12-31,0.68,True,False
634587,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2018-01-01,,8.71,True,False
634588,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-09-20,2023-12-31,0.28,True,False
634593,ASISTENTE DE LABORATORIO DE INVESTIGACIÓN,CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN,2017-11-01,2018-04-03,0.42,True,False
634593,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN,2019-01-01,2023-05-07,4.34,True,False
634600,CONTRATO CIVIL - SERVICIO TÉCNICO ESPECIALIZADO,DESCONOCIDA,2017-01-03,2017-12-31,0.99,True,False
634600,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE COMUNICACIÓN SOCIAL Y ASUNTOS PÚBLICOS,2018-01-02,2018-12-31,0.99,True,False
634600,ANALISTA DE COMUNICACIÓN 2,GERENCIA DE COMUNICACIÓN,2020-01-02,,6.7,True,False
634614,CONTRATO CIVIL - SERVICIO TÉCNICO ESPECIALIZADO,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,2016-12-01,2017-12-31,1.08,True,True
634614,ASISTENTE DE SOPORTE TÉCNICO,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,2017-07-01,2022-02-01,4.59,True,True
634614,ANALISTA DE SOPORTE TÉCNICO,DIRECCIÓN DE ADMISIONES,2022-02-01,,4.62,True,True
634625,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,DESCONOCIDA,2017-02-01,2017-06-30,0.41,True,False
634625,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,CENTRO DE AGUA Y DESARROLLO SUSTENTABLE,2017-07-01,2018-12-31,1.5,True,False
634625,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE AGUA Y DESARROLLO SUSTENTABLE,2019-01-01,2023-12-31,5.0,True,False
634625,TÉCNICO DE LABORATORIO 1 (TC),CENTRO DE AGUA Y DESARROLLO SUSTENTABLE,2024-01-02,,2.7,True,False
634645,TÉCNICO DOCENTE 3 (MT),DIRECCIÓN DE ADMISIONES,2024-10-11,2024-12-31,0.22,False,False
634661,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-06-26,2023-08-04,0.11,False,False
634661,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2024-01-02,2024-02-09,0.1,False,False
634684,AUXILIAR DE SERVICIOS DE MANTENIMIENTO,DIRECCIÓN DE SERVICIOS GENERALES,2019-03-01,,7.54,True,False
634709,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2017-10-05,2023-07-31,5.82,True,False
634709,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-09-20,2025-02-02,1.37,True,False
634728,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2021-03-15,2023-04-30,2.12,True,False
634762,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2023-09-01,2023-12-31,0.33,True,False
634773,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2023-10-03,2023-12-31,0.24,False,False
634789,TÉCNICO DE INVESTIGACIÓN 1,"CENTRO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN DE SISTEMAS COMPUTACIONALES",2019-04-01,2020-06-30,1.25,True,False
634797,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,DECANATO DE INVESTIGACIÓN,2021-06-01,2021-12-31,0.58,True,False
634797,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-05-29,,3.3,True,False
634800,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA,2016-12-12,2017-12-31,1.05,True,False
634800,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-01-01,,8.71,True,False
634801,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2021-05-10,2023-05-31,2.06,True,False
634801,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2023-06-01,2025-11-06,2.43,True,False
635447,ASISTENTE DE INVESTIGACIÓN,DESCONOCIDA,2013-01-01,2013-12-31,1.0,True,False
635447,TÉCNICO DOCENTE,CENTRO NACIONAL DE ACUICULTURA E INVESTIGACIONES MARINAS,2014-01-01,2015-12-01,1.91,True,False
635447,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,"VICERRECTORADO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",2015-12-02,,10.79,True,False
635587,ANALISTA DE TALENTO HUMANO 3,DIRECCIÓN DE TALENTO HUMANO,2016-11-22,,9.81,True,True
635587,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,2017-04-17,2017-04-21,0.01,False,True
635587,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,2017-12-14,2017-12-15,0.0,False,True
635587,DIRECTOR DE TALENTO HUMANO,DIRECCIÓN DE TALENTO HUMANO,2018-03-21,2018-07-13,0.31,True,True
635845,PROFESOR NO TITULAR OCASIONAL 1 (TC),DESCONOCIDA,2014-10-01,2017-03-31,2.5,True,False
636088,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,2012-05-04,2012-10-14,0.45,True,False
636088,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES,2021-05-25,2021-12-31,0.6,True,False
636088,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-05-29,,3.3,True,False
637327,ASISTENTE EJECUTIVA 1,DESCONOCIDA,2016-06-01,2016-11-30,0.5,True,False
637327,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,CENTRO DE INVESTIGACIÓN Y PROYECTOS APLICADOS A LAS CIENCIAS DE LA TIERRA,2017-08-01,2017-12-31,0.42,True,False
637327,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,CENTRO DE INVESTIGACIÓN Y PROYECTOS APLICADOS A LAS CIENCIAS DE LA TIERRA,2018-01-15,2025-09-30,7.71,True,False
637706,PROFESOR NO TITULAR OCASIONAL 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2014-10-01,2017-09-22,2.98,True,False
638396,ASISTENTE DE ACTIVOS FIJOS,GERENCIA DE BIENESTAR POLITÉCNICO,2016-05-01,,10.38,True,True
638396,ANALISTA CONTABLE 1,GERENCIA FINANCIERA,2017-05-01,2018-11-05,1.51,True,True
638474,ASISTENTE EJECUTIVA 1,CENTRO DE EMPRENDIMIENTO E INNOVACIÓN I3LAB,2016-05-01,2024-11-04,8.51,True,False
638474,ANALISTA DE PROYECTOS DE VINCULACIÓN 3,CENTRO DE EMPRENDIMIENTO E INNOVACIÓN I3LAB,2024-11-05,,1.86,True,False
638504,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA,2017-04-26,2017-12-31,0.68,True,False
638504,TÉCNICO DOCENTE 4 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-01-01,2022-02-18,4.13,True,False
638504,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-05-29,2025-05-11,1.95,True,False
638504,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2025-05-12,,1.35,True,False
638513,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2018-10-01,2025-02-16,6.38,True,False
638513,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2025-05-19,,1.33,True,False
638554,TECNICO DOCENTE,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2017-10-01,2019-02-22,1.39,True,False
638554,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2021-05-17,2023-09-22,2.35,True,False
638611,TÉCNICO DE INVESTIGACIÓN 1 (MT),DECANATO DE INVESTIGACIÓN,2023-03-01,2023-12-31,0.83,True,False
638638,ASISTENTE EJECUTIVA 2,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2018-10-01,2022-04-01,3.5,True,False
638661,TECNICO DOCENTE 1,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2017-10-16,2020-02-21,2.35,True,False
638813,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2020-06-22,2023-07-09,3.04,True,False
638919,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA,2017-04-26,2017-12-31,0.68,True,False
638919,TECNICO DOCENTE 1,FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2018-01-01,2020-02-13,2.12,True,False
638921,ASISTENTE DE LABORATORIO DE INVESTIGACIÓN,CENTRO NACIONAL DE ACUICULTURA E INVESTIGACIONES MARINAS,2017-09-01,2022-02-01,4.42,True,False
638921,TÉCNICO DE INVESTIGACIÓN 2 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2024-11-05,,1.86,True,False
638933,TECNICO DOCENTE 1,FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2018-05-01,2019-08-23,1.31,True,False
638937,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2021-10-04,2025-02-14,3.36,True,False
638941,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2024-07-08,2024-09-20,0.2,False,False
638941,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2024-10-02,2025-02-14,0.37,True,False
638950,TÉCNICO DE INVESTIGACIÓN 1 (TC),DECANATO DE INVESTIGACIÓN,2023-03-01,2023-12-31,0.83,True,False
639024,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2020-10-01,2020-12-31,0.25,False,False
639024,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2021-03-15,,5.51,True,False
639046,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-05,2023-12-31,0.24,False,False
639057,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2024-06-03,2025-09-19,1.29,True,False
639058,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA,2017-04-26,2017-12-31,0.68,True,False
639058,TÉCNICO DOCENTE 4 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2018-01-01,2020-09-30,2.75,True,False
639176,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2025-10-24,2026-02-13,0.31,True,False
639198,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA,2017-04-26,2017-12-31,0.68,True,False
639198,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2018-01-01,2023-05-14,5.36,True,False
639198,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2023-05-15,,3.34,True,False
639200,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2023-04-04,2024-04-30,1.07,True,False
639213,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES,2021-05-25,2021-12-31,0.6,True,False
639241,TÉCNICO DOCENTE 1 (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2019-05-13,2022-02-18,2.77,True,False
639241,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2024-09-30,2026-02-17,1.38,True,False
