IDPERSONA,CARGO,UNIDAD,INICIO,FIN,DURACION_ANIOS,ES_SIGNIFICATIVO,ES_PARALELO
3160,PROFESOR NO TITULAR OCASIONAL 1 (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2019-01-02,2019-02-22,0.14,False,True
3160,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,2019-01-02,2023-05-01,4.33,True,True
3160,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2019-05-13,2019-09-20,0.36,True,True
3160,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2021-05-17,2022-09-23,1.35,True,True
3160,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2022-10-03,,3.95,True,True
3165,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2025-06-02,2025-09-21,0.3,True,False
3165,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2026-05-11,,0.35,True,False
3198,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2023-09-25,2026-02-13,2.39,True,False
3208,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2015-05-01,2023-02-28,7.83,True,False
3208,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2023-05-15,2023-09-19,0.35,True,False
3218,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2016-10-17,2017-12-31,1.2,True,False
3218,TECNICO DOCENTE 4,DIRECCIÓN DE ADMISIONES,2018-01-01,2020-05-31,2.41,True,False
3218,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES,2021-05-25,2021-12-31,0.6,True,False
3218,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-05-29,2024-05-12,0.96,True,False
3218,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2024-05-13,,2.34,True,False
3235,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2011-05-16,,15.34,True,False
3246,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2015-10-01,2021-12-31,6.25,True,False
3246,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2023-09-25,,2.98,True,False
3247,PROFESOR PREGRADO,DESCONOCIDA,2002-10-21,2003-03-07,0.38,True,False
3247,PROFESOR PREGRADO,DESCONOCIDA,2008-10-13,2009-03-02,0.38,True,False
3247,PROFESOR TITULAR AUXILIAR 2 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2009-05-18,,17.33,True,False
3255,AYUDANTE TÉCNICO,DESCONOCIDA,1987-05-01,1991-08-31,4.33,True,False
3255,PROFESOR ACCIDENTAL,DESCONOCIDA,1991-09-01,1996-05-21,4.72,True,True
3255,DIRECTOR DE CESERCOMP,DESCONOCIDA,1995-11-01,1996-10-30,1.0,True,True
3255,PROFESOR PREGRADO,DESCONOCIDA,1996-01-01,1996-04-30,0.33,True,True
3255,SUPERVISOR DE CAMPO EN EL PROYECTO,DESCONOCIDA,1996-02-15,1996-04-14,0.16,False,True
3255,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,1996-05-22,,30.32,True,True
3255,DIRECTOR DE CESERCOMP,DESCONOCIDA,1997-03-03,1997-05-02,0.16,False,True
3255,DIRECTOR DEL CTI,DESCONOCIDA,2008-03-06,2009-05-01,1.15,True,True
3275,ASERSORAMIENTO EN ASUNTOS AGRÍCOLAS,DESCONOCIDA,1999-07-01,1999-12-30,0.5,True,False
3275,ASESORAMIENTO EN ASUNTOS AGRÍCOLAS,DESCONOCIDA,2000-01-01,2001-12-30,2.0,True,True
3275,PROFESOR,DESCONOCIDA,2000-05-15,2000-09-22,0.36,True,True
3275,PROFESOR,DESCONOCIDA,2001-05-21,2001-09-28,0.36,True,True
3275,COORDINADOR DEL BOSQUE PROTECTOR,DESCONOCIDA,2002-01-01,2002-12-30,0.99,True,True
3275,TÉCNICO AUXILIAR DE CONVENIOS,DESCONOCIDA,2002-10-01,2003-05-18,0.63,True,True
3275,PROFESOR,DESCONOCIDA,2003-05-19,2003-09-27,0.36,True,False
3275,PROFESOR,DESCONOCIDA,2004-05-17,2004-09-25,0.36,True,False
3275,PROFESOR PREGRADO,DESCONOCIDA,2005-05-16,2006-03-03,0.8,True,False
3275,PROFESOR PREGRADO,DESCONOCIDA,2008-05-19,2008-09-26,0.36,True,False
3275,PROFESOR,DESCONOCIDA,2008-10-13,2009-09-25,0.95,True,False
3275,COORDINADOR DE BOSQUE PROTECTOR,DESCONOCIDA,2010-01-01,2010-05-24,0.39,True,False
3275,ENCARGADO DE BOSQUE PROTECTOR,DESCONOCIDA,2010-05-25,2011-05-24,1.0,True,True
3275,COORDINADOR DE BOSQUE PROTECTOR,DESCONOCIDA,2011-05-02,2015-07-31,4.25,True,True
3275,PROFESOR NO TITULAR OCASIONAL (TP),DESCONOCIDA,2014-10-01,2015-03-13,0.45,True,True
3275,PROFESOR TITULAR AGREGADO 2 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2015-08-01,2020-03-27,4.65,True,True
3275,SUBDECANO(A),DESCONOCIDA,2018-02-23,2018-03-12,0.05,False,True
3275,SUBDECANO(A),DESCONOCIDA,2018-06-11,2018-06-13,0.01,False,True
3275,SUBDECANO(A),DESCONOCIDA,2018-09-17,2019-01-26,0.36,True,True
3275,PROFESOR TITULAR AGREGADO 2 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2021-09-27,2021-10-01,0.01,False,False
3275,PROFESOR TITULAR AGREGADO 2 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2022-03-07,2022-06-16,0.28,True,False
3275,PROFESOR TITULAR AGREGADO 2 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2022-12-27,2022-12-30,0.01,False,False
3275,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,2023-03-15,2023-07-06,0.31,True,False
3275,PROFESOR TITULAR AGREGADO 2 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2023-09-11,2023-09-13,0.01,False,False
3275,PROFESOR TITULAR AGREGADO 2 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2023-12-26,2024-05-02,0.35,True,True
3275,SUBDECANO(A),FACULTAD DE CIENCIAS DE LA VIDA,2024-03-17,2024-03-17,0.0,False,True
3275,PROFESOR TITULAR AGREGADO 2 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2024-09-09,2024-09-12,0.01,False,False
3275,PROFESOR TITULAR AGREGADO 2 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2024-12-26,,1.72,True,False
3280,PROFESOR ACCIDENTAL,DESCONOCIDA,2001-10-08,2006-10-03,4.99,True,True
3280,PROFESOR PREGRADO,DESCONOCIDA,2001-10-22,2002-03-02,0.36,True,True
3280,PROFESOR PREGRADO,DESCONOCIDA,2002-10-21,2003-03-07,0.38,True,True
3280,PROFESOR PREGRADO,DESCONOCIDA,2005-05-16,2006-09-23,1.36,True,True
3280,COORDINADOR ACADÉMICO DE LA CARRERA GESTIÓN EMPRESARIAL INTERNACIONAL,DESCONOCIDA,2006-02-15,2008-02-14,2.0,True,True
3280,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2006-10-04,,19.95,True,True
3286,PROFESOR PREGRADO,DESCONOCIDA,2007-10-15,2008-03-05,0.39,True,False
3286,DIRECTOR TECNICO LEMAT,DESCONOCIDA,2008-05-19,2009-03-02,0.79,True,False
3286,PROFESOR PREGRADO,DESCONOCIDA,2009-05-18,2010-03-02,0.79,True,False
3286,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2016-10-01,2020-03-31,3.5,True,False
3286,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2020-04-01,2025-04-01,5.0,True,False
3309,DECANO DE LA FACULTAD DE INGENIERIA MARITIMA,DESCONOCIDA,1988-03-05,1988-04-20,0.13,False,False
3309,DECANO DE LA FACULTAD DE INGENIERIA MARITIMA,DESCONOCIDA,1989-04-06,1989-08-04,0.33,True,False
3309,EJECUCION ACTIVIDADES,DESCONOCIDA,1992-09-08,1992-11-07,0.16,False,False
3309,DECANO DE LA FACULTAD DE INGENIERIA MARITIMA,DESCONOCIDA,1993-03-08,1993-05-07,0.16,False,False
3309,EJECUCION ACTIVIDADES,DESCONOCIDA,1994-10-07,1994-12-06,0.16,False,False
3309,EJECUCION ACTIVIDADES,DESCONOCIDA,1996-04-01,1996-04-30,0.08,False,False
3309,SUBDECANO DE LA FAC. DE ING. MARÍTIMA Y CIENCIAS DEL MAR,DESCONOCIDA,1997-04-18,1997-05-02,0.04,False,False
3309,EJECUCION ACTIVIDADES,DESCONOCIDA,1998-05-25,1999-03-02,0.77,True,False
3309,EJECUCION ACTIVIDADES,DESCONOCIDA,2000-05-15,2003-03-07,2.81,True,False
3309,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2013-01-01,2025-05-22,12.39,True,False
3310,PROFESOR PREGRADO,DESCONOCIDA,1996-05-20,2001-09-28,5.36,True,True
3310,PROFESOR ACCIDENTAL,DESCONOCIDA,2001-05-21,2003-05-19,1.99,True,True
3310,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2003-05-19,,23.33,True,True
3312,PROFESOR PREGRADO,DESCONOCIDA,1988-02-17,1988-05-17,0.25,False,False
3312,PROFESOR PREGRADO,DESCONOCIDA,1989-02-20,1989-09-16,0.57,True,False
3312,PROFESOR PREGRADO,DESCONOCIDA,1993-02-08,1993-05-21,0.28,True,False
3312,PROFESOR PREGRADO,DESCONOCIDA,1996-03-18,1996-05-18,0.17,False,False
3312,PROFESOR PREGRADO,DESCONOCIDA,1997-02-03,1998-05-16,1.28,True,False
3312,PROFESOR PREGRADO,DESCONOCIDA,1999-07-01,1999-07-30,0.08,False,False
3312,PROFESOR PREGRADO,DESCONOCIDA,2000-01-01,2000-05-05,0.34,True,False
3312,PROFESOR PREGRADO,DESCONOCIDA,2003-05-19,2008-03-05,4.8,True,False
3312,DIRECTOR SECRETARIA TÉCNICA ACADÉMICA,DESCONOCIDA,2008-05-02,2009-05-01,1.0,True,False
3312,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2013-01-01,,13.7,True,True
3312,SUBDECANO(A),DESCONOCIDA,2018-03-26,2018-03-30,0.01,False,True
3313,PROFESOR ACCIDENTAL,DESCONOCIDA,1988-09-01,2005-02-20,16.47,True,True
3313,PROFESOR PREGRADO,DESCONOCIDA,1995-01-18,1995-04-28,0.27,True,True
3313,PROFESOR PREGRADO,DESCONOCIDA,2001-01-02,2001-02-16,0.12,False,True
3313,PROFESOR AGREGADO,DESCONOCIDA,2007-02-21,2009-12-31,2.86,True,False
3313,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2013-01-01,2024-05-01,11.33,True,False
3324,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2022-07-08,,4.19,True,False
3326,AYUDANTE DE CAMPO,DESCONOCIDA,1988-11-01,1988-11-30,0.08,False,False
3326,PROFESOR ACCIDENTAL,DESCONOCIDA,1996-08-12,1997-09-17,1.1,True,False
3326,PROFESOR TITULAR PRINCIPAL 1 (TC),DESCONOCIDA,1997-09-18,2018-10-11,21.06,True,True
3326,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1998-02-10,1998-05-16,0.26,True,True
3326,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2019-07-03,2019-07-06,0.01,False,False
3326,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2019-11-11,2019-11-17,0.02,False,False
3326,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2021-04-05,2021-04-23,0.05,False,False
3326,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2021-12-27,2022-04-29,0.34,True,False
3326,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2022-08-22,2022-08-26,0.01,False,False
3326,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2022-12-27,2023-04-10,0.28,True,False
3326,DECANO(A),DECANATO DE VINCULACIÓN,2023-05-02,2024-04-26,0.99,True,True
3326,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2023-12-26,2023-12-29,0.01,False,True
3326,DECANO(A),DECANATO DE VINCULACIÓN,2024-09-16,2025-04-12,0.57,True,True
3326,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2024-10-04,2025-05-31,0.65,True,True
3326,DECANO(A),DECANATO DE VINCULACIÓN,2025-08-17,2025-08-23,0.02,False,False
3326,DECANO(A),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2025-09-01,,1.04,True,False
3333,PROFESOR ACCIDENTAL,DESCONOCIDA,2001-05-21,2002-05-20,1.0,True,False
3333,PROFESOR PRINCIPAL,DESCONOCIDA,2002-05-21,2014-02-28,11.77,True,False
3333,SUBDECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2014-03-01,2014-12-31,0.83,True,True
3333,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2014-11-01,,11.87,True,True
3342,PROFESOR PREGRADO,DESCONOCIDA,1996-06-10,1996-11-23,0.45,True,False
3342,PROFESOR PREGRADO,DESCONOCIDA,1997-05-26,1999-10-02,2.35,True,True
3342,COORDINADOR,DESCONOCIDA,1999-09-20,2000-08-25,0.93,True,True
3342,PROFESOR PREGRADO,DESCONOCIDA,2000-05-15,2000-09-22,0.36,True,True
3342,PROFESOR PREGRADO,DESCONOCIDA,2001-05-21,2008-03-05,6.79,True,False
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2010-06-14,2016-10-02,6.3,True,True
3342,DECANO(A),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2015-02-13,2015-02-20,0.02,False,True
3342,SUBDECANO(A),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2015-03-02,2015-05-15,0.2,False,True
3342,SUBDECANO(A),DESCONOCIDA,2015-03-16,2015-10-19,0.59,True,True
3342,SUBDECANO(A),DIRECCIÓN DE LA SECRETARÍA TÉCNICA DE ASEGURAMIENTO DE LA CALIDAD DE LA EDUCACIÓN SUPERIOR,2015-08-27,2015-09-04,0.02,False,True
3342,SUBDECANO(A),DESCONOCIDA,2016-04-01,2016-04-15,0.04,False,True
3342,SUBDECANO(A),DESCONOCIDA,2016-09-23,2016-10-01,0.02,False,True
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2019-02-25,2019-03-26,0.08,False,False
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2021-02-22,2021-03-12,0.05,False,False
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2022-02-21,2022-03-18,0.07,False,False
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2022-09-21,2022-09-23,0.01,False,False
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2022-12-27,2022-12-30,0.01,False,False
3342,SUBDECANO(A),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2023-01-30,2025-05-03,2.26,True,True
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2023-05-02,2023-05-05,0.01,False,True
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2023-10-21,2024-03-13,0.39,True,True
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2024-09-18,2024-09-20,0.01,False,True
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2024-12-23,2025-06-06,0.45,True,True
3342,SUBDECANO(A),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2025-09-08,2026-07-29,0.89,True,True
3342,DECANO(A),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2025-10-13,2025-10-20,0.02,False,True
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2025-11-17,2025-12-31,0.12,False,True
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2026-04-20,2026-04-30,0.03,False,True
3342,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2026-08-31,,0.04,False,False
3380,ASISTENTE TÉCNICO DE COMPUTADORA,DESCONOCIDA,2002-05-04,2002-09-27,0.4,True,False
3380,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2017-10-01,2018-03-15,0.45,True,False
3380,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2022-05-16,2022-09-23,0.36,True,False
3403,JEFE DE MANTENIMIENTO,DESCONOCIDA,2009-08-01,2009-12-31,0.42,True,False
3403,ASISTENTE DE MANTENIMIENTO,DESCONOCIDA,2010-01-01,2014-12-31,5.0,True,False
3403,ANALISTA DE SERVICIOS GENERALES,CENTRO NACIONAL DE ACUICULTURA E INVESTIGACIONES MARINAS,2015-01-01,,11.71,True,False
3454,PROFESOR PREGRADO,DESCONOCIDA,1991-06-10,1991-10-19,0.36,True,False
3454,PROFESOR PREGRADO,DESCONOCIDA,1992-05-25,1992-10-03,0.36,True,False
3454,PROFESOR PREGRADO,DESCONOCIDA,1995-05-22,1995-10-06,0.38,True,False
3454,PROFESOR PREGRADO,DESCONOCIDA,1996-05-20,1996-09-27,0.36,True,False
3454,PROFESOR PREGRADO,DESCONOCIDA,1997-05-26,1997-10-03,0.36,True,False
3454,PROFESOR PREGRADO,DESCONOCIDA,1998-05-25,1999-03-02,0.77,True,False
3454,PROFESOR PREGRADO,DESCONOCIDA,1999-10-19,2013-12-31,14.2,True,True
3454,COORDINADOR DE PROTEL Y PROFESOR PREGRADO,DESCONOCIDA,2005-10-01,2005-10-27,0.07,False,True
3454,PROFESOR PREGRADO,DESCONOCIDA,2014-05-12,2014-10-03,0.39,True,False
3454,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2014-10-20,2016-02-28,1.36,True,False
3454,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2016-05-02,2025-02-14,8.79,True,False
3455,ASESOR TÉCNICO,DESCONOCIDA,1990-02-01,1991-03-31,1.16,True,False
3455,PARTICIPACION EN ESTUDIO DE DAÑOS PRODUCIDOS EN ACUEDUCTO ECAPAG,DESCONOCIDA,1999-05-18,1999-07-27,0.19,False,False
3455,RESPONSABLE ENSAYOS DE DISEÑO DE HORMIGON,DESCONOCIDA,1999-09-30,1999-10-05,0.01,False,False
3455,PROFESOR TITULAR PRINCIPAL (MT),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2010-01-01,2017-08-13,7.61,True,False
3455,DECANO(A),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2017-08-14,2018-03-01,0.54,True,False
3455,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2018-03-02,2018-03-02,0.0,False,False
3455,PROFESOR TITULAR PRINCIPAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2018-05-01,2023-10-01,5.42,True,False
3465,AUXILIAR DE CIRCULACIÓN,DESCONOCIDA,1988-12-01,1997-02-28,8.24,True,False
3465,CLASIFICADORA DE BIBLIOTECA,DESCONOCIDA,1997-03-01,1999-02-28,2.0,True,False
3465,AUXILIAR DE CIRCULACIÓN,DESCONOCIDA,1999-03-01,2001-01-31,1.92,True,False
3465,BIBLIOTECARIO,CENTRO DE INFORMACIÓN BIBLIOTECARIA,2001-02-01,2023-11-01,22.74,True,True
3465,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,DESCONOCIDA,2016-10-02,2016-10-06,0.01,False,True
3465,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,DESCONOCIDA,2017-03-31,2017-04-13,0.04,False,True
3465,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,DESCONOCIDA,2018-02-22,2018-03-23,0.08,False,True
3465,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,DESCONOCIDA,2018-09-04,2018-10-29,0.15,False,True
3465,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,DESCONOCIDA,2020-03-06,2018-03-23,-1.95,False,True
3465,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,2021-12-27,2021-12-31,0.01,False,True
3466,AYUDANTE DE LABORATORIO,DESCONOCIDA,1994-02-01,1996-10-05,2.67,True,True
3466,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1996-06-10,1997-05-10,0.91,True,True
3466,COORDINADOR DE LABORATORIO,DESCONOCIDA,1996-10-06,1997-10-05,1.0,True,True
3466,PROFESOR PREGRADO,DESCONOCIDA,1996-10-14,2008-03-05,11.39,True,True
3466,JEFE DE LABORATORIO,DESCONOCIDA,1997-11-13,2000-09-30,2.88,True,True
3466,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1998-02-10,1998-05-16,0.26,True,True
3466,DIRECTOR,DESCONOCIDA,2005-01-24,2005-08-29,0.59,True,True
3466,DECANO/A,DESCONOCIDA,2005-08-30,2011-01-24,5.4,True,True
3466,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2013-01-01,,13.7,True,False
3467,AYUDANTE DE CIRCULACIÓN,DESCONOCIDA,1988-07-01,1990-06-30,2.0,True,True
3467,HEMEROTECA,DESCONOCIDA,1989-11-01,1992-10-31,3.0,True,True
3467,BIBLIOTECARIO,DESCONOCIDA,1992-11-01,2014-12-07,22.1,True,False
3467,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,CENTRO DE INFORMACIÓN BIBLIOTECARIA,2014-12-08,2019-01-01,4.07,True,True
3467,BIBLIOTECARIO,CENTRO DE INFORMACIÓN BIBLIOTECARIA,2015-01-01,2022-10-01,7.75,True,True
3467,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,DESCONOCIDA,2019-03-06,2019-04-21,0.13,False,True
3467,DIRECTOR DEL CENTRO DE INFORMACIÓN BIBLIOTECARIA,DESCONOCIDA,2019-10-28,2019-10-31,0.01,False,True
3471,CONTRATACIÓN DE SERVICIOS,DESCONOCIDA,1986-05-19,1986-09-27,0.36,True,False
3471,PROFESOR AGREGADO,DESCONOCIDA,2002-05-06,2009-12-31,7.65,True,True
3471,EL PROFESIONAL,DESCONOCIDA,2008-04-01,2008-04-30,0.08,False,True
3471,PROFESOR TITULAR PRINCIPAL 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2013-01-01,2019-07-19,6.54,True,False
3471,PROFESOR TITULAR PRINCIPAL 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2021-01-24,2021-07-02,0.44,True,False
3471,PROFESOR TITULAR PRINCIPAL 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2021-11-03,2021-11-12,0.02,False,False
3471,PROFESOR TITULAR PRINCIPAL 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2022-03-29,2022-11-01,0.59,True,False
3471,DECANO(A),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2022-11-13,,3.84,True,True
3471,PROFESOR TITULAR PRINCIPAL 1 (TC),DESCONOCIDA,2025-05-01,2025-05-09,0.02,False,True
3471,PROFESOR TITULAR PRINCIPAL 1 (TC),DESCONOCIDA,2025-11-05,2025-11-10,0.01,False,True
3491,PROFESOR PREGRADO,DESCONOCIDA,1998-10-19,1999-03-02,0.37,True,False
3491,PROFESOR TITULAR AGREGADO (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2010-01-01,2014-12-19,4.96,True,False
3491,PROFESOR TITULAR AGREGADO 3 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2015-06-01,,11.29,True,True
3491,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2016-07-01,2016-12-31,0.5,True,True
3492,PROGRAMADOR,DESCONOCIDA,1994-03-01,1994-05-31,0.25,False,False
3492,OPERADOR DE MICROCOMPUTADOR,DESCONOCIDA,1995-07-01,1995-12-30,0.5,True,True
3492,JEFE DE DEPARTAMENTO,DESCONOCIDA,1995-12-01,2001-12-30,6.08,True,True
3492,PRESTACIÓN DE SERVICIOS,DESCONOCIDA,1998-10-19,1999-03-02,0.37,True,True
3492,PRESTACIÓN DE SERVICIOS PERSONALES,DESCONOCIDA,2000-05-15,2002-03-02,1.8,True,True
3492,PRESTACIÓN DE SERVICIOS PERSONALES,DESCONOCIDA,2003-10-20,2004-03-08,0.38,True,False
