IDPERSONA,N_REGISTROS_TEXTO,N_FUENTES_DISTINTAS,LONGITUD_TOTAL_CARACTERES
97562,49.0,4.0,4785.0
658687,27.0,3.0,1278.0
642382,8.0,5.0,496.0
648455,28.0,3.0,1810.0
639257,35.0,7.0,3443.0
638937,23.0,4.0,693.0
73790,17.0,4.0,1257.0
639304,6.0,1.0,165.0
639425,3.0,3.0,70.0
643578,2.0,1.0,57.0
638921,44.0,5.0,3473.0
644496,7.0,3.0,836.0
638813,26.0,5.0,1824.0
634800,71.0,7.0,4189.0
643645,10.0,5.0,903.0
638950,8.0,3.0,375.0
70235,15.0,2.0,516.0
642424,12.0,6.0,819.0
642252,78.0,7.0,5160.0
639058,20.0,5.0,1503.0
103216,4.0,2.0,62.0
642966,10.0,2.0,331.0
70475,49.0,3.0,1867.0
644606,27.0,6.0,2709.0
72297,33.0,6.0,2250.0
638396,30.0,3.0,1216.0
646749,23.0,4.0,2157.0
656754,25.0,3.0,1416.0
643773,6.0,3.0,224.0
642985,35.0,5.0,1569.0
72321,1.0,1.0,7.0
639454,11.0,3.0,566.0
643312,34.0,6.0,3008.0
638554,7.0,4.0,452.0
639241,13.0,6.0,730.0
642403,9.0,2.0,1867.0
643647,24.0,3.0,922.0
639046,3.0,2.0,249.0
642071,23.0,5.0,1900.0
642330,3.0,2.0,95.0
639200,10.0,3.0,1261.0
654456,4.0,3.0,227.0
643337,2.0,2.0,20.0
643304,12.0,5.0,545.0
643704,0.0,0.0,0.0
643873,15.0,3.0,718.0
668010,8.0,2.0,240.0
642127,32.0,4.0,1549.0
638474,53.0,4.0,2210.0
642402,13.0,4.0,587.0
644530,23.0,5.0,1436.0
97601,9.0,2.0,423.0
662511,4.0,2.0,124.0
95540,10.0,2.0,383.0
643480,91.0,7.0,9412.0
103096,56.0,5.0,2091.0
643361,17.0,5.0,1227.0
642219,19.0,6.0,1447.0
642360,7.0,4.0,595.0
103213,6.0,2.0,214.0
646776,7.0,2.0,150.0
103211,17.0,3.0,738.0
644399,8.0,3.0,490.0
82137,10.0,3.0,455.0
643723,11.0,6.0,850.0
654401,15.0,4.0,1132.0
645207,7.0,2.0,636.0
644500,39.0,6.0,3114.0
659672,16.0,4.0,1640.0
639307,55.0,7.0,4909.0
644946,7.0,3.0,272.0
662857,3.0,2.0,88.0
642234,9.0,2.0,384.0
644698,5.0,2.0,238.0
639356,19.0,2.0,668.0
82478,12.0,4.0,922.0
79972,28.0,3.0,1625.0
83678,9.0,2.0,424.0
642876,28.0,5.0,3373.0
644153,36.0,6.0,2827.0
645142,0.0,0.0,0.0
643299,4.0,2.0,199.0
659582,2.0,1.0,128.0
655925,4.0,1.0,150.0
644623,2.0,1.0,342.0
646695,29.0,5.0,2423.0
644384,10.0,3.0,315.0
660716,9.0,3.0,463.0
644527,15.0,4.0,1608.0
654381,4.0,3.0,195.0
659644,22.0,6.0,963.0
643378,19.0,5.0,1063.0
643705,12.0,4.0,853.0
649663,11.0,5.0,541.0
662183,13.0,2.0,859.0
638476,12.0,4.0,1056.0
643995,1.0,1.0,15.0
646191,67.0,4.0,7636.0
77663,3.0,2.0,162.0
638442,19.0,5.0,1281.0
638919,11.0,3.0,1134.0
644368,22.0,3.0,1065.0
658123,20.0,2.0,1025.0
644281,17.0,5.0,1315.0
659665,23.0,5.0,1423.0
645597,23.0,5.0,1035.0
642880,54.0,4.0,2231.0
643421,51.0,7.0,3676.0
645261,11.0,5.0,833.0
667562,2.0,1.0,46.0
654412,13.0,3.0,968.0
643656,3.0,2.0,64.0
644521,42.0,8.0,3218.0
658370,14.0,3.0,917.0
644388,10.0,2.0,289.0
677434,20.0,4.0,821.0
643742,19.0,5.0,2577.0
660657,12.0,2.0,323.0
644440,13.0,3.0,457.0
642861,1.0,1.0,24.0
643333,10.0,5.0,1113.0
643204,12.0,2.0,475.0
647711,5.0,3.0,352.0
662510,14.0,2.0,489.0
644158,23.0,2.0,810.0
639057,2.0,2.0,197.0
645553,2.0,1.0,39.0
646785,0.0,0.0,0.0
658705,7.0,4.0,601.0
643498,33.0,5.0,2199.0
643117,26.0,4.0,1338.0
643321,12.0,3.0,357.0
643058,2.0,2.0,207.0
644298,13.0,4.0,656.0
646751,3.0,2.0,108.0
643519,2.0,1.0,109.0
638753,2.0,2.0,41.0
643587,17.0,3.0,722.0
648247,2.0,1.0,26.0
662771,29.0,5.0,1927.0
645159,32.0,5.0,1811.0
643034,5.0,3.0,181.0
646891,11.0,4.0,615.0
654379,2.0,1.0,413.0
658674,4.0,4.0,359.0
644571,40.0,5.0,1339.0
643377,0.0,0.0,0.0
643166,14.0,2.0,571.0
645293,8.0,3.0,641.0
643715,2.0,1.0,66.0
649396,17.0,2.0,386.0
653816,16.0,3.0,721.0
644579,4.0,3.0,162.0
645513,21.0,5.0,1478.0
649411,21.0,7.0,1235.0
96289,44.0,2.0,2182.0
75870,8.0,3.0,356.0
647525,2.0,1.0,45.0
643061,9.0,3.0,627.0
643309,30.0,7.0,1609.0
95541,13.0,3.0,438.0
643726,33.0,8.0,2916.0
644406,18.0,5.0,1598.0
662490,5.0,2.0,142.0
643562,17.0,4.0,2004.0
643322,7.0,3.0,321.0
645138,5.0,2.0,155.0
646835,20.0,5.0,1662.0
646418,45.0,6.0,3857.0
658694,9.0,3.0,648.0
659696,0.0,0.0,0.0
643819,9.0,2.0,263.0
648036,17.0,5.0,855.0
644387,14.0,5.0,1150.0
646401,4.0,1.0,205.0
646525,12.0,4.0,1211.0
94437,6.0,2.0,274.0
643351,1.0,1.0,16.0
78961,7.0,1.0,207.0
644516,32.0,5.0,1973.0
646196,7.0,3.0,481.0
647957,11.0,3.0,305.0
77511,33.0,5.0,1805.0
646135,9.0,2.0,286.0
646025,17.0,4.0,1858.0
645372,11.0,3.0,497.0
646043,27.0,4.0,1789.0
642871,20.0,5.0,2801.0
645627,17.0,4.0,2321.0
646567,18.0,5.0,1674.0
646410,14.0,3.0,791.0
645317,0.0,0.0,0.0
98838,5.0,3.0,746.0
642958,17.0,3.0,855.0
645992,3.0,2.0,71.0
647678,24.0,7.0,2632.0
647524,6.0,3.0,277.0
659699,7.0,2.0,291.0
648129,11.0,3.0,711.0
646256,4.0,3.0,327.0
75576,17.0,2.0,830.0
645468,26.0,5.0,1548.0
75964,39.0,3.0,3757.0
643308,37.0,3.0,1416.0
662720,1.0,1.0,7.0
647862,2.0,2.0,38.0
648282,13.0,4.0,1752.0
649436,18.0,4.0,1037.0
648076,17.0,4.0,1969.0
95878,5.0,4.0,316.0
645395,1.0,1.0,21.0
645686,11.0,4.0,848.0
658706,14.0,4.0,1980.0
647234,41.0,5.0,2644.0
647473,9.0,3.0,1160.0
644526,54.0,5.0,3005.0
644262,8.0,3.0,239.0
647592,3.0,1.0,78.0
648778,17.0,4.0,1719.0
645203,3.0,3.0,363.0
646111,15.0,4.0,863.0
648267,15.0,5.0,987.0
646044,15.0,2.0,711.0
646202,47.0,3.0,4747.0
662173,7.0,4.0,490.0
666375,35.0,8.0,2545.0
646364,36.0,3.0,1622.0
645433,3.0,2.0,50.0
649373,12.0,4.0,938.0
645277,7.0,2.0,348.0
648513,8.0,4.0,544.0
95491,9.0,2.0,346.0
645542,13.0,4.0,1088.0
646262,6.0,3.0,225.0
646881,1.0,1.0,7.0
645561,38.0,4.0,4979.0
645214,33.0,5.0,2252.0
646222,80.0,7.0,5271.0
648047,32.0,7.0,2976.0
645867,5.0,1.0,82.0
75755,24.0,6.0,1691.0
645089,0.0,0.0,0.0
650462,30.0,3.0,1306.0
96707,12.0,3.0,490.0
96050,8.0,3.0,645.0
647467,18.0,3.0,622.0
75667,15.0,3.0,628.0
96841,5.0,2.0,155.0
76043,9.0,3.0,529.0
646519,15.0,5.0,704.0
647831,11.0,4.0,1059.0
647968,3.0,2.0,62.0
650613,5.0,2.0,304.0
665316,3.0,3.0,427.0
648427,20.0,5.0,1235.0
98307,22.0,3.0,986.0
658371,26.0,5.0,2939.0
646192,74.0,8.0,7721.0
647873,1.0,1.0,16.0
654349,33.0,3.0,1390.0
646055,17.0,3.0,1165.0
649573,37.0,7.0,2216.0
75635,27.0,7.0,1405.0
647619,0.0,0.0,0.0
75859,16.0,6.0,850.0
646220,28.0,5.0,2322.0
647000,33.0,4.0,1824.0
647747,129.0,5.0,8079.0
644515,33.0,6.0,1971.0
649715,16.0,4.0,708.0
648810,3.0,2.0,69.0
647955,13.0,4.0,922.0
658362,36.0,5.0,1627.0
75698,4.0,2.0,672.0
649460,11.0,3.0,601.0
658121,6.0,1.0,238.0
645591,4.0,1.0,93.0
662673,6.0,3.0,471.0
644141,11.0,4.0,366.0
664776,4.0,1.0,92.0
649827,14.0,4.0,1194.0
650482,14.0,4.0,571.0
646717,13.0,3.0,1790.0
659690,10.0,3.0,434.0
648262,23.0,3.0,1066.0
82500,9.0,4.0,450.0
643445,10.0,2.0,461.0
669691,13.0,2.0,548.0
659645,3.0,2.0,88.0
98780,9.0,3.0,750.0
647956,6.0,2.0,346.0
646869,1.0,1.0,7.0
658348,0.0,0.0,0.0
77720,8.0,3.0,573.0
650192,3.0,2.0,53.0
646173,0.0,0.0,0.0
649516,38.0,8.0,4018.0
648214,6.0,2.0,182.0
75998,8.0,3.0,381.0
649590,3.0,2.0,474.0
75611,19.0,3.0,641.0
650129,14.0,3.0,468.0
75701,39.0,7.0,3233.0
649917,12.0,3.0,426.0
654463,0.0,0.0,0.0
75751,54.0,5.0,3167.0
645153,42.0,5.0,2978.0
76069,17.0,3.0,2394.0
98311,4.0,2.0,98.0
76092,8.0,3.0,654.0
649875,26.0,3.0,1381.0
649634,10.0,3.0,525.0
76072,11.0,3.0,568.0
647734,2.0,1.0,43.0
648775,4.0,3.0,220.0
75561,16.0,3.0,676.0
647795,6.0,2.0,1039.0
649592,29.0,6.0,2406.0
78314,90.0,7.0,5999.0
97926,11.0,2.0,470.0
75739,4.0,2.0,98.0
659596,14.0,6.0,853.0
646521,4.0,3.0,499.0
647788,6.0,2.0,1047.0
76115,39.0,3.0,1594.0
649825,3.0,2.0,668.0
95471,24.0,4.0,1204.0
75804,7.0,2.0,339.0
668132,17.0,4.0,1765.0
96041,30.0,3.0,881.0
76065,12.0,3.0,445.0
75709,17.0,3.0,655.0
78668,7.0,3.0,526.0
75823,5.0,3.0,204.0
662172,35.0,6.0,3790.0
662679,16.0,5.0,1596.0
75889,5.0,2.0,216.0
75747,26.0,3.0,981.0
648659,1.0,1.0,80.0
649788,1.0,1.0,21.0
75750,30.0,5.0,3272.0
649778,42.0,7.0,3422.0
649921,6.0,3.0,826.0
75838,88.0,6.0,5545.0
96064,4.0,2.0,83.0
648005,31.0,8.0,2707.0
78305,3.0,2.0,62.0
649829,6.0,1.0,124.0
75852,14.0,3.0,617.0
78381,2.0,1.0,74.0
658721,10.0,3.0,437.0
650143,12.0,4.0,474.0
650342,6.0,1.0,249.0
662147,27.0,2.0,1171.0
77881,5.0,3.0,241.0
649836,12.0,3.0,953.0
649708,20.0,5.0,1143.0
75738,41.0,6.0,4086.0
650114,36.0,3.0,1780.0
95965,27.0,6.0,2933.0
78135,8.0,3.0,298.0
78308,21.0,4.0,1090.0
649470,7.0,2.0,252.0
650168,4.0,1.0,179.0
649631,10.0,3.0,330.0
648265,10.0,3.0,1067.0
78066,3.0,2.0,245.0
650194,12.0,1.0,559.0
77628,5.0,3.0,572.0
649602,1.0,1.0,24.0
649656,45.0,5.0,5397.0
75712,29.0,3.0,1015.0
78431,4.0,2.0,198.0
96198,2.0,1.0,139.0
653075,20.0,4.0,861.0
77764,28.0,4.0,3063.0
658126,2.0,1.0,36.0
650090,13.0,3.0,699.0
75543,4.0,3.0,388.0
98590,2.0,2.0,176.0
76024,17.0,6.0,1167.0
95830,8.0,3.0,254.0
76063,38.0,5.0,4267.0
648569,6.0,3.0,304.0
75616,11.0,3.0,315.0
668121,7.0,4.0,903.0
649982,8.0,3.0,416.0
78338,0.0,0.0,0.0
656005,18.0,5.0,1042.0
649629,31.0,2.0,895.0
645979,14.0,4.0,600.0
78220,17.0,3.0,1132.0
649635,16.0,4.0,1280.0
76093,6.0,2.0,234.0
662044,10.0,4.0,967.0
97328,19.0,4.0,1052.0
97195,15.0,5.0,1276.0
648667,39.0,6.0,2145.0
659652,1.0,1.0,28.0
649359,11.0,4.0,555.0
649600,17.0,7.0,2047.0
649603,2.0,1.0,342.0
649383,15.0,3.0,530.0
75696,9.0,2.0,315.0
95791,13.0,4.0,843.0
76104,5.0,3.0,215.0
103215,5.0,2.0,172.0
77679,15.0,4.0,698.0
669390,10.0,4.0,959.0
95985,16.0,2.0,729.0
78543,5.0,4.0,596.0
95480,7.0,2.0,238.0
95807,23.0,4.0,984.0
95763,4.0,3.0,465.0
95957,10.0,3.0,399.0
658122,3.0,1.0,203.0
77734,20.0,4.0,1496.0
75961,30.0,6.0,1714.0
78384,0.0,0.0,0.0
82497,8.0,3.0,437.0
78513,25.0,3.0,1008.0
98678,3.0,3.0,306.0
78071,2.0,1.0,36.0
98728,7.0,3.0,375.0
97239,6.0,3.0,107.0
652072,3.0,3.0,241.0
78432,9.0,5.0,1097.0
95687,1.0,1.0,19.0
660675,6.0,1.0,230.0
95770,38.0,3.0,1370.0
649650,25.0,5.0,2870.0
95677,3.0,2.0,527.0
96137,34.0,5.0,1935.0
75946,21.0,5.0,1307.0
674610,6.0,3.0,175.0
95712,12.0,3.0,578.0
650162,68.0,6.0,3722.0
95923,13.0,5.0,1023.0
662157,13.0,4.0,1023.0
78479,10.0,3.0,578.0
96713,1.0,1.0,32.0
658364,11.0,4.0,621.0
96706,19.0,3.0,626.0
95689,12.0,4.0,452.0
75684,1.0,1.0,21.0
76127,4.0,3.0,544.0
101161,4.0,2.0,78.0
78086,41.0,5.0,3553.0
96048,4.0,1.0,107.0
77803,20.0,4.0,1158.0
78121,1.0,1.0,14.0
96626,11.0,5.0,899.0
77629,12.0,2.0,532.0
75860,10.0,3.0,478.0
665043,45.0,5.0,4485.0
77974,1.0,1.0,29.0
655974,2.0,2.0,187.0
77712,71.0,7.0,5194.0
75723,0.0,0.0,0.0
95980,5.0,2.0,228.0
96672,3.0,2.0,109.0
75790,7.0,2.0,212.0
95746,9.0,3.0,303.0
101236,11.0,2.0,431.0
96225,4.0,2.0,65.0
98310,11.0,3.0,403.0
77935,11.0,5.0,878.0
77940,7.0,2.0,220.0
649920,1.0,1.0,17.0
76094,2.0,1.0,101.0
95657,10.0,3.0,333.0
95675,19.0,3.0,647.0
96172,3.0,2.0,71.0
78528,0.0,0.0,0.0
77788,46.0,7.0,5077.0
97362,10.0,2.0,300.0
102524,3.0,1.0,122.0
98053,19.0,5.0,1103.0
78471,14.0,2.0,246.0
95652,13.0,2.0,550.0
77835,14.0,5.0,1013.0
660648,22.0,3.0,911.0
78035,20.0,3.0,780.0
96900,6.0,3.0,209.0
96145,14.0,4.0,516.0
649959,22.0,6.0,2829.0
96029,3.0,2.0,123.0
77854,5.0,3.0,152.0
653690,30.0,4.0,1174.0
96244,20.0,3.0,770.0
78357,11.0,5.0,1152.0
96742,4.0,3.0,569.0
77927,21.0,3.0,1231.0
78002,16.0,6.0,1060.0
78761,43.0,7.0,3646.0
78762,19.0,5.0,1492.0
96660,2.0,2.0,29.0
101265,32.0,4.0,2241.0
77897,7.0,3.0,441.0
95988,6.0,3.0,246.0
648841,15.0,4.0,1489.0
77740,14.0,2.0,634.0
98489,8.0,3.0,228.0
97077,4.0,2.0,203.0
96574,2.0,1.0,57.0
98113,1.0,1.0,28.0
78450,9.0,2.0,211.0
78260,2.0,1.0,20.0
95991,2.0,2.0,59.0
683851,12.0,2.0,624.0
77855,5.0,2.0,139.0
96618,3.0,3.0,408.0
662686,21.0,3.0,1058.0
77826,25.0,5.0,1723.0
96023,32.0,7.0,4649.0
96625,2.0,1.0,376.0
95732,3.0,2.0,144.0
98544,3.0,2.0,92.0
100016,1.0,1.0,154.0
98732,19.0,4.0,936.0
659820,1.0,1.0,321.0
95751,16.0,5.0,1213.0
77994,1.0,1.0,107.0
77727,15.0,5.0,679.0
98581,27.0,5.0,1257.0
96042,3.0,2.0,94.0
96906,17.0,4.0,1712.0
649398,7.0,5.0,673.0
660697,12.0,3.0,723.0
96607,28.0,5.0,1974.0
98684,9.0,4.0,713.0
97155,13.0,4.0,554.0
97299,28.0,3.0,1076.0
98706,12.0,3.0,479.0
95870,10.0,3.0,878.0
102049,17.0,3.0,794.0
97876,3.0,1.0,101.0
98657,3.0,2.0,65.0
98233,4.0,2.0,78.0
98856,8.0,2.0,281.0
96556,15.0,3.0,2747.0
97933,0.0,0.0,0.0
98851,13.0,2.0,371.0
98490,9.0,2.0,171.0
103060,3.0,3.0,329.0
97029,15.0,3.0,499.0
97139,43.0,5.0,3527.0
97140,19.0,5.0,1341.0
96924,16.0,5.0,1008.0
97145,13.0,4.0,828.0
98610,12.0,3.0,834.0
97011,10.0,3.0,349.0
96833,0.0,0.0,0.0
96852,9.0,2.0,376.0
97254,4.0,3.0,194.0
96232,13.0,4.0,1423.0
96877,10.0,5.0,1093.0
97298,4.0,2.0,116.0
98842,18.0,3.0,836.0
95911,16.0,4.0,1208.0
99772,16.0,5.0,1963.0
98201,20.0,5.0,1464.0
96958,28.0,3.0,1383.0
95813,5.0,3.0,201.0
96570,1.0,1.0,10.0
97024,1.0,1.0,11.0
97158,19.0,4.0,3204.0
97836,18.0,3.0,959.0
96954,8.0,3.0,881.0
97130,24.0,6.0,1792.0
97929,1.0,1.0,37.0
96863,5.0,1.0,123.0
97379,1.0,1.0,24.0
96867,25.0,5.0,1593.0
97137,30.0,4.0,2422.0
98757,17.0,4.0,1777.0
78499,13.0,4.0,1590.0
97410,5.0,3.0,198.0
97928,16.0,5.0,1447.0
97002,14.0,5.0,1293.0
97829,10.0,4.0,762.0
98896,4.0,2.0,98.0
100470,4.0,1.0,292.0
75799,6.0,4.0,251.0
101371,13.0,3.0,433.0
96034,68.0,8.0,5917.0
101243,5.0,2.0,123.0
97845,36.0,7.0,2720.0
96905,33.0,6.0,2897.0
655729,25.0,6.0,1475.0
98513,4.0,1.0,239.0
98536,4.0,3.0,395.0
653775,4.0,2.0,180.0
96213,8.0,3.0,544.0
100555,3.0,1.0,37.0
100471,7.0,2.0,294.0
97138,13.0,2.0,617.0
100423,1.0,1.0,22.0
96168,2.0,1.0,443.0
96208,6.0,3.0,282.0
95787,27.0,5.0,929.0
673473,12.0,3.0,550.0
96832,7.0,2.0,262.0
101628,6.0,2.0,327.0
652588,4.0,2.0,170.0
100484,21.0,5.0,1158.0
102035,7.0,2.0,565.0
98372,11.0,4.0,594.0
98855,5.0,4.0,370.0
98214,0.0,0.0,0.0
99588,3.0,2.0,253.0
97846,13.0,3.0,594.0
99983,3.0,1.0,168.0
100591,3.0,2.0,78.0
656001,1.0,1.0,24.0
96166,46.0,5.0,2330.0
98357,13.0,4.0,1395.0
100723,7.0,3.0,234.0
99308,25.0,6.0,1664.0
99141,6.0,4.0,351.0
679555,11.0,3.0,767.0
98398,10.0,3.0,1032.0
678931,6.0,3.0,278.0
99944,14.0,3.0,484.0
97853,9.0,5.0,696.0
100334,4.0,2.0,131.0
101883,1.0,1.0,34.0
99136,6.0,3.0,273.0
99877,1.0,1.0,7.0
101480,4.0,3.0,172.0
98826,4.0,3.0,286.0
100592,16.0,5.0,1026.0
99869,4.0,2.0,81.0
98380,8.0,3.0,177.0
100434,3.0,2.0,470.0
97022,16.0,4.0,472.0
99138,1.0,1.0,31.0
99267,2.0,2.0,421.0
98344,15.0,3.0,570.0
100523,6.0,2.0,121.0
683848,8.0,3.0,340.0
100490,3.0,2.0,157.0
97144,8.0,3.0,389.0
101896,0.0,0.0,0.0
101290,3.0,2.0,143.0
98256,18.0,5.0,1314.0
102508,12.0,5.0,1399.0
101329,29.0,5.0,1917.0
672957,12.0,5.0,808.0
101818,2.0,1.0,70.0
98468,2.0,2.0,55.0
98417,11.0,3.0,1473.0
652590,3.0,2.0,68.0
98376,9.0,3.0,445.0
676557,8.0,4.0,571.0
99110,18.0,5.0,2419.0
97056,14.0,3.0,235.0
98482,39.0,5.0,3058.0
97894,14.0,3.0,716.0
98340,11.0,4.0,630.0
103051,2.0,1.0,61.0
100055,16.0,4.0,2657.0
98892,9.0,4.0,677.0
100259,3.0,1.0,146.0
677411,11.0,3.0,498.0
103214,5.0,2.0,122.0
100136,22.0,2.0,643.0
98828,5.0,2.0,164.0
99249,11.0,3.0,448.0
99686,16.0,3.0,474.0
100722,10.0,4.0,932.0
98467,1.0,1.0,8.0
662522,9.0,2.0,341.0
100675,12.0,3.0,399.0
96869,7.0,2.0,202.0
98369,16.0,3.0,622.0
99225,16.0,3.0,1116.0
98413,7.0,2.0,175.0
99124,6.0,3.0,207.0
101545,5.0,2.0,138.0
100450,3.0,3.0,54.0
102560,5.0,2.0,71.0
653585,7.0,3.0,399.0
102901,1.0,1.0,184.0
99143,41.0,8.0,2543.0
103007,5.0,2.0,159.0
100304,3.0,1.0,38.0
101297,16.0,3.0,733.0
98473,14.0,3.0,822.0
96856,30.0,3.0,1266.0
102576,17.0,3.0,1002.0
99718,3.0,2.0,372.0
100262,5.0,1.0,135.0
99596,15.0,3.0,498.0
99956,4.0,2.0,76.0
102919,4.0,3.0,263.0
100276,15.0,3.0,482.0
100518,3.0,2.0,137.0
98342,11.0,2.0,531.0
102526,5.0,3.0,411.0
652704,9.0,3.0,309.0
652808,6.0,2.0,125.0
98686,29.0,5.0,1565.0
651799,4.0,3.0,296.0
652656,8.0,4.0,640.0
655951,6.0,3.0,368.0
100664,13.0,5.0,1219.0
100424,9.0,4.0,1165.0
98044,10.0,3.0,458.0
653119,13.0,2.0,314.0
100427,22.0,3.0,1666.0
102662,10.0,2.0,401.0
97037,11.0,4.0,365.0
652589,8.0,4.0,390.0
100717,2.0,2.0,116.0
652684,3.0,2.0,47.0
98433,23.0,4.0,1986.0
668333,18.0,3.0,733.0
102753,18.0,4.0,774.0
652839,14.0,5.0,1281.0
102670,22.0,7.0,1593.0
654191,19.0,6.0,1736.0
97017,13.0,3.0,676.0
652826,3.0,1.0,116.0
653628,23.0,5.0,2012.0
101281,27.0,4.0,1509.0
102509,10.0,4.0,775.0
102688,3.0,1.0,58.0
102988,18.0,5.0,680.0
652800,3.0,2.0,62.0
99887,19.0,5.0,1801.0
99419,4.0,2.0,123.0
102604,0.0,0.0,0.0
651729,1.0,1.0,22.0
103220,6.0,2.0,264.0
100682,9.0,4.0,978.0
102656,1.0,1.0,7.0
652724,11.0,2.0,503.0
653688,12.0,4.0,492.0
651722,14.0,2.0,337.0
99442,12.0,2.0,326.0
100696,0.0,0.0,0.0
651738,28.0,5.0,2423.0
652462,10.0,5.0,647.0
100573,3.0,2.0,78.0
651680,22.0,3.0,1111.0
103052,4.0,3.0,231.0
100437,2.0,1.0,62.0
652058,1.0,1.0,30.0
653778,4.0,1.0,201.0
652798,51.0,6.0,5159.0
99102,4.0,2.0,143.0
652859,1.0,1.0,31.0
103016,3.0,1.0,65.0
652816,10.0,3.0,590.0
653545,5.0,2.0,288.0
102577,2.0,1.0,30.0
102655,1.0,1.0,22.0
102504,19.0,6.0,2177.0
102634,21.0,3.0,634.0
102665,8.0,2.0,464.0
102518,7.0,6.0,374.0
102641,7.0,3.0,581.0
102644,0.0,0.0,0.0
653183,2.0,1.0,46.0
103076,3.0,3.0,422.0
652759,6.0,3.0,185.0
651902,0.0,0.0,0.0
651763,7.0,4.0,623.0
99100,1.0,1.0,7.0
652181,7.0,3.0,207.0
102747,11.0,2.0,609.0
652736,3.0,2.0,54.0
660059,17.0,4.0,1586.0
102575,5.0,2.0,892.0
677508,18.0,5.0,1258.0
652810,4.0,3.0,102.0
102677,13.0,3.0,473.0
651675,27.0,4.0,1276.0
652412,24.0,2.0,1561.0
653651,3.0,2.0,72.0
659580,3.0,1.0,167.0
102559,25.0,7.0,1693.0
652665,4.0,1.0,76.0
102594,2.0,1.0,55.0
652655,3.0,3.0,204.0
656651,16.0,4.0,980.0
655747,5.0,3.0,181.0
651584,11.0,3.0,533.0
652275,0.0,0.0,0.0
102572,9.0,4.0,962.0
653534,44.0,5.0,2448.0
654129,5.0,2.0,187.0
652047,15.0,3.0,572.0
652714,2.0,2.0,66.0
655588,0.0,0.0,0.0
655773,2.0,1.0,40.0
102812,4.0,3.0,92.0
652450,2.0,1.0,42.0
652613,2.0,2.0,57.0
102674,3.0,2.0,59.0
652823,1.0,1.0,24.0
102520,3.0,2.0,118.0
652641,15.0,4.0,681.0
654344,17.0,3.0,623.0
657391,13.0,3.0,580.0
651665,19.0,4.0,1081.0
654262,8.0,3.0,1239.0
653547,3.0,2.0,78.0
655702,11.0,2.0,389.0
652796,18.0,3.0,683.0
654027,26.0,2.0,1281.0
683807,5.0,3.0,144.0
102668,1.0,1.0,17.0
655624,2.0,2.0,50.0
654118,2.0,2.0,81.0
102915,24.0,6.0,1399.0
652768,6.0,3.0,290.0
653985,13.0,4.0,687.0
656168,18.0,2.0,638.0
656665,8.0,4.0,449.0
654322,1.0,1.0,13.0
654955,3.0,2.0,117.0
655555,8.0,3.0,224.0
656130,16.0,4.0,1027.0
654081,6.0,3.0,271.0
655520,4.0,3.0,180.0
654091,10.0,2.0,263.0
654169,16.0,4.0,865.0
655517,16.0,4.0,530.0
655596,13.0,2.0,393.0
662436,15.0,2.0,729.0
655525,19.0,4.0,1153.0
655736,1.0,1.0,18.0
655764,8.0,2.0,329.0
654221,5.0,2.0,197.0
655570,11.0,3.0,435.0
654197,1.0,1.0,30.0
655522,10.0,3.0,240.0
655447,1.0,1.0,29.0
655416,16.0,3.0,395.0
654250,13.0,5.0,860.0
656587,10.0,3.0,317.0
656194,9.0,3.0,414.0
654077,13.0,2.0,430.0
651745,10.0,3.0,353.0
655569,15.0,3.0,449.0
654104,12.0,1.0,530.0
654082,12.0,5.0,580.0
683741,5.0,2.0,407.0
655538,9.0,4.0,296.0
683699,9.0,2.0,232.0
654253,8.0,2.0,311.0
652624,7.0,3.0,1065.0
654247,20.0,7.0,1607.0
654017,12.0,3.0,346.0
672911,4.0,3.0,399.0
654016,8.0,3.0,204.0
659295,4.0,3.0,335.0
654107,6.0,2.0,243.0
657354,5.0,3.0,306.0
658319,13.0,3.0,677.0
655235,1.0,1.0,19.0
653914,22.0,2.0,760.0
653884,5.0,4.0,384.0
654103,3.0,2.0,138.0
659311,14.0,2.0,350.0
658481,14.0,4.0,711.0
657386,26.0,3.0,1113.0
657331,10.0,2.0,376.0
658478,6.0,3.0,613.0
654297,8.0,3.0,494.0
655516,2.0,2.0,88.0
658070,8.0,2.0,198.0
655515,16.0,3.0,645.0
658560,4.0,3.0,357.0
658467,7.0,3.0,359.0
659263,4.0,2.0,331.0
659325,12.0,2.0,496.0
655509,1.0,1.0,270.0
659728,7.0,2.0,240.0
657523,3.0,3.0,335.0
657500,3.0,2.0,379.0
683638,1.0,1.0,15.0
657319,5.0,3.0,497.0
659315,6.0,3.0,164.0
657356,6.0,2.0,133.0
661047,5.0,3.0,454.0
661227,13.0,2.0,505.0
661234,5.0,2.0,172.0
657449,10.0,3.0,421.0
661219,2.0,2.0,213.0
661261,25.0,2.0,888.0
683722,6.0,3.0,186.0
665621,4.0,2.0,109.0
668898,4.0,2.0,119.0
659629,0.0,0.0,0.0
