IDPERSONA,N_REGISTROS_TEXTO,N_FUENTES_DISTINTAS,LONGITUD_TOTAL_CARACTERES
66974,10.0,4.0,226.0
7934,0.0,0.0,0.0
97472,76.0,6.0,4732.0
8850,1.0,1.0,42.0
30568,4.0,2.0,746.0
1534,28.0,2.0,1299.0
41004,34.0,6.0,2509.0
656801,10.0,2.0,1369.0
1597,8.0,2.0,495.0
30390,72.0,8.0,4539.0
650954,27.0,3.0,1143.0
2612,18.0,2.0,755.0
66819,106.0,5.0,4710.0
2196,19.0,3.0,477.0
649377,36.0,5.0,2747.0
2431,10.0,2.0,1294.0
61634,10.0,1.0,307.0
2293,65.0,8.0,5532.0
7232,38.0,6.0,2394.0
2562,35.0,2.0,1182.0
11859,30.0,4.0,1993.0
11880,24.0,1.0,4232.0
10271,7.0,3.0,204.0
639834,31.0,3.0,1281.0
659691,20.0,5.0,1086.0
2638,18.0,4.0,829.0
31176,29.0,5.0,1272.0
86476,16.0,2.0,717.0
2378,21.0,2.0,1344.0
81247,45.0,6.0,3313.0
2535,36.0,3.0,1566.0
644134,35.0,4.0,1668.0
101268,9.0,2.0,284.0
647012,29.0,3.0,1557.0
2657,16.0,4.0,833.0
642021,40.0,3.0,1729.0
34979,4.0,2.0,114.0
647036,76.0,8.0,9412.0
642708,93.0,6.0,10520.0
2456,20.0,3.0,1165.0
1595,6.0,1.0,140.0
1478,9.0,1.0,343.0
8120,120.0,7.0,11801.0
13956,60.0,5.0,4312.0
81832,19.0,6.0,1390.0
3731,13.0,2.0,479.0
33010,15.0,4.0,2086.0
9693,42.0,6.0,1437.0
658670,0.0,0.0,0.0
10093,17.0,4.0,379.0
2067,67.0,5.0,2910.0
2045,40.0,2.0,1679.0
3474,1.0,1.0,16.0
37182,18.0,5.0,788.0
651067,25.0,3.0,822.0
2584,1.0,1.0,15.0
2655,33.0,7.0,2349.0
642590,22.0,3.0,3484.0
35095,59.0,8.0,5057.0
5422,22.0,3.0,733.0
651227,14.0,2.0,743.0
1752,13.0,4.0,466.0
2390,75.0,5.0,5579.0
2469,37.0,4.0,1574.0
2203,103.0,7.0,14917.0
10130,14.0,6.0,1171.0
1178,109.0,8.0,13513.0
3634,85.0,4.0,4531.0
1557,73.0,4.0,4130.0
10441,15.0,4.0,910.0
31223,3.0,1.0,111.0
4329,22.0,3.0,1101.0
68319,14.0,3.0,822.0
100730,55.0,3.0,2665.0
13971,17.0,2.0,675.0
13922,7.0,2.0,360.0
2593,1.0,1.0,42.0
660707,7.0,3.0,198.0
2637,58.0,6.0,3733.0
3740,74.0,8.0,8974.0
3520,2.0,1.0,139.0
2125,8.0,3.0,320.0
195,13.0,4.0,580.0
2498,40.0,5.0,1660.0
98963,6.0,3.0,192.0
2546,7.0,3.0,277.0
2019,20.0,3.0,1143.0
10248,25.0,6.0,1703.0
97589,2.0,2.0,75.0
38514,15.0,2.0,589.0
13040,16.0,3.0,539.0
662067,6.0,2.0,174.0
80283,15.0,1.0,3373.0
2600,14.0,3.0,708.0
95517,20.0,3.0,1210.0
9750,0.0,0.0,0.0
33100,45.0,7.0,4878.0
1451,43.0,6.0,3048.0
3503,28.0,4.0,1556.0
3519,57.0,7.0,3226.0
669616,10.0,3.0,183.0
480354,36.0,7.0,2145.0
35472,4.0,4.0,268.0
648623,134.0,8.0,13821.0
3783,60.0,5.0,2713.0
95545,71.0,3.0,3155.0
3807,139.0,8.0,11050.0
34097,1.0,1.0,23.0
2152,99.0,7.0,12220.0
45313,0.0,0.0,0.0
654407,106.0,7.0,11488.0
1221,5.0,2.0,389.0
1676,15.0,1.0,936.0
10493,32.0,2.0,1487.0
652562,63.0,6.0,4629.0
33872,15.0,5.0,675.0
2803,33.0,7.0,2703.0
639811,41.0,3.0,1718.0
33699,5.0,1.0,937.0
2380,42.0,4.0,1919.0
38312,10.0,2.0,329.0
1329,86.0,7.0,7497.0
77528,91.0,5.0,11444.0
662150,2.0,2.0,21.0
5417,72.0,6.0,4944.0
34580,2.0,2.0,69.0
101188,11.0,2.0,443.0
651128,24.0,4.0,1068.0
642759,38.0,5.0,2907.0
10531,56.0,3.0,1935.0
655996,4.0,2.0,139.0
4383,83.0,8.0,8834.0
652917,17.0,3.0,715.0
36519,6.0,3.0,159.0
4128,4.0,1.0,147.0
3380,32.0,6.0,2932.0
39450,19.0,5.0,865.0
1787,41.0,3.0,1512.0
650956,27.0,3.0,1245.0
1322,18.0,4.0,935.0
13863,8.0,2.0,263.0
1885,73.0,8.0,6387.0
683837,7.0,3.0,327.0
654455,4.0,3.0,366.0
2748,22.0,2.0,1094.0
64483,4.0,1.0,31.0
1891,64.0,6.0,7758.0
2704,8.0,2.0,413.0
2844,9.0,4.0,171.0
2701,200.0,9.0,17886.0
660718,21.0,4.0,893.0
2834,48.0,6.0,3855.0
35698,5.0,3.0,199.0
10487,6.0,2.0,235.0
7933,29.0,4.0,1528.0
4199,65.0,7.0,9151.0
35262,30.0,4.0,2533.0
51775,19.0,4.0,1378.0
649260,9.0,4.0,572.0
1903,114.0,9.0,14182.0
35420,1.0,1.0,6.0
659824,4.0,2.0,143.0
12371,4.0,2.0,146.0
662706,0.0,0.0,0.0
653837,14.0,3.0,461.0
658138,17.0,4.0,656.0
2843,22.0,1.0,1050.0
2755,117.0,6.0,15144.0
1142,69.0,5.0,7048.0
662766,7.0,2.0,418.0
2283,97.0,7.0,10039.0
990,27.0,2.0,1160.0
2297,22.0,2.0,883.0
652925,43.0,3.0,1920.0
59277,35.0,3.0,1042.0
1848,46.0,5.0,3038.0
2824,13.0,3.0,407.0
656007,4.0,2.0,187.0
3818,10.0,2.0,460.0
1687,6.0,2.0,147.0
2904,10.0,2.0,270.0
2663,3.0,2.0,52.0
14091,70.0,2.0,3275.0
2962,12.0,3.0,516.0
7965,17.0,1.0,593.0
652898,25.0,4.0,1107.0
2814,5.0,2.0,54.0
1601,37.0,6.0,4515.0
1730,29.0,2.0,5060.0
77575,66.0,8.0,8899.0
67133,37.0,4.0,2436.0
2693,31.0,2.0,1209.0
103174,50.0,4.0,2257.0
2846,53.0,2.0,1831.0
61595,18.0,1.0,438.0
651294,37.0,6.0,3611.0
38124,0.0,0.0,0.0
2350,16.0,1.0,676.0
662677,8.0,2.0,246.0
43101,71.0,6.0,3821.0
8457,42.0,6.0,2366.0
3373,3.0,1.0,63.0
2857,10.0,2.0,468.0
652532,7.0,3.0,198.0
10447,16.0,2.0,783.0
11354,14.0,3.0,595.0
658716,27.0,3.0,1262.0
2823,33.0,4.0,1504.0
97668,313.0,3.0,15840.0
648765,49.0,5.0,4438.0
2567,12.0,2.0,595.0
1419,0.0,0.0,0.0
2735,21.0,3.0,905.0
2830,89.0,5.0,6041.0
2355,6.0,2.0,218.0
40260,3.0,1.0,85.0
10597,59.0,6.0,6353.0
2569,62.0,8.0,7651.0
2710,37.0,7.0,2638.0
2626,34.0,3.0,1774.0
3800,31.0,5.0,1851.0
3788,56.0,6.0,4535.0
103221,14.0,2.0,488.0
21816,10.0,3.0,378.0
660643,18.0,3.0,646.0
3820,21.0,3.0,914.0
11243,7.0,4.0,943.0
38858,161.0,9.0,9191.0
652919,3.0,2.0,235.0
662822,13.0,3.0,638.0
649282,49.0,6.0,2876.0
1890,12.0,1.0,488.0
77558,31.0,2.0,1596.0
3356,1.0,1.0,32.0
11351,22.0,4.0,999.0
2815,40.0,7.0,2887.0
102079,10.0,3.0,748.0
642649,81.0,7.0,7839.0
38281,90.0,8.0,5718.0
36586,104.0,7.0,8594.0
67874,65.0,5.0,5988.0
5436,71.0,7.0,6232.0
1961,111.0,7.0,9255.0
1878,81.0,7.0,5010.0
36033,12.0,4.0,656.0
1750,4.0,2.0,229.0
3000,3.0,3.0,66.0
660682,8.0,2.0,290.0
1113,7.0,4.0,1068.0
1833,6.0,2.0,891.0
2950,42.0,5.0,3064.0
649255,151.0,6.0,9844.0
67720,63.0,8.0,4699.0
37954,35.0,6.0,2414.0
3082,11.0,2.0,690.0
3773,59.0,7.0,3648.0
103229,3.0,1.0,157.0
1933,84.0,6.0,6807.0
97469,0.0,0.0,0.0
654394,6.0,2.0,140.0
95580,13.0,4.0,594.0
3659,39.0,7.0,3300.0
3821,53.0,4.0,3869.0
47061,22.0,4.0,1930.0
40499,19.0,3.0,527.0
37198,12.0,4.0,328.0
2888,15.0,4.0,636.0
3775,60.0,2.0,3300.0
38831,32.0,2.0,1229.0
3095,9.0,3.0,245.0
37842,19.0,3.0,677.0
77389,116.0,6.0,8486.0
2006,54.0,6.0,4299.0
3541,145.0,8.0,21278.0
10646,94.0,6.0,6647.0
658171,4.0,2.0,420.0
5559,21.0,2.0,872.0
659818,12.0,3.0,561.0
1433,28.0,4.0,1235.0
2957,16.0,3.0,634.0
98960,40.0,3.0,2229.0
2608,27.0,4.0,975.0
13532,67.0,8.0,8907.0
645700,25.0,3.0,987.0
41305,23.0,3.0,740.0
99033,9.0,2.0,1384.0
3088,25.0,2.0,917.0
38237,41.0,2.0,1799.0
9855,32.0,4.0,1229.0
10352,21.0,6.0,1770.0
655964,13.0,3.0,532.0
9457,81.0,7.0,10930.0
652548,23.0,4.0,1186.0
1295,4.0,1.0,580.0
44685,6.0,2.0,183.0
40210,36.0,7.0,2572.0
95506,23.0,7.0,1869.0
4273,2.0,2.0,34.0
651347,6.0,2.0,231.0
4444,8.0,2.0,322.0
43224,9.0,5.0,589.0
76886,5.0,3.0,107.0
660671,0.0,0.0,0.0
3108,36.0,2.0,1881.0
80194,16.0,3.0,567.0
96345,28.0,7.0,2496.0
40968,13.0,2.0,409.0
90113,50.0,6.0,2662.0
2382,2.0,1.0,82.0
660696,15.0,2.0,826.0
3113,4.0,1.0,130.0
3286,31.0,6.0,2536.0
80200,47.0,6.0,2296.0
3097,41.0,6.0,1921.0
78898,77.0,7.0,6300.0
4466,27.0,3.0,1084.0
77055,5.0,2.0,199.0
3403,8.0,3.0,258.0
4527,29.0,7.0,2253.0
642784,19.0,3.0,752.0
38282,20.0,3.0,510.0
39214,50.0,6.0,5738.0
2516,46.0,8.0,2141.0
57503,56.0,5.0,2509.0
662018,32.0,5.0,1146.0
2928,1.0,1.0,8.0
39413,124.0,7.0,12951.0
656019,10.0,4.0,294.0
4584,17.0,2.0,942.0
662765,7.0,3.0,305.0
97577,22.0,3.0,1150.0
10059,146.0,8.0,11906.0
3057,233.0,7.0,20230.0
35373,18.0,2.0,1034.0
3651,65.0,6.0,8714.0
655989,53.0,7.0,2500.0
2930,17.0,3.0,496.0
41626,28.0,5.0,1332.0
4242,44.0,7.0,2783.0
2670,1.0,1.0,21.0
3324,45.0,6.0,4252.0
45059,57.0,5.0,3257.0
61948,43.0,6.0,3337.0
3051,10.0,3.0,392.0
2147,55.0,7.0,4954.0
95564,104.0,8.0,9649.0
651268,18.0,6.0,779.0
4294,4.0,1.0,194.0
3017,74.0,7.0,9455.0
39215,14.0,2.0,562.0
37082,58.0,7.0,7241.0
99043,59.0,7.0,5442.0
78101,8.0,4.0,749.0
652984,1.0,1.0,38.0
38996,57.0,8.0,3249.0
81668,6.0,2.0,341.0
659604,19.0,3.0,1210.0
61775,55.0,6.0,7790.0
4401,31.0,3.0,1385.0
1430,15.0,5.0,1447.0
42290,49.0,3.0,1413.0
98971,20.0,3.0,843.0
651366,103.0,8.0,10769.0
639835,38.0,3.0,1524.0
80210,2.0,1.0,497.0
100801,19.0,3.0,655.0
4924,27.0,3.0,3419.0
41300,29.0,3.0,1351.0
68354,99.0,5.0,12278.0
244,42.0,4.0,2905.0
660649,7.0,2.0,278.0
103095,13.0,3.0,1472.0
10946,40.0,6.0,4293.0
3060,42.0,7.0,2613.0
4343,23.0,5.0,2493.0
662808,9.0,3.0,376.0
658676,5.0,2.0,376.0
42893,8.0,3.0,309.0
52873,14.0,5.0,1077.0
66290,7.0,3.0,151.0
1761,3.0,2.0,164.0
3796,16.0,3.0,614.0
4389,28.0,3.0,1018.0
41852,9.0,3.0,483.0
650568,79.0,6.0,5819.0
4100,10.0,4.0,286.0
4427,4.0,2.0,237.0
41411,25.0,5.0,1004.0
3734,28.0,2.0,1569.0
14060,33.0,5.0,2487.0
97706,11.0,2.0,449.0
4490,50.0,6.0,3686.0
95335,64.0,6.0,8622.0
3201,1.0,1.0,7.0
9465,83.0,7.0,8888.0
43625,9.0,2.0,319.0
654363,81.0,7.0,6644.0
50030,39.0,2.0,1420.0
3165,13.0,3.0,514.0
2487,9.0,2.0,305.0
42359,20.0,3.0,543.0
3093,50.0,8.0,4361.0
97667,19.0,2.0,772.0
99883,18.0,3.0,568.0
659601,1.0,1.0,7.0
649250,12.0,3.0,1187.0
3167,6.0,3.0,219.0
647364,24.0,2.0,939.0
3015,10.0,5.0,1204.0
42800,15.0,3.0,1006.0
14093,7.0,4.0,502.0
58517,99.0,3.0,4614.0
95600,47.0,3.0,2033.0
650523,45.0,3.0,2047.0
47677,6.0,3.0,94.0
4107,19.0,3.0,710.0
3735,38.0,3.0,2052.0
4001,154.0,8.0,13974.0
6163,16.0,3.0,548.0
14097,21.0,3.0,1038.0
2299,92.0,6.0,7204.0
3198,29.0,5.0,1309.0
97654,0.0,0.0,0.0
6160,53.0,6.0,5692.0
58429,15.0,3.0,534.0
654489,3.0,2.0,364.0
3025,1.0,1.0,7.0
99736,87.0,6.0,7679.0
4075,70.0,5.0,3556.0
13879,21.0,1.0,720.0
44859,9.0,3.0,718.0
2651,12.0,4.0,900.0
552319,52.0,3.0,2831.0
102374,18.0,2.0,519.0
69756,12.0,3.0,461.0
41765,0.0,0.0,0.0
5561,36.0,3.0,1523.0
13551,2.0,2.0,80.0
659822,13.0,5.0,1465.0
1235,82.0,7.0,8588.0
80032,10.0,4.0,418.0
3130,35.0,5.0,3035.0
98970,9.0,2.0,221.0
12422,87.0,7.0,7077.0
43144,24.0,3.0,910.0
3131,28.0,4.0,1266.0
43587,31.0,6.0,2430.0
654542,12.0,2.0,458.0
50023,31.0,3.0,1144.0
4225,2.0,1.0,67.0
67008,37.0,8.0,2697.0
662718,22.0,4.0,1361.0
1616,9.0,2.0,369.0
44884,31.0,5.0,1395.0
659576,84.0,4.0,4371.0
654354,86.0,7.0,10195.0
4342,3.0,2.0,83.0
4082,121.0,7.0,9877.0
14147,18.0,4.0,765.0
4675,12.0,2.0,376.0
42861,24.0,3.0,1269.0
2524,77.0,5.0,5254.0
14171,8.0,2.0,150.0
81202,13.0,3.0,683.0
45394,3.0,2.0,59.0
77277,0.0,0.0,0.0
78685,24.0,5.0,2030.0
4279,30.0,6.0,2488.0
44538,28.0,5.0,1006.0
5460,63.0,8.0,5924.0
654465,1.0,1.0,7.0
98030,1.0,1.0,25.0
41494,27.0,5.0,1946.0
102974,51.0,5.0,3289.0
659687,15.0,3.0,523.0
5583,18.0,5.0,2232.0
44745,13.0,4.0,1016.0
4742,7.0,2.0,977.0
4353,40.0,5.0,2157.0
44046,5.0,3.0,229.0
654507,2.0,1.0,162.0
662678,30.0,3.0,1292.0
4819,27.0,1.0,1362.0
3079,0.0,0.0,0.0
659599,3.0,1.0,59.0
3990,21.0,2.0,842.0
95523,67.0,3.0,3473.0
98923,8.0,2.0,357.0
97703,105.0,6.0,9885.0
659592,15.0,3.0,703.0
2850,111.0,6.0,6531.0
2753,64.0,9.0,5283.0
3208,35.0,8.0,3179.0
44205,26.0,4.0,1729.0
4700,2.0,1.0,105.0
44927,39.0,5.0,2428.0
4135,36.0,3.0,5735.0
4512,23.0,3.0,1167.0
649206,34.0,6.0,4458.0
649060,13.0,3.0,546.0
47205,1.0,1.0,28.0
3235,90.0,8.0,7201.0
4556,1.0,1.0,20.0
6120,10.0,4.0,360.0
659617,3.0,1.0,59.0
98296,33.0,3.0,1242.0
11174,24.0,4.0,753.0
651029,36.0,3.0,2001.0
650503,42.0,3.0,1866.0
3160,52.0,7.0,4764.0
95538,40.0,3.0,1864.0
44113,11.0,2.0,364.0
44496,59.0,6.0,5093.0
68801,56.0,3.0,2813.0
67810,33.0,2.0,1457.0
14465,24.0,5.0,1126.0
4062,9.0,4.0,496.0
3218,16.0,4.0,1097.0
44455,2.0,1.0,66.0
80318,51.0,5.0,2102.0
97664,20.0,4.0,909.0
2966,10.0,5.0,724.0
102030,6.0,2.0,273.0
653803,9.0,2.0,283.0
674171,44.0,3.0,2447.0
49500,5.0,2.0,85.0
12899,15.0,3.0,543.0
46826,24.0,4.0,692.0
97461,47.0,7.0,4958.0
81684,12.0,4.0,394.0
660678,1.0,1.0,8.0
67737,65.0,4.0,6561.0
4233,33.0,4.0,2133.0
3078,75.0,6.0,5951.0
659660,13.0,2.0,539.0
3246,54.0,6.0,3428.0
4667,9.0,2.0,325.0
56062,2.0,1.0,51.0
12403,84.0,7.0,9654.0
659692,42.0,7.0,4160.0
3962,16.0,4.0,1532.0
644133,25.0,4.0,1867.0
46564,30.0,7.0,2470.0
4109,37.0,6.0,2076.0
652934,30.0,7.0,2128.0
3987,91.0,8.0,11226.0
